block_group,B19051_000E,B19051_002E,B19051_003E,B19052_002E,B19052_003E,B19053_002E,B19053_003E,B19054_002E,B19054_003E,B19055_002E,B19055_003E,B19056_002E,B19056_003E,B19057_002E,B19057_003E,B19058_002E,B19058_003E,B19059_002E,B19059_003E,B19060_002E,B19060_003E
480291606003,632.0,493.0,139.0,433.0,199.0,60.0,572.0,0.0,632.0,186.0,446.0,50.0,582.0,48.0,584.0,302.0,330.0,74.0,558.0,99.0,533.0
480291419003,437.0,297.0,140.0,297.0,140.0,63.0,374.0,14.0,423.0,243.0,194.0,21.0,416.0,0.0,437.0,92.0,345.0,57.0,380.0,200.0,237.0
480291419002,684.0,556.0,128.0,490.0,194.0,74.0,610.0,112.0,572.0,264.0,420.0,36.0,648.0,7.0,677.0,79.0,605.0,140.0,544.0,157.0,527.0
480291515003,350.0,262.0,88.0,241.0,109.0,25.0,325.0,11.0,339.0,119.0,231.0,26.0,324.0,4.0,346.0,85.0,265.0,84.0,266.0,28.0,322.0
480291515002,305.0,215.0,90.0,196.0,109.0,23.0,282.0,44.0,261.0,167.0,138.0,25.0,280.0,23.0,282.0,42.0,263.0,75.0,230.0,32.0,273.0
480291603003,280.0,154.0,126.0,154.0,126.0,0.0,280.0,29.0,251.0,105.0,175.0,45.0,235.0,0.0,280.0,59.0,221.0,58.0,222.0,18.0,262.0
480291603002,361.0,215.0,146.0,215.0,146.0,10.0,351.0,20.0,341.0,130.0,231.0,64.0,297.0,0.0,361.0,58.0,303.0,85.0,276.0,48.0,313.0
480291603005,452.0,305.0,147.0,295.0,157.0,62.0,390.0,60.0,392.0,179.0,273.0,74.0,378.0,16.0,436.0,96.0,356.0,49.0,403.0,64.0,388.0
480291612001,249.0,200.0,49.0,178.0,71.0,28.0,221.0,34.0,215.0,47.0,202.0,32.0,217.0,9.0,240.0,50.0,199.0,38.0,211.0,38.0,211.0
480291612002,549.0,454.0,95.0,444.0,105.0,36.0,513.0,5.0,544.0,169.0,380.0,105.0,444.0,32.0,517.0,142.0,407.0,66.0,483.0,109.0,440.0
480291804003,214.0,164.0,50.0,148.0,66.0,31.0,183.0,33.0,181.0,98.0,116.0,23.0,191.0,7.0,207.0,52.0,162.0,65.0,149.0,31.0,183.0
480291804001,641.0,501.0,140.0,480.0,161.0,59.0,582.0,49.0,592.0,242.0,399.0,40.0,601.0,8.0,633.0,79.0,562.0,83.0,558.0,46.0,595.0
480291807012,1473.0,1145.0,328.0,1131.0,342.0,113.0,1360.0,212.0,1261.0,246.0,1227.0,41.0,1432.0,0.0,1473.0,57.0,1416.0,96.0,1377.0,62.0,1411.0
480291811004,316.0,270.0,46.0,270.0,46.0,17.0,299.0,93.0,223.0,57.0,259.0,2.0,314.0,76.0,240.0,76.0,240.0,57.0,259.0,55.0,261.0
480291811002,458.0,311.0,147.0,294.0,164.0,74.0,384.0,177.0,281.0,194.0,264.0,18.0,440.0,0.0,458.0,0.0,458.0,170.0,288.0,70.0,388.0
480291811003,987.0,724.0,263.0,651.0,336.0,166.0,821.0,299.0,688.0,437.0,550.0,37.0,950.0,0.0,987.0,38.0,949.0,288.0,699.0,114.0,873.0
480291909015,402.0,303.0,99.0,303.0,99.0,109.0,293.0,119.0,283.0,141.0,261.0,0.0,402.0,15.0,387.0,26.0,376.0,88.0,314.0,31.0,371.0
480291909013,251.0,203.0,48.0,203.0,48.0,29.0,222.0,30.0,221.0,48.0,203.0,0.0,251.0,0.0,251.0,104.0,147.0,0.0,251.0,0.0,251.0
480291809014,307.0,264.0,43.0,252.0,55.0,23.0,284.0,39.0,268.0,83.0,224.0,10.0,297.0,13.0,294.0,31.0,276.0,69.0,238.0,39.0,268.0
480291813031,629.0,558.0,71.0,531.0,98.0,71.0,558.0,55.0,574.0,109.0,520.0,27.0,602.0,0.0,629.0,129.0,500.0,40.0,589.0,17.0,612.0
480291815041,833.0,609.0,224.0,609.0,224.0,18.0,815.0,46.0,787.0,329.0,504.0,74.0,759.0,17.0,816.0,198.0,635.0,122.0,711.0,17.0,816.0
480291815042,1305.0,1160.0,145.0,1086.0,219.0,156.0,1149.0,95.0,1210.0,102.0,1203.0,0.0,1305.0,0.0,1305.0,52.0,1253.0,29.0,1276.0,108.0,1197.0
480291816012,838.0,587.0,251.0,564.0,274.0,86.0,752.0,173.0,665.0,392.0,446.0,80.0,758.0,0.0,838.0,97.0,741.0,279.0,559.0,101.0,737.0
480291906011,394.0,378.0,16.0,367.0,27.0,74.0,320.0,19.0,375.0,50.0,344.0,5.0,389.0,0.0,394.0,82.0,312.0,8.0,386.0,5.0,389.0
480291818091,509.0,359.0,150.0,322.0,187.0,77.0,432.0,153.0,356.0,152.0,357.0,17.0,492.0,0.0,509.0,26.0,483.0,100.0,409.0,157.0,352.0
480291818092,877.0,730.0,147.0,715.0,162.0,47.0,830.0,65.0,812.0,140.0,737.0,36.0,841.0,0.0,877.0,68.0,809.0,80.0,797.0,283.0,594.0
480291818094,517.0,452.0,65.0,419.0,98.0,134.0,383.0,105.0,412.0,169.0,348.0,0.0,517.0,0.0,517.0,45.0,472.0,138.0,379.0,64.0,453.0
480291906013,322.0,218.0,104.0,196.0,126.0,22.0,300.0,15.0,307.0,90.0,232.0,34.0,288.0,7.0,315.0,53.0,269.0,15.0,307.0,8.0,314.0
480291910041,439.0,384.0,55.0,360.0,79.0,24.0,415.0,8.0,431.0,103.0,336.0,56.0,383.0,10.0,429.0,131.0,308.0,45.0,394.0,71.0,368.0
480291910043,258.0,212.0,46.0,204.0,54.0,19.0,239.0,52.0,206.0,108.0,150.0,0.0,258.0,22.0,236.0,22.0,236.0,69.0,189.0,9.0,249.0
480291813022,1146.0,938.0,208.0,938.0,208.0,50.0,1096.0,173.0,973.0,306.0,840.0,27.0,1119.0,0.0,1146.0,26.0,1120.0,185.0,961.0,143.0,1003.0
480291212063,320.0,181.0,139.0,165.0,155.0,73.0,247.0,76.0,244.0,116.0,204.0,48.0,272.0,23.0,297.0,39.0,281.0,120.0,200.0,7.0,313.0
480291212061,399.0,329.0,70.0,329.0,70.0,20.0,379.0,77.0,322.0,105.0,294.0,31.0,368.0,23.0,376.0,23.0,376.0,76.0,323.0,81.0,318.0
480291212065,607.0,543.0,64.0,509.0,98.0,101.0,506.0,33.0,574.0,144.0,463.0,25.0,582.0,24.0,583.0,187.0,420.0,104.0,503.0,28.0,579.0
480291212062,369.0,319.0,50.0,319.0,50.0,69.0,300.0,118.0,251.0,136.0,233.0,21.0,348.0,0.0,369.0,0.0,369.0,143.0,226.0,88.0,281.0
480291214022,401.0,303.0,98.0,284.0,117.0,19.0,382.0,30.0,371.0,115.0,286.0,27.0,374.0,0.0,401.0,94.0,307.0,95.0,306.0,52.0,349.0
480291214021,1636.0,1480.0,156.0,1396.0,240.0,236.0,1400.0,118.0,1518.0,342.0,1294.0,99.0,1537.0,48.0,1588.0,185.0,1451.0,350.0,1286.0,455.0,1181.0
480291218031,541.0,466.0,75.0,450.0,91.0,26.0,515.0,79.0,462.0,172.0,369.0,14.0,527.0,45.0,496.0,45.0,496.0,171.0,370.0,99.0,442.0
480291218032,273.0,184.0,89.0,178.0,95.0,18.0,255.0,77.0,196.0,133.0,140.0,6.0,267.0,0.0,273.0,6.0,267.0,69.0,204.0,48.0,225.0
480291218033,776.0,703.0,73.0,676.0,100.0,89.0,687.0,110.0,666.0,177.0,599.0,37.0,739.0,12.0,764.0,51.0,725.0,122.0,654.0,126.0,650.0
480291218041,732.0,615.0,117.0,553.0,179.0,134.0,598.0,82.0,650.0,122.0,610.0,42.0,690.0,17.0,715.0,71.0,661.0,90.0,642.0,88.0,644.0
480291218042,958.0,733.0,225.0,733.0,225.0,99.0,859.0,89.0,869.0,182.0,776.0,32.0,926.0,0.0,958.0,28.0,930.0,240.0,718.0,177.0,781.0
480291218043,741.0,434.0,307.0,356.0,385.0,84.0,657.0,44.0,697.0,252.0,489.0,40.0,701.0,56.0,685.0,180.0,561.0,117.0,624.0,91.0,650.0
480291308001,1075.0,836.0,239.0,817.0,258.0,65.0,1010.0,66.0,1009.0,286.0,789.0,143.0,932.0,93.0,982.0,395.0,680.0,182.0,893.0,96.0,979.0
480291308004,314.0,268.0,46.0,268.0,46.0,0.0,314.0,0.0,314.0,103.0,211.0,49.0,265.0,14.0,300.0,139.0,175.0,6.0,308.0,93.0,221.0
480291308002,318.0,236.0,82.0,227.0,91.0,9.0,309.0,17.0,301.0,143.0,175.0,33.0,285.0,38.0,280.0,75.0,243.0,68.0,250.0,27.0,291.0
480291308003,146.0,89.0,57.0,89.0,57.0,14.0,132.0,18.0,128.0,51.0,95.0,5.0,141.0,8.0,138.0,42.0,104.0,71.0,75.0,39.0,107.0
480291311003,308.0,213.0,95.0,194.0,114.0,24.0,284.0,25.0,283.0,143.0,165.0,43.0,265.0,5.0,303.0,54.0,254.0,62.0,246.0,39.0,269.0
480291311002,225.0,130.0,95.0,130.0,95.0,8.0,217.0,0.0,225.0,112.0,113.0,13.0,212.0,14.0,211.0,90.0,135.0,40.0,185.0,4.0,221.0
480291602002,298.0,263.0,35.0,252.0,46.0,15.0,283.0,30.0,268.0,103.0,195.0,40.0,258.0,5.0,293.0,48.0,250.0,66.0,232.0,72.0,226.0
480291817134,621.0,441.0,180.0,441.0,180.0,95.0,526.0,0.0,621.0,159.0,462.0,79.0,542.0,0.0,621.0,171.0,450.0,14.0,607.0,28.0,593.0
480291817132,511.0,433.0,78.0,433.0,78.0,13.0,498.0,100.0,411.0,210.0,301.0,0.0,511.0,0.0,511.0,54.0,457.0,172.0,339.0,104.0,407.0
480291817133,686.0,548.0,138.0,537.0,149.0,138.0,548.0,196.0,490.0,201.0,485.0,51.0,635.0,12.0,674.0,27.0,659.0,154.0,532.0,153.0,533.0
480291815054,480.0,356.0,124.0,356.0,124.0,54.0,426.0,84.0,396.0,195.0,285.0,13.0,467.0,18.0,462.0,29.0,451.0,156.0,324.0,81.0,399.0
480291815053,378.0,289.0,89.0,261.0,117.0,34.0,344.0,93.0,285.0,150.0,228.0,10.0,368.0,4.0,374.0,28.0,350.0,118.0,260.0,38.0,340.0
480291815051,327.0,247.0,80.0,238.0,89.0,28.0,299.0,113.0,214.0,154.0,173.0,0.0,327.0,0.0,327.0,0.0,327.0,128.0,199.0,94.0,233.0
480291817042,388.0,303.0,85.0,295.0,93.0,18.0,370.0,30.0,358.0,143.0,245.0,27.0,361.0,8.0,380.0,74.0,314.0,51.0,337.0,43.0,345.0
480291817044,295.0,241.0,54.0,241.0,54.0,36.0,259.0,0.0,295.0,58.0,237.0,17.0,278.0,0.0,295.0,25.0,270.0,32.0,263.0,49.0,246.0
480291817111,845.0,795.0,50.0,741.0,104.0,171.0,674.0,134.0,711.0,238.0,607.0,47.0,798.0,0.0,845.0,3.0,842.0,197.0,648.0,114.0,731.0
480291907002,386.0,264.0,122.0,244.0,142.0,37.0,349.0,33.0,353.0,79.0,307.0,54.0,332.0,11.0,375.0,70.0,316.0,38.0,348.0,73.0,313.0
480291907003,478.0,413.0,65.0,405.0,73.0,66.0,412.0,63.0,415.0,113.0,365.0,47.0,431.0,20.0,458.0,71.0,407.0,39.0,439.0,48.0,430.0
480291607011,394.0,286.0,108.0,286.0,108.0,0.0,394.0,17.0,377.0,193.0,201.0,82.0,312.0,0.0,394.0,119.0,275.0,38.0,356.0,25.0,369.0
480291607012,371.0,306.0,65.0,285.0,86.0,55.0,316.0,32.0,339.0,131.0,240.0,17.0,354.0,0.0,371.0,104.0,267.0,111.0,260.0,25.0,346.0
480291718011,418.0,281.0,137.0,281.0,137.0,58.0,360.0,33.0,385.0,161.0,257.0,42.0,376.0,7.0,411.0,93.0,325.0,79.0,339.0,61.0,357.0
480291718013,538.0,406.0,132.0,399.0,139.0,79.0,459.0,39.0,499.0,222.0,316.0,71.0,467.0,15.0,523.0,194.0,344.0,74.0,464.0,62.0,476.0
480291718014,330.0,242.0,88.0,234.0,96.0,29.0,301.0,7.0,323.0,112.0,218.0,40.0,290.0,47.0,283.0,63.0,267.0,66.0,264.0,64.0,266.0
480291718012,472.0,392.0,80.0,380.0,92.0,12.0,460.0,41.0,431.0,106.0,366.0,16.0,456.0,27.0,445.0,75.0,397.0,72.0,400.0,164.0,308.0
480291802013,841.0,556.0,285.0,538.0,303.0,35.0,806.0,44.0,797.0,286.0,555.0,169.0,672.0,32.0,809.0,255.0,586.0,84.0,757.0,89.0,752.0
480291802012,338.0,236.0,102.0,206.0,132.0,30.0,308.0,22.0,316.0,130.0,208.0,31.0,307.0,0.0,338.0,0.0,338.0,39.0,299.0,36.0,302.0
480291802014,470.0,372.0,98.0,372.0,98.0,24.0,446.0,37.0,433.0,146.0,324.0,25.0,445.0,0.0,470.0,54.0,416.0,96.0,374.0,39.0,431.0
480291802011,180.0,152.0,28.0,142.0,38.0,10.0,170.0,23.0,157.0,112.0,68.0,64.0,116.0,0.0,180.0,46.0,134.0,23.0,157.0,23.0,157.0
480291812001,242.0,172.0,70.0,172.0,70.0,65.0,177.0,41.0,201.0,142.0,100.0,15.0,227.0,0.0,242.0,17.0,225.0,28.0,214.0,31.0,211.0
480291812004,633.0,512.0,121.0,512.0,121.0,65.0,568.0,100.0,533.0,211.0,422.0,16.0,617.0,11.0,622.0,11.0,622.0,150.0,483.0,43.0,590.0
480291812002,367.0,239.0,128.0,224.0,143.0,63.0,304.0,145.0,222.0,129.0,238.0,46.0,321.0,0.0,367.0,0.0,367.0,178.0,189.0,77.0,290.0
480291812005,373.0,304.0,69.0,274.0,99.0,91.0,282.0,122.0,251.0,212.0,161.0,26.0,347.0,0.0,373.0,0.0,373.0,80.0,293.0,28.0,345.0
480291514004,213.0,213.0,0.0,196.0,17.0,34.0,179.0,0.0,213.0,51.0,162.0,7.0,206.0,0.0,213.0,49.0,164.0,19.0,194.0,14.0,199.0
480291511003,247.0,139.0,108.0,139.0,108.0,0.0,247.0,34.0,213.0,138.0,109.0,50.0,197.0,0.0,247.0,17.0,230.0,63.0,184.0,62.0,185.0
480291511001,196.0,118.0,78.0,118.0,78.0,8.0,188.0,0.0,196.0,98.0,98.0,0.0,196.0,3.0,193.0,115.0,81.0,0.0,196.0,21.0,175.0
480291514001,297.0,232.0,65.0,172.0,125.0,83.0,214.0,23.0,274.0,126.0,171.0,55.0,242.0,24.0,273.0,82.0,215.0,18.0,279.0,61.0,236.0
480291514002,389.0,267.0,122.0,267.0,122.0,27.0,362.0,15.0,374.0,155.0,234.0,40.0,349.0,0.0,389.0,124.0,265.0,76.0,313.0,36.0,353.0
480291905012,409.0,381.0,28.0,342.0,67.0,127.0,282.0,17.0,392.0,150.0,259.0,51.0,358.0,0.0,409.0,60.0,349.0,61.0,348.0,26.0,383.0
480291905013,284.0,251.0,33.0,242.0,42.0,51.0,233.0,31.0,253.0,81.0,203.0,16.0,268.0,10.0,274.0,63.0,221.0,46.0,238.0,8.0,276.0
480291905011,290.0,282.0,8.0,282.0,8.0,9.0,281.0,0.0,290.0,117.0,173.0,59.0,231.0,0.0,290.0,30.0,260.0,18.0,272.0,51.0,239.0
480291908001,362.0,319.0,43.0,303.0,59.0,63.0,299.0,137.0,225.0,94.0,268.0,4.0,358.0,7.0,355.0,11.0,351.0,36.0,326.0,31.0,331.0
480291908002,386.0,323.0,63.0,292.0,94.0,85.0,301.0,219.0,167.0,117.0,269.0,0.0,386.0,0.0,386.0,0.0,386.0,61.0,325.0,16.0,370.0
480291909011,501.0,371.0,130.0,371.0,130.0,19.0,482.0,82.0,419.0,127.0,374.0,61.0,440.0,0.0,501.0,42.0,459.0,157.0,344.0,53.0,448.0
480291909012,695.0,607.0,88.0,607.0,88.0,16.0,679.0,86.0,609.0,158.0,537.0,61.0,634.0,13.0,682.0,254.0,441.0,46.0,649.0,78.0,617.0
480291909021,631.0,537.0,94.0,516.0,115.0,97.0,534.0,69.0,562.0,234.0,397.0,54.0,577.0,16.0,615.0,98.0,533.0,111.0,520.0,54.0,577.0
480291909023,306.0,226.0,80.0,219.0,87.0,57.0,249.0,45.0,261.0,71.0,235.0,7.0,299.0,7.0,299.0,27.0,279.0,107.0,199.0,44.0,262.0
480291810012,777.0,637.0,140.0,595.0,182.0,88.0,689.0,136.0,641.0,146.0,631.0,33.0,744.0,0.0,777.0,0.0,777.0,108.0,669.0,81.0,696.0
480291810042,1557.0,1396.0,161.0,1352.0,205.0,60.0,1497.0,134.0,1423.0,83.0,1474.0,39.0,1518.0,0.0,1557.0,72.0,1485.0,61.0,1496.0,137.0,1420.0
480291810041,1054.0,900.0,154.0,877.0,177.0,111.0,943.0,99.0,955.0,145.0,909.0,0.0,1054.0,38.0,1016.0,49.0,1005.0,91.0,963.0,13.0,1041.0
480291901004,344.0,211.0,133.0,211.0,133.0,0.0,344.0,22.0,322.0,108.0,236.0,28.0,316.0,15.0,329.0,61.0,283.0,47.0,297.0,28.0,316.0
480291901003,367.0,301.0,66.0,243.0,124.0,85.0,282.0,34.0,333.0,90.0,277.0,22.0,345.0,24.0,343.0,55.0,312.0,40.0,327.0,18.0,349.0
480291901002,379.0,180.0,199.0,180.0,199.0,18.0,361.0,0.0,379.0,204.0,175.0,140.0,239.0,0.0,379.0,181.0,198.0,63.0,316.0,39.0,340.0
480291719021,1156.0,1025.0,131.0,1025.0,131.0,0.0,1156.0,83.0,1073.0,87.0,1069.0,57.0,1099.0,61.0,1095.0,180.0,976.0,8.0,1148.0,84.0,1072.0
480291311001,189.0,116.0,73.0,108.0,81.0,14.0,175.0,7.0,182.0,81.0,108.0,45.0,144.0,0.0,189.0,86.0,103.0,16.0,173.0,10.0,179.0
480291203008,290.0,165.0,125.0,165.0,125.0,58.0,232.0,113.0,177.0,88.0,202.0,0.0,290.0,0.0,290.0,0.0,290.0,36.0,254.0,97.0,193.0
480291203007,257.0,167.0,90.0,151.0,106.0,31.0,226.0,161.0,96.0,127.0,130.0,15.0,242.0,0.0,257.0,0.0,257.0,79.0,178.0,15.0,242.0
480291501001,630.0,551.0,79.0,551.0,79.0,26.0,604.0,69.0,561.0,132.0,498.0,54.0,576.0,7.0,623.0,116.0,514.0,59.0,571.0,13.0,617.0
480291501004,458.0,372.0,86.0,348.0,110.0,87.0,371.0,24.0,434.0,95.0,363.0,30.0,428.0,20.0,438.0,75.0,383.0,21.0,437.0,27.0,431.0
480291506004,364.0,255.0,109.0,233.0,131.0,30.0,334.0,27.0,337.0,206.0,158.0,57.0,307.0,12.0,352.0,91.0,273.0,27.0,337.0,47.0,317.0
480291506003,307.0,197.0,110.0,197.0,110.0,0.0,307.0,4.0,303.0,73.0,234.0,76.0,231.0,15.0,292.0,133.0,174.0,30.0,277.0,84.0,223.0
480291511007,433.0,281.0,152.0,281.0,152.0,21.0,412.0,30.0,403.0,67.0,366.0,23.0,410.0,0.0,433.0,91.0,342.0,96.0,337.0,73.0,360.0
480291511005,280.0,190.0,90.0,190.0,90.0,0.0,280.0,16.0,264.0,118.0,162.0,100.0,180.0,17.0,263.0,174.0,106.0,21.0,259.0,0.0,280.0
480291511004,377.0,303.0,74.0,303.0,74.0,40.0,337.0,33.0,344.0,107.0,270.0,30.0,347.0,0.0,377.0,98.0,279.0,33.0,344.0,132.0,245.0
480291918042,947.0,825.0,122.0,825.0,122.0,123.0,824.0,244.0,703.0,194.0,753.0,65.0,882.0,20.0,927.0,33.0,914.0,268.0,679.0,120.0,827.0
480291918041,483.0,436.0,47.0,422.0,61.0,69.0,414.0,185.0,298.0,112.0,371.0,26.0,457.0,21.0,462.0,21.0,462.0,108.0,375.0,109.0,374.0
480291210004,401.0,380.0,21.0,361.0,40.0,33.0,368.0,52.0,349.0,21.0,380.0,0.0,401.0,0.0,401.0,68.0,333.0,83.0,318.0,75.0,326.0
480291210003,853.0,680.0,173.0,666.0,187.0,114.0,739.0,62.0,791.0,213.0,640.0,105.0,748.0,28.0,825.0,197.0,656.0,160.0,693.0,129.0,724.0
480291210005,589.0,411.0,178.0,391.0,198.0,33.0,556.0,181.0,408.0,220.0,369.0,0.0,589.0,105.0,484.0,114.0,475.0,125.0,464.0,97.0,492.0
480291210006,429.0,317.0,112.0,307.0,122.0,118.0,311.0,105.0,324.0,207.0,222.0,69.0,360.0,11.0,418.0,31.0,398.0,153.0,276.0,102.0,327.0
480291211102,516.0,429.0,87.0,398.0,118.0,128.0,388.0,116.0,400.0,149.0,367.0,20.0,496.0,0.0,516.0,41.0,475.0,105.0,411.0,42.0,474.0
480291215062,275.0,217.0,58.0,217.0,58.0,0.0,275.0,13.0,262.0,97.0,178.0,22.0,253.0,0.0,275.0,70.0,205.0,18.0,257.0,44.0,231.0
480291215061,396.0,243.0,153.0,243.0,153.0,36.0,360.0,141.0,255.0,201.0,195.0,27.0,369.0,0.0,396.0,50.0,346.0,128.0,268.0,82.0,314.0
480291305001,192.0,158.0,34.0,158.0,34.0,0.0,192.0,8.0,184.0,44.0,148.0,18.0,174.0,27.0,165.0,91.0,101.0,18.0,174.0,27.0,165.0
480291305003,795.0,474.0,321.0,414.0,381.0,102.0,693.0,53.0,742.0,265.0,530.0,134.0,661.0,59.0,736.0,347.0,448.0,108.0,687.0,6.0,789.0
480291305002,302.0,259.0,43.0,235.0,67.0,48.0,254.0,16.0,286.0,89.0,213.0,11.0,291.0,0.0,302.0,88.0,214.0,27.0,275.0,5.0,297.0
480291305004,222.0,222.0,0.0,222.0,0.0,22.0,200.0,9.0,213.0,33.0,189.0,16.0,206.0,0.0,222.0,95.0,127.0,13.0,209.0,45.0,177.0
480291904003,389.0,285.0,104.0,276.0,113.0,28.0,361.0,90.0,299.0,127.0,262.0,0.0,389.0,0.0,389.0,11.0,378.0,68.0,321.0,17.0,372.0
480291211081,419.0,303.0,116.0,303.0,116.0,67.0,352.0,120.0,299.0,148.0,271.0,15.0,404.0,0.0,419.0,16.0,403.0,141.0,278.0,83.0,336.0
480291211083,1060.0,961.0,99.0,961.0,99.0,76.0,984.0,62.0,998.0,129.0,931.0,16.0,1044.0,0.0,1060.0,54.0,1006.0,72.0,988.0,81.0,979.0
480291211084,516.0,372.0,144.0,372.0,144.0,0.0,516.0,177.0,339.0,240.0,276.0,19.0,497.0,0.0,516.0,0.0,516.0,126.0,390.0,63.0,453.0
480291207015,508.0,397.0,111.0,385.0,123.0,44.0,464.0,154.0,354.0,156.0,352.0,16.0,492.0,0.0,508.0,16.0,492.0,70.0,438.0,111.0,397.0
480291215042,230.0,132.0,98.0,132.0,98.0,24.0,206.0,41.0,189.0,125.0,105.0,15.0,215.0,0.0,230.0,15.0,215.0,97.0,133.0,93.0,137.0
480291215041,609.0,486.0,123.0,486.0,123.0,32.0,577.0,123.0,486.0,142.0,467.0,32.0,577.0,0.0,609.0,14.0,595.0,181.0,428.0,143.0,466.0
480291503001,203.0,140.0,63.0,140.0,63.0,12.0,191.0,0.0,203.0,70.0,133.0,22.0,181.0,23.0,180.0,64.0,139.0,30.0,173.0,77.0,126.0
480291503004,472.0,384.0,88.0,361.0,111.0,45.0,427.0,40.0,432.0,83.0,389.0,97.0,375.0,6.0,466.0,102.0,370.0,87.0,385.0,74.0,398.0
480291503003,248.0,199.0,49.0,193.0,55.0,75.0,173.0,44.0,204.0,86.0,162.0,16.0,232.0,0.0,248.0,66.0,182.0,18.0,230.0,23.0,225.0
480291602003,293.0,227.0,66.0,215.0,78.0,41.0,252.0,27.0,266.0,122.0,171.0,21.0,272.0,6.0,287.0,98.0,195.0,62.0,231.0,16.0,277.0
480291508002,233.0,194.0,39.0,155.0,78.0,44.0,189.0,58.0,175.0,80.0,153.0,22.0,211.0,11.0,222.0,26.0,207.0,35.0,198.0,5.0,228.0
480291508003,333.0,204.0,129.0,204.0,129.0,0.0,333.0,15.0,318.0,77.0,256.0,21.0,312.0,0.0,333.0,210.0,123.0,6.0,327.0,115.0,218.0
480291712003,478.0,367.0,111.0,340.0,138.0,32.0,446.0,6.0,472.0,172.0,306.0,45.0,433.0,0.0,478.0,95.0,383.0,22.0,456.0,41.0,437.0
480291418001,319.0,236.0,83.0,168.0,151.0,82.0,237.0,18.0,301.0,151.0,168.0,35.0,284.0,0.0,319.0,50.0,269.0,50.0,269.0,26.0,293.0
480291418002,220.0,94.0,126.0,88.0,132.0,6.0,214.0,28.0,192.0,105.0,115.0,35.0,185.0,12.0,208.0,39.0,181.0,32.0,188.0,0.0,220.0
480291512005,1085.0,1046.0,39.0,1046.0,39.0,125.0,960.0,41.0,1044.0,213.0,872.0,101.0,984.0,0.0,1085.0,184.0,901.0,222.0,863.0,174.0,911.0
480291512003,290.0,196.0,94.0,196.0,94.0,0.0,290.0,53.0,237.0,156.0,134.0,14.0,276.0,0.0,290.0,13.0,277.0,79.0,211.0,33.0,257.0
480291512001,321.0,295.0,26.0,281.0,40.0,14.0,307.0,9.0,312.0,60.0,261.0,0.0,321.0,0.0,321.0,0.0,321.0,74.0,247.0,11.0,310.0
480291107001,562.0,256.0,306.0,250.0,312.0,13.0,549.0,26.0,536.0,309.0,253.0,79.0,483.0,5.0,557.0,252.0,310.0,38.0,524.0,10.0,552.0
480291904001,314.0,281.0,33.0,246.0,68.0,89.0,225.0,139.0,175.0,71.0,243.0,0.0,314.0,0.0,314.0,14.0,300.0,57.0,257.0,9.0,305.0
480291719121,1668.0,1547.0,121.0,1522.0,146.0,131.0,1537.0,363.0,1305.0,433.0,1235.0,100.0,1568.0,10.0,1658.0,87.0,1581.0,248.0,1420.0,196.0,1472.0
480291817122,527.0,393.0,134.0,393.0,134.0,43.0,484.0,107.0,420.0,217.0,310.0,12.0,515.0,12.0,515.0,53.0,474.0,116.0,411.0,69.0,458.0
480291816023,445.0,363.0,82.0,356.0,89.0,21.0,424.0,63.0,382.0,168.0,277.0,8.0,437.0,0.0,445.0,101.0,344.0,94.0,351.0,115.0,330.0
480291816021,323.0,215.0,108.0,207.0,116.0,8.0,315.0,41.0,282.0,109.0,214.0,0.0,323.0,0.0,323.0,10.0,313.0,98.0,225.0,24.0,299.0
480291818081,689.0,543.0,146.0,520.0,169.0,65.0,624.0,150.0,539.0,217.0,472.0,55.0,634.0,16.0,673.0,106.0,583.0,118.0,571.0,65.0,624.0
480291821021,448.0,390.0,58.0,390.0,58.0,15.0,433.0,77.0,371.0,94.0,354.0,0.0,448.0,0.0,448.0,23.0,425.0,65.0,383.0,46.0,402.0
480291911011,370.0,295.0,75.0,235.0,135.0,93.0,277.0,165.0,205.0,138.0,232.0,9.0,361.0,0.0,370.0,5.0,365.0,51.0,319.0,44.0,326.0
480291911012,335.0,285.0,50.0,280.0,55.0,49.0,286.0,62.0,273.0,102.0,233.0,15.0,320.0,4.0,331.0,4.0,331.0,95.0,240.0,30.0,305.0
480291219082,632.0,568.0,64.0,555.0,77.0,107.0,525.0,145.0,487.0,108.0,524.0,16.0,616.0,5.0,627.0,15.0,617.0,127.0,505.0,82.0,550.0
480291219091,1312.0,1212.0,100.0,1190.0,122.0,115.0,1197.0,124.0,1188.0,213.0,1099.0,0.0,1312.0,0.0,1312.0,0.0,1312.0,255.0,1057.0,260.0,1052.0
480291219092,1494.0,1233.0,261.0,1221.0,273.0,147.0,1347.0,257.0,1237.0,191.0,1303.0,0.0,1494.0,10.0,1484.0,24.0,1470.0,181.0,1313.0,434.0,1060.0
480291219101,1842.0,1574.0,268.0,1550.0,292.0,129.0,1713.0,411.0,1431.0,377.0,1465.0,10.0,1832.0,0.0,1842.0,29.0,1813.0,481.0,1361.0,229.0,1613.0
480291219102,373.0,313.0,60.0,293.0,80.0,30.0,343.0,100.0,273.0,83.0,290.0,11.0,362.0,0.0,373.0,11.0,362.0,75.0,298.0,32.0,341.0
480291304011,275.0,158.0,117.0,149.0,126.0,30.0,245.0,9.0,266.0,96.0,179.0,21.0,254.0,10.0,265.0,110.0,165.0,56.0,219.0,16.0,259.0
