block_group,B19051_000E,B19051_002E,B19051_003E,B19052_002E,B19052_003E,B19053_002E,B19053_003E,B19054_002E,B19054_003E,B19055_002E,B19055_003E,B19056_002E,B19056_003E,B19057_002E,B19057_003E,B19058_002E,B19058_003E,B19059_002E,B19059_003E,B19060_002E,B19060_003E
480291710004,450.0,335.0,115.0,327.0,123.0,15.0,435.0,0.0,450.0,162.0,288.0,92.0,358.0,0.0,450.0,173.0,277.0,47.0,403.0,87.0,363.0
480291204003,301.0,271.0,30.0,222.0,79.0,103.0,198.0,178.0,123.0,45.0,256.0,0.0,301.0,0.0,301.0,0.0,301.0,43.0,258.0,18.0,283.0
480291207021,1427.0,1053.0,374.0,984.0,443.0,210.0,1217.0,560.0,867.0,515.0,912.0,12.0,1415.0,0.0,1427.0,101.0,1326.0,200.0,1227.0,131.0,1296.0
480291704014,287.0,210.0,77.0,210.0,77.0,8.0,279.0,8.0,279.0,99.0,188.0,7.0,280.0,0.0,287.0,55.0,232.0,23.0,264.0,6.0,281.0
480291710001,358.0,240.0,118.0,218.0,140.0,31.0,327.0,0.0,358.0,87.0,271.0,8.0,350.0,7.0,351.0,157.0,201.0,39.0,319.0,7.0,351.0
480291710002,196.0,121.0,75.0,121.0,75.0,8.0,188.0,18.0,178.0,105.0,91.0,19.0,177.0,0.0,196.0,38.0,158.0,15.0,181.0,8.0,188.0
480291717001,632.0,594.0,38.0,585.0,47.0,30.0,602.0,16.0,616.0,204.0,428.0,60.0,572.0,0.0,632.0,260.0,372.0,115.0,517.0,124.0,508.0
480291717003,250.0,169.0,81.0,169.0,81.0,45.0,205.0,23.0,227.0,108.0,142.0,0.0,250.0,0.0,250.0,18.0,232.0,49.0,201.0,27.0,223.0
480291215013,954.0,785.0,169.0,781.0,173.0,52.0,902.0,103.0,851.0,284.0,670.0,103.0,851.0,37.0,917.0,136.0,818.0,183.0,771.0,207.0,747.0
480291215011,577.0,496.0,81.0,496.0,81.0,83.0,494.0,184.0,393.0,128.0,449.0,15.0,562.0,0.0,577.0,0.0,577.0,132.0,445.0,103.0,474.0
480291215074,385.0,265.0,120.0,265.0,120.0,55.0,330.0,68.0,317.0,115.0,270.0,69.0,316.0,40.0,345.0,79.0,306.0,68.0,317.0,93.0,292.0
480291215071,327.0,225.0,102.0,209.0,118.0,16.0,311.0,64.0,263.0,181.0,146.0,30.0,297.0,22.0,305.0,57.0,270.0,134.0,193.0,37.0,290.0
480291215072,507.0,328.0,179.0,312.0,195.0,33.0,474.0,154.0,353.0,253.0,254.0,17.0,490.0,0.0,507.0,48.0,459.0,156.0,351.0,128.0,379.0
480291312002,498.0,369.0,129.0,360.0,138.0,61.0,437.0,77.0,421.0,169.0,329.0,7.0,491.0,15.0,483.0,119.0,379.0,73.0,425.0,63.0,435.0
480291401002,239.0,178.0,61.0,174.0,65.0,13.0,226.0,19.0,220.0,90.0,149.0,5.0,234.0,0.0,239.0,49.0,190.0,50.0,189.0,55.0,184.0
480291401001,279.0,207.0,72.0,198.0,81.0,19.0,260.0,9.0,270.0,54.0,225.0,19.0,260.0,12.0,267.0,77.0,202.0,41.0,238.0,9.0,270.0
480291404004,224.0,126.0,98.0,108.0,116.0,44.0,180.0,0.0,224.0,93.0,131.0,28.0,196.0,18.0,206.0,33.0,191.0,20.0,204.0,8.0,216.0
480291101002,497.0,370.0,127.0,340.0,157.0,43.0,454.0,52.0,445.0,194.0,303.0,29.0,468.0,0.0,497.0,24.0,473.0,95.0,402.0,57.0,440.0
480291209022,895.0,626.0,269.0,581.0,314.0,78.0,817.0,354.0,541.0,363.0,532.0,15.0,880.0,0.0,895.0,0.0,895.0,365.0,530.0,170.0,725.0
480291209021,908.0,859.0,49.0,825.0,83.0,66.0,842.0,9.0,899.0,57.0,851.0,61.0,847.0,17.0,891.0,175.0,733.0,106.0,802.0,178.0,730.0
480291214033,729.0,653.0,76.0,653.0,76.0,7.0,722.0,108.0,621.0,168.0,561.0,46.0,683.0,0.0,729.0,114.0,615.0,102.0,627.0,118.0,611.0
480291214031,885.0,610.0,275.0,508.0,377.0,146.0,739.0,44.0,841.0,255.0,630.0,100.0,785.0,0.0,885.0,206.0,679.0,150.0,735.0,135.0,750.0
480291216042,423.0,315.0,108.0,265.0,158.0,50.0,373.0,74.0,349.0,208.0,215.0,43.0,380.0,0.0,423.0,40.0,383.0,147.0,276.0,102.0,321.0
480291216043,290.0,290.0,0.0,268.0,22.0,43.0,247.0,14.0,276.0,55.0,235.0,19.0,271.0,0.0,290.0,19.0,271.0,14.0,276.0,41.0,249.0
480291306004,446.0,237.0,209.0,220.0,226.0,28.0,418.0,10.0,436.0,139.0,307.0,56.0,390.0,24.0,422.0,203.0,243.0,27.0,419.0,7.0,439.0
480291207022,494.0,219.0,275.0,205.0,289.0,14.0,480.0,268.0,226.0,267.0,227.0,15.0,479.0,0.0,494.0,37.0,457.0,129.0,365.0,47.0,447.0
480291213003,363.0,153.0,210.0,153.0,210.0,14.0,349.0,92.0,271.0,193.0,170.0,14.0,349.0,0.0,363.0,32.0,331.0,175.0,188.0,70.0,293.0
480291213001,982.0,792.0,190.0,783.0,199.0,104.0,878.0,139.0,843.0,239.0,743.0,46.0,936.0,23.0,959.0,69.0,913.0,215.0,767.0,199.0,783.0
480291703004,201.0,140.0,61.0,133.0,68.0,26.0,175.0,0.0,201.0,69.0,132.0,25.0,176.0,0.0,201.0,36.0,165.0,37.0,164.0,16.0,185.0
480291703002,139.0,79.0,60.0,59.0,80.0,20.0,119.0,9.0,130.0,44.0,95.0,36.0,103.0,0.0,139.0,39.0,100.0,16.0,123.0,8.0,131.0
480291703006,280.0,179.0,101.0,172.0,108.0,23.0,257.0,0.0,280.0,122.0,158.0,50.0,230.0,0.0,280.0,67.0,213.0,61.0,219.0,65.0,215.0
480291703005,448.0,291.0,157.0,291.0,157.0,18.0,430.0,8.0,440.0,153.0,295.0,74.0,374.0,21.0,427.0,191.0,257.0,29.0,419.0,11.0,437.0
480291703003,208.0,146.0,62.0,139.0,69.0,7.0,201.0,0.0,208.0,66.0,142.0,32.0,176.0,4.0,204.0,122.0,86.0,30.0,178.0,32.0,176.0
480291704024,166.0,130.0,36.0,130.0,36.0,0.0,166.0,9.0,157.0,46.0,120.0,25.0,141.0,0.0,166.0,75.0,91.0,17.0,149.0,7.0,159.0
480291704021,527.0,406.0,121.0,406.0,121.0,38.0,489.0,16.0,511.0,197.0,330.0,104.0,423.0,9.0,518.0,223.0,304.0,52.0,475.0,109.0,418.0
480291706001,353.0,269.0,84.0,263.0,90.0,13.0,340.0,30.0,323.0,114.0,239.0,0.0,353.0,0.0,353.0,31.0,322.0,48.0,305.0,0.0,353.0
480291706004,340.0,293.0,47.0,287.0,53.0,14.0,326.0,20.0,320.0,74.0,266.0,29.0,311.0,0.0,340.0,41.0,299.0,33.0,307.0,58.0,282.0
480291706003,342.0,278.0,64.0,278.0,64.0,18.0,324.0,24.0,318.0,143.0,199.0,17.0,325.0,6.0,336.0,49.0,293.0,74.0,268.0,68.0,274.0
480291707003,725.0,475.0,250.0,389.0,336.0,128.0,597.0,34.0,691.0,244.0,481.0,110.0,615.0,0.0,725.0,190.0,535.0,68.0,657.0,34.0,691.0
480291707002,282.0,222.0,60.0,222.0,60.0,38.0,244.0,21.0,261.0,105.0,177.0,24.0,258.0,0.0,282.0,102.0,180.0,64.0,218.0,42.0,240.0
480291212044,637.0,438.0,199.0,414.0,223.0,42.0,595.0,208.0,429.0,199.0,438.0,0.0,637.0,0.0,637.0,30.0,607.0,195.0,442.0,134.0,503.0
480291212043,497.0,444.0,53.0,444.0,53.0,43.0,454.0,91.0,406.0,80.0,417.0,14.0,483.0,0.0,497.0,26.0,471.0,40.0,457.0,96.0,401.0
480291404001,300.0,262.0,38.0,211.0,89.0,58.0,242.0,35.0,265.0,98.0,202.0,14.0,286.0,27.0,273.0,97.0,203.0,43.0,257.0,30.0,270.0
480291404002,432.0,348.0,84.0,321.0,111.0,42.0,390.0,31.0,401.0,88.0,344.0,27.0,405.0,0.0,432.0,34.0,398.0,95.0,337.0,121.0,311.0
480291504003,772.0,655.0,117.0,624.0,148.0,118.0,654.0,69.0,703.0,272.0,500.0,61.0,711.0,7.0,765.0,165.0,607.0,133.0,639.0,75.0,697.0
480291215052,235.0,158.0,77.0,133.0,102.0,35.0,200.0,36.0,199.0,121.0,114.0,8.0,227.0,0.0,235.0,0.0,235.0,63.0,172.0,17.0,218.0
480291403002,338.0,248.0,90.0,243.0,95.0,5.0,333.0,32.0,306.0,144.0,194.0,28.0,310.0,22.0,316.0,109.0,229.0,25.0,313.0,7.0,331.0
480291403003,312.0,278.0,34.0,258.0,54.0,29.0,283.0,21.0,291.0,118.0,194.0,43.0,269.0,0.0,312.0,118.0,194.0,59.0,253.0,7.0,305.0
480291520001,749.0,639.0,110.0,636.0,113.0,96.0,653.0,62.0,687.0,184.0,565.0,71.0,678.0,20.0,729.0,193.0,556.0,58.0,691.0,143.0,606.0
480291701011,246.0,178.0,68.0,158.0,88.0,20.0,226.0,6.0,240.0,80.0,166.0,28.0,218.0,0.0,246.0,88.0,158.0,7.0,239.0,30.0,216.0
480291701012,441.0,374.0,67.0,356.0,85.0,76.0,365.0,22.0,419.0,163.0,278.0,72.0,369.0,12.0,429.0,154.0,287.0,6.0,435.0,75.0,366.0
480291718022,501.0,322.0,179.0,281.0,220.0,41.0,460.0,0.0,501.0,191.0,310.0,0.0,501.0,9.0,492.0,119.0,382.0,78.0,423.0,116.0,385.0
480291718025,204.0,149.0,55.0,149.0,55.0,15.0,189.0,0.0,204.0,70.0,134.0,68.0,136.0,0.0,204.0,100.0,104.0,55.0,149.0,0.0,204.0
480291718023,443.0,339.0,104.0,339.0,104.0,0.0,443.0,43.0,400.0,125.0,318.0,29.0,414.0,104.0,339.0,190.0,253.0,37.0,406.0,46.0,397.0
480291408004,289.0,176.0,113.0,170.0,119.0,6.0,283.0,0.0,289.0,98.0,191.0,48.0,241.0,28.0,261.0,141.0,148.0,16.0,273.0,52.0,237.0
480291408001,384.0,337.0,47.0,328.0,56.0,52.0,332.0,49.0,335.0,89.0,295.0,8.0,376.0,15.0,369.0,72.0,312.0,85.0,299.0,62.0,322.0
480291408005,353.0,280.0,73.0,280.0,73.0,7.0,346.0,25.0,328.0,143.0,210.0,13.0,340.0,0.0,353.0,101.0,252.0,39.0,314.0,75.0,278.0
480291408003,173.0,153.0,20.0,153.0,20.0,12.0,161.0,6.0,167.0,43.0,130.0,24.0,149.0,19.0,154.0,30.0,143.0,13.0,160.0,6.0,167.0
480291408002,428.0,325.0,103.0,325.0,103.0,42.0,386.0,32.0,396.0,100.0,328.0,49.0,379.0,0.0,428.0,82.0,346.0,56.0,372.0,47.0,381.0
480291505023,278.0,207.0,71.0,207.0,71.0,0.0,278.0,6.0,272.0,124.0,154.0,51.0,227.0,0.0,278.0,30.0,248.0,49.0,229.0,35.0,243.0
480291505022,389.0,297.0,92.0,270.0,119.0,59.0,330.0,24.0,365.0,146.0,243.0,16.0,373.0,0.0,389.0,95.0,294.0,10.0,379.0,17.0,372.0
480291505021,341.0,235.0,106.0,235.0,106.0,23.0,318.0,17.0,324.0,153.0,188.0,86.0,255.0,14.0,327.0,145.0,196.0,24.0,317.0,16.0,325.0
480291507006,97.0,75.0,22.0,67.0,30.0,22.0,75.0,13.0,84.0,22.0,75.0,0.0,97.0,16.0,81.0,25.0,72.0,7.0,90.0,16.0,81.0
480291507001,253.0,211.0,42.0,184.0,69.0,87.0,166.0,15.0,238.0,105.0,148.0,12.0,241.0,0.0,253.0,80.0,173.0,11.0,242.0,12.0,241.0
480291507003,285.0,252.0,33.0,252.0,33.0,90.0,195.0,0.0,285.0,120.0,165.0,68.0,217.0,0.0,285.0,54.0,231.0,0.0,285.0,97.0,188.0
480291601004,754.0,550.0,204.0,503.0,251.0,66.0,688.0,10.0,744.0,229.0,525.0,79.0,675.0,0.0,754.0,238.0,516.0,26.0,728.0,50.0,704.0
480291601003,425.0,290.0,135.0,281.0,144.0,9.0,416.0,9.0,416.0,124.0,301.0,173.0,252.0,13.0,412.0,284.0,141.0,16.0,409.0,0.0,425.0
480291601001,362.0,273.0,89.0,273.0,89.0,7.0,355.0,25.0,337.0,160.0,202.0,40.0,322.0,0.0,362.0,53.0,309.0,104.0,258.0,19.0,343.0
480291813023,703.0,586.0,117.0,569.0,134.0,77.0,626.0,99.0,604.0,179.0,524.0,16.0,687.0,0.0,703.0,92.0,611.0,132.0,571.0,74.0,629.0
480291809021,463.0,295.0,168.0,263.0,200.0,32.0,431.0,43.0,420.0,162.0,301.0,27.0,436.0,0.0,463.0,49.0,414.0,103.0,360.0,69.0,394.0
480291809023,517.0,409.0,108.0,323.0,194.0,126.0,391.0,43.0,474.0,130.0,387.0,11.0,506.0,14.0,503.0,80.0,437.0,73.0,444.0,47.0,470.0
480291809022,481.0,417.0,64.0,401.0,80.0,34.0,447.0,32.0,449.0,163.0,318.0,38.0,443.0,18.0,463.0,69.0,412.0,35.0,446.0,56.0,425.0
480291809025,539.0,481.0,58.0,450.0,89.0,102.0,437.0,48.0,491.0,147.0,392.0,44.0,495.0,0.0,539.0,54.0,485.0,45.0,494.0,38.0,501.0
480291810031,903.0,767.0,136.0,707.0,196.0,90.0,813.0,38.0,865.0,181.0,722.0,33.0,870.0,15.0,888.0,73.0,830.0,101.0,802.0,57.0,846.0
480291810051,882.0,620.0,262.0,593.0,289.0,53.0,829.0,0.0,882.0,150.0,732.0,66.0,816.0,41.0,841.0,202.0,680.0,82.0,800.0,134.0,748.0
480291810052,277.0,228.0,49.0,228.0,49.0,14.0,263.0,0.0,277.0,58.0,219.0,8.0,269.0,7.0,270.0,75.0,202.0,8.0,269.0,0.0,277.0
480291815061,212.0,174.0,38.0,174.0,38.0,38.0,174.0,39.0,173.0,51.0,161.0,0.0,212.0,0.0,212.0,20.0,192.0,44.0,168.0,28.0,184.0
480291815062,494.0,343.0,151.0,312.0,182.0,37.0,457.0,107.0,387.0,253.0,241.0,43.0,451.0,0.0,494.0,22.0,472.0,141.0,353.0,59.0,435.0
480291817151,344.0,322.0,22.0,322.0,22.0,111.0,233.0,13.0,331.0,56.0,288.0,0.0,344.0,0.0,344.0,0.0,344.0,22.0,322.0,21.0,323.0
480291203002,269.0,251.0,18.0,251.0,18.0,25.0,244.0,63.0,206.0,102.0,167.0,0.0,269.0,0.0,269.0,0.0,269.0,18.0,251.0,20.0,249.0
480291203003,574.0,515.0,59.0,494.0,80.0,92.0,482.0,159.0,415.0,180.0,394.0,0.0,574.0,0.0,574.0,0.0,574.0,155.0,419.0,150.0,424.0
480291203005,324.0,277.0,47.0,261.0,63.0,76.0,248.0,87.0,237.0,34.0,290.0,15.0,309.0,0.0,324.0,0.0,324.0,34.0,290.0,70.0,254.0
480291205013,498.0,345.0,153.0,314.0,184.0,31.0,467.0,34.0,464.0,104.0,394.0,13.0,485.0,31.0,467.0,69.0,429.0,109.0,389.0,34.0,464.0
480291205015,385.0,284.0,101.0,284.0,101.0,49.0,336.0,92.0,293.0,197.0,188.0,55.0,330.0,0.0,385.0,68.0,317.0,106.0,279.0,72.0,313.0
480291205012,650.0,489.0,161.0,464.0,186.0,25.0,625.0,46.0,604.0,60.0,590.0,86.0,564.0,16.0,634.0,203.0,447.0,119.0,531.0,73.0,577.0
480291205014,619.0,374.0,245.0,356.0,263.0,44.0,575.0,111.0,508.0,175.0,444.0,31.0,588.0,0.0,619.0,134.0,485.0,179.0,440.0,91.0,528.0
480291211152,950.0,728.0,222.0,684.0,266.0,196.0,754.0,321.0,629.0,277.0,673.0,12.0,938.0,0.0,950.0,0.0,950.0,363.0,587.0,132.0,818.0
480291211153,687.0,505.0,182.0,478.0,209.0,91.0,596.0,199.0,488.0,327.0,360.0,10.0,677.0,0.0,687.0,0.0,687.0,277.0,410.0,162.0,525.0
480291211172,457.0,419.0,38.0,393.0,64.0,45.0,412.0,85.0,372.0,79.0,378.0,0.0,457.0,29.0,428.0,29.0,428.0,74.0,383.0,47.0,410.0
480291211171,787.0,655.0,132.0,610.0,177.0,73.0,714.0,122.0,665.0,217.0,570.0,19.0,768.0,18.0,769.0,50.0,737.0,130.0,657.0,110.0,677.0
480291720021,1716.0,1301.0,415.0,1255.0,461.0,221.0,1495.0,322.0,1394.0,609.0,1107.0,0.0,1716.0,0.0,1716.0,0.0,1716.0,660.0,1056.0,326.0,1390.0
480291817031,1173.0,982.0,191.0,982.0,191.0,68.0,1105.0,173.0,1000.0,207.0,966.0,15.0,1158.0,0.0,1173.0,19.0,1154.0,112.0,1061.0,275.0,898.0
480291817032,736.0,597.0,139.0,597.0,139.0,127.0,609.0,147.0,589.0,133.0,603.0,0.0,736.0,0.0,736.0,20.0,716.0,162.0,574.0,60.0,676.0
480291803003,404.0,263.0,141.0,228.0,176.0,69.0,335.0,59.0,345.0,170.0,234.0,83.0,321.0,26.0,378.0,77.0,327.0,68.0,336.0,16.0,388.0
480291803001,323.0,274.0,49.0,264.0,59.0,20.0,303.0,8.0,315.0,75.0,248.0,7.0,316.0,8.0,315.0,99.0,224.0,40.0,283.0,0.0,323.0
480291803002,468.0,362.0,106.0,349.0,119.0,25.0,443.0,20.0,448.0,151.0,317.0,64.0,404.0,30.0,438.0,108.0,360.0,102.0,366.0,48.0,420.0
480291817161,866.0,832.0,34.0,832.0,34.0,15.0,851.0,65.0,801.0,246.0,620.0,36.0,830.0,0.0,866.0,139.0,727.0,142.0,724.0,88.0,778.0
480291910034,340.0,275.0,65.0,245.0,95.0,59.0,281.0,28.0,312.0,102.0,238.0,13.0,327.0,19.0,321.0,45.0,295.0,49.0,291.0,22.0,318.0
480291910035,259.0,204.0,55.0,204.0,55.0,47.0,212.0,27.0,232.0,68.0,191.0,0.0,259.0,14.0,245.0,14.0,245.0,54.0,205.0,26.0,233.0
480291910033,376.0,236.0,140.0,236.0,140.0,12.0,364.0,38.0,338.0,129.0,247.0,58.0,318.0,31.0,345.0,72.0,304.0,83.0,293.0,14.0,362.0
480291910031,314.0,200.0,114.0,200.0,114.0,0.0,314.0,58.0,256.0,182.0,132.0,84.0,230.0,0.0,314.0,126.0,188.0,44.0,270.0,51.0,263.0
480291910032,1627.0,1407.0,220.0,1263.0,364.0,217.0,1410.0,150.0,1477.0,294.0,1333.0,95.0,1532.0,29.0,1598.0,263.0,1364.0,113.0,1514.0,172.0,1455.0
480291214041,551.0,417.0,134.0,417.0,134.0,56.0,495.0,65.0,486.0,143.0,408.0,26.0,525.0,20.0,531.0,75.0,476.0,85.0,466.0,61.0,490.0
480291214042,847.0,429.0,418.0,421.0,426.0,27.0,820.0,45.0,802.0,266.0,581.0,143.0,704.0,75.0,772.0,392.0,455.0,63.0,784.0,93.0,754.0
480291214043,494.0,361.0,133.0,336.0,158.0,25.0,469.0,12.0,482.0,166.0,328.0,59.0,435.0,9.0,485.0,198.0,296.0,46.0,448.0,82.0,412.0
480291313001,507.0,321.0,186.0,299.0,208.0,22.0,485.0,53.0,454.0,298.0,209.0,0.0,507.0,0.0,507.0,86.0,421.0,173.0,334.0,35.0,472.0
480291313004,346.0,178.0,168.0,178.0,168.0,38.0,308.0,90.0,256.0,116.0,230.0,66.0,280.0,0.0,346.0,144.0,202.0,63.0,283.0,89.0,257.0
480291316061,852.0,639.0,213.0,606.0,246.0,108.0,744.0,134.0,718.0,240.0,612.0,27.0,825.0,11.0,841.0,55.0,797.0,271.0,581.0,304.0,548.0
480291103003,200.0,146.0,54.0,146.0,54.0,53.0,147.0,25.0,175.0,49.0,151.0,9.0,191.0,21.0,179.0,57.0,143.0,38.0,162.0,14.0,186.0
480291103002,402.0,331.0,71.0,319.0,83.0,38.0,364.0,40.0,362.0,71.0,331.0,13.0,389.0,5.0,397.0,49.0,353.0,48.0,354.0,34.0,368.0
480291201001,921.0,902.0,19.0,902.0,19.0,69.0,852.0,197.0,724.0,55.0,866.0,0.0,921.0,12.0,909.0,38.0,883.0,45.0,876.0,133.0,788.0
480291206002,391.0,349.0,42.0,320.0,71.0,48.0,343.0,42.0,349.0,146.0,245.0,0.0,391.0,0.0,391.0,47.0,344.0,130.0,261.0,56.0,335.0
480291206003,390.0,366.0,24.0,366.0,24.0,46.0,344.0,36.0,354.0,51.0,339.0,0.0,390.0,11.0,379.0,11.0,379.0,45.0,345.0,58.0,332.0
480291206006,227.0,199.0,28.0,156.0,71.0,43.0,184.0,18.0,209.0,32.0,195.0,0.0,227.0,0.0,227.0,27.0,200.0,49.0,178.0,31.0,196.0
480291206005,323.0,314.0,9.0,314.0,9.0,41.0,282.0,62.0,261.0,86.0,237.0,0.0,323.0,0.0,323.0,9.0,314.0,67.0,256.0,12.0,311.0
480291517003,368.0,314.0,54.0,314.0,54.0,0.0,368.0,116.0,252.0,129.0,239.0,54.0,314.0,0.0,368.0,126.0,242.0,30.0,338.0,99.0,269.0
480291517002,504.0,333.0,171.0,327.0,177.0,47.0,457.0,44.0,460.0,254.0,250.0,38.0,466.0,24.0,480.0,74.0,430.0,148.0,356.0,70.0,434.0
480291517001,519.0,435.0,84.0,397.0,122.0,82.0,437.0,53.0,466.0,194.0,325.0,0.0,519.0,0.0,519.0,48.0,471.0,47.0,472.0,117.0,402.0
480291607013,271.0,235.0,36.0,185.0,86.0,106.0,165.0,8.0,263.0,79.0,192.0,40.0,231.0,9.0,262.0,74.0,197.0,52.0,219.0,28.0,243.0
480291306001,300.0,236.0,64.0,206.0,94.0,41.0,259.0,17.0,283.0,89.0,211.0,121.0,179.0,11.0,289.0,117.0,183.0,17.0,283.0,38.0,262.0
480291306003,301.0,236.0,65.0,236.0,65.0,0.0,301.0,11.0,290.0,119.0,182.0,87.0,214.0,0.0,301.0,125.0,176.0,0.0,301.0,34.0,267.0
480291306002,308.0,189.0,119.0,172.0,136.0,25.0,283.0,35.0,273.0,96.0,212.0,29.0,279.0,8.0,300.0,123.0,185.0,39.0,269.0,91.0,217.0
480291402003,225.0,156.0,69.0,156.0,69.0,0.0,225.0,7.0,218.0,77.0,148.0,16.0,209.0,25.0,200.0,86.0,139.0,28.0,197.0,56.0,169.0
480291402002,245.0,169.0,76.0,154.0,91.0,39.0,206.0,36.0,209.0,81.0,164.0,47.0,198.0,0.0,245.0,19.0,226.0,44.0,201.0,37.0,208.0
480291402001,247.0,185.0,62.0,156.0,91.0,35.0,212.0,13.0,234.0,94.0,153.0,0.0,247.0,0.0,247.0,11.0,236.0,42.0,205.0,15.0,232.0
480291402004,190.0,174.0,16.0,166.0,24.0,28.0,162.0,14.0,176.0,22.0,168.0,18.0,172.0,0.0,190.0,14.0,176.0,37.0,153.0,8.0,182.0
480291309001,726.0,613.0,113.0,601.0,125.0,40.0,686.0,30.0,696.0,173.0,553.0,119.0,607.0,17.0,709.0,271.0,455.0,42.0,684.0,47.0,679.0
480291717004,632.0,314.0,318.0,314.0,318.0,0.0,632.0,118.0,514.0,316.0,316.0,98.0,534.0,18.0,614.0,267.0,365.0,206.0,426.0,140.0,492.0
480291719035,379.0,278.0,101.0,269.0,110.0,9.0,370.0,76.0,303.0,117.0,262.0,43.0,336.0,0.0,379.0,93.0,286.0,65.0,314.0,36.0,343.0
480291717006,419.0,264.0,155.0,253.0,166.0,64.0,355.0,10.0,409.0,203.0,216.0,0.0,419.0,43.0,376.0,145.0,274.0,49.0,370.0,84.0,335.0
480291719032,343.0,239.0,104.0,239.0,104.0,0.0,343.0,50.0,293.0,169.0,174.0,0.0,343.0,15.0,328.0,205.0,138.0,69.0,274.0,2.0,341.0
480291719034,317.0,189.0,128.0,189.0,128.0,8.0,309.0,35.0,282.0,133.0,184.0,22.0,295.0,0.0,317.0,65.0,252.0,32.0,285.0,63.0,254.0
480291509002,239.0,150.0,89.0,143.0,96.0,15.0,224.0,50.0,189.0,78.0,161.0,56.0,183.0,0.0,239.0,50.0,189.0,44.0,195.0,32.0,207.0
480291509001,393.0,335.0,58.0,326.0,67.0,26.0,367.0,44.0,349.0,150.0,243.0,36.0,357.0,0.0,393.0,60.0,333.0,86.0,307.0,36.0,357.0
480291509005,486.0,355.0,131.0,340.0,146.0,34.0,452.0,41.0,445.0,218.0,268.0,33.0,453.0,8.0,478.0,111.0,375.0,74.0,412.0,30.0,456.0
480291705003,364.0,267.0,97.0,267.0,97.0,0.0,364.0,0.0,364.0,121.0,243.0,11.0,353.0,39.0,325.0,89.0,275.0,29.0,335.0,30.0,334.0
480291705004,256.0,226.0,30.0,226.0,30.0,45.0,211.0,14.0,242.0,70.0,186.0,28.0,228.0,0.0,256.0,47.0,209.0,18.0,238.0,44.0,212.0
480291705002,419.0,372.0,47.0,372.0,47.0,17.0,402.0,17.0,402.0,95.0,324.0,28.0,391.0,0.0,419.0,62.0,357.0,20.0,399.0,23.0,396.0
480291805042,741.0,536.0,205.0,513.0,228.0,23.0,718.0,57.0,684.0,270.0,471.0,58.0,683.0,18.0,723.0,229.0,512.0,87.0,654.0,57.0,684.0
480291205025,374.0,268.0,106.0,268.0,106.0,10.0,364.0,11.0,363.0,92.0,282.0,63.0,311.0,59.0,315.0,201.0,173.0,31.0,343.0,12.0,362.0
480291205023,189.0,164.0,25.0,164.0,25.0,0.0,189.0,0.0,189.0,25.0,164.0,25.0,164.0,0.0,189.0,39.0,150.0,16.0,173.0,25.0,164.0
480291205026,261.0,204.0,57.0,204.0,57.0,15.0,246.0,35.0,226.0,68.0,193.0,30.0,231.0,0.0,261.0,64.0,197.0,64.0,197.0,7.0,254.0
480291205024,259.0,155.0,104.0,146.0,113.0,9.0,250.0,40.0,219.0,86.0,173.0,11.0,248.0,9.0,250.0,101.0,158.0,69.0,190.0,37.0,222.0
480291207012,430.0,278.0,152.0,255.0,175.0,23.0,407.0,0.0,430.0,131.0,299.0,58.0,372.0,0.0,430.0,81.0,349.0,57.0,373.0,104.0,326.0
480291207011,309.0,290.0,19.0,276.0,33.0,28.0,281.0,14.0,295.0,65.0,244.0,0.0,309.0,0.0,309.0,14.0,295.0,35.0,274.0,46.0,263.0
480291302002,238.0,141.0,97.0,133.0,105.0,23.0,215.0,4.0,234.0,85.0,153.0,23.0,215.0,10.0,228.0,96.0,142.0,50.0,188.0,18.0,220.0
480291410003,517.0,395.0,122.0,388.0,129.0,49.0,468.0,38.0,479.0,145.0,372.0,39.0,478.0,21.0,496.0,154.0,363.0,64.0,453.0,42.0,475.0
480291410002,620.0,420.0,200.0,403.0,217.0,21.0,599.0,4.0,616.0,145.0,475.0,120.0,500.0,8.0,612.0,251.0,369.0,47.0,573.0,49.0,571.0
480291516001,775.0,714.0,61.0,657.0,118.0,109.0,666.0,71.0,704.0,274.0,501.0,16.0,759.0,33.0,742.0,152.0,623.0,137.0,638.0,38.0,737.0
480291516004,441.0,322.0,119.0,292.0,149.0,83.0,358.0,24.0,417.0,157.0,284.0,14.0,427.0,0.0,441.0,190.0,251.0,90.0,351.0,82.0,359.0
480291516002,346.0,167.0,179.0,167.0,179.0,62.0,284.0,50.0,296.0,207.0,139.0,57.0,289.0,0.0,346.0,87.0,259.0,61.0,285.0,40.0,306.0
480291817051,798.0,636.0,162.0,636.0,162.0,36.0,762.0,48.0,750.0,306.0,492.0,59.0,739.0,0.0,798.0,56.0,742.0,150.0,648.0,15.0,783.0
480291817052,596.0,498.0,98.0,484.0,112.0,53.0,543.0,35.0,561.0,21.0,575.0,68.0,528.0,0.0,596.0,92.0,504.0,50.0,546.0,69.0,527.0
480291512002,1029.0,878.0,151.0,864.0,165.0,14.0,1015.0,35.0,994.0,216.0,813.0,128.0,901.0,0.0,1029.0,292.0,737.0,97.0,932.0,291.0,738.0
480291606001,336.0,294.0,42.0,294.0,42.0,29.0,307.0,0.0,336.0,97.0,239.0,57.0,279.0,11.0,325.0,88.0,248.0,51.0,285.0,53.0,283.0
