block_group,f_biz_type,f_count_biz_type
480291815061,wokers_f_non_profit,0.0
480291815062,wokers_f_non_profit,25.0
480291817151,wokers_f_non_profit,13.0
480291203002,wokers_f_non_profit,0.0
480291203003,wokers_f_non_profit,49.0
480291203005,wokers_f_non_profit,0.0
480291205013,wokers_f_non_profit,0.0
480291205015,wokers_f_non_profit,16.0
480291205012,wokers_f_non_profit,90.0
480291205014,wokers_f_non_profit,9.0
480291211152,wokers_f_non_profit,80.0
480291211153,wokers_f_non_profit,102.0
480291211172,wokers_f_non_profit,51.0
480291211171,wokers_f_non_profit,51.0
480291720021,wokers_f_non_profit,72.0
480291817031,wokers_f_non_profit,96.0
480291817032,wokers_f_non_profit,46.0
480291803003,wokers_f_non_profit,7.0
480291803001,wokers_f_non_profit,18.0
480291803002,wokers_f_non_profit,38.0
480291817161,wokers_f_non_profit,19.0
480291910034,wokers_f_non_profit,26.0
480291910035,wokers_f_non_profit,0.0
480291910033,wokers_f_non_profit,0.0
480291910031,wokers_f_non_profit,0.0
480291910032,wokers_f_non_profit,56.0
480291214041,wokers_f_non_profit,10.0
480291214042,wokers_f_non_profit,46.0
480291214043,wokers_f_non_profit,0.0
480291313001,wokers_f_non_profit,38.0
480291313004,wokers_f_non_profit,10.0
480291316061,wokers_f_non_profit,0.0
480291103003,wokers_f_non_profit,0.0
480291103002,wokers_f_non_profit,70.0
480291201001,wokers_f_non_profit,21.0
480291206002,wokers_f_non_profit,0.0
480291206003,wokers_f_non_profit,40.0
480291206006,wokers_f_non_profit,42.0
480291206005,wokers_f_non_profit,25.0
480291517003,wokers_f_non_profit,67.0
480291517002,wokers_f_non_profit,20.0
480291517001,wokers_f_non_profit,20.0
480291607013,wokers_f_non_profit,9.0
480291306001,wokers_f_non_profit,0.0
480291306003,wokers_f_non_profit,9.0
480291306002,wokers_f_non_profit,0.0
480291402003,wokers_f_non_profit,0.0
480291402002,wokers_f_non_profit,19.0
480291402001,wokers_f_non_profit,8.0
480291402004,wokers_f_non_profit,0.0
480291309001,wokers_f_non_profit,0.0
480291717004,wokers_f_non_profit,0.0
480291719035,wokers_f_non_profit,23.0
480291717006,wokers_f_non_profit,2.0
480291719032,wokers_f_non_profit,50.0
480291719034,wokers_f_non_profit,10.0
480291509002,wokers_f_non_profit,5.0
480291509001,wokers_f_non_profit,16.0
480291509005,wokers_f_non_profit,44.0
480291705003,wokers_f_non_profit,23.0
480291705004,wokers_f_non_profit,0.0
480291705002,wokers_f_non_profit,11.0
480291805042,wokers_f_non_profit,62.0
480291205025,wokers_f_non_profit,41.0
480291205023,wokers_f_non_profit,0.0
480291205026,wokers_f_non_profit,18.0
480291205024,wokers_f_non_profit,0.0
480291207012,wokers_f_non_profit,72.0
480291207011,wokers_f_non_profit,26.0
480291302002,wokers_f_non_profit,23.0
480291410003,wokers_f_non_profit,14.0
480291410002,wokers_f_non_profit,0.0
480291516001,wokers_f_non_profit,11.0
480291516004,wokers_f_non_profit,26.0
480291516002,wokers_f_non_profit,0.0
480291817051,wokers_f_non_profit,43.0
480291817052,wokers_f_non_profit,26.0
480291512002,wokers_f_non_profit,0.0
480291606001,wokers_f_non_profit,39.0
480291606003,wokers_f_non_profit,40.0
480291419003,wokers_f_non_profit,25.0
480291419002,wokers_f_non_profit,64.0
480291515003,wokers_f_non_profit,13.0
480291515002,wokers_f_non_profit,32.0
480291603003,wokers_f_non_profit,31.0
480291603002,wokers_f_non_profit,0.0
480291603005,wokers_f_non_profit,0.0
480291612001,wokers_f_non_profit,15.0
480291612002,wokers_f_non_profit,44.0
480291804003,wokers_f_non_profit,10.0
480291804001,wokers_f_non_profit,26.0
480291807012,wokers_f_non_profit,45.0
480291811004,wokers_f_non_profit,24.0
480291811002,wokers_f_non_profit,0.0
480291811003,wokers_f_non_profit,83.0
480291909015,wokers_f_non_profit,31.0
480291909013,wokers_f_non_profit,0.0
480291809014,wokers_f_non_profit,6.0
480291813031,wokers_f_non_profit,22.0
480291815041,wokers_f_non_profit,177.0
480291815042,wokers_f_non_profit,153.0
480291816012,wokers_f_non_profit,17.0
480291906011,wokers_f_non_profit,0.0
480291818091,wokers_f_non_profit,16.0
480291818092,wokers_f_non_profit,81.0
480291818094,wokers_f_non_profit,15.0
480291906013,wokers_f_non_profit,14.0
480291910041,wokers_f_non_profit,10.0
480291910043,wokers_f_non_profit,12.0
480291813022,wokers_f_non_profit,65.0
480291212063,wokers_f_non_profit,44.0
480291212061,wokers_f_non_profit,0.0
480291212065,wokers_f_non_profit,22.0
480291212062,wokers_f_non_profit,24.0
480291214022,wokers_f_non_profit,18.0
480291214021,wokers_f_non_profit,204.0
480291218031,wokers_f_non_profit,91.0
480291218032,wokers_f_non_profit,33.0
480291218033,wokers_f_non_profit,69.0
480291218041,wokers_f_non_profit,77.0
480291218042,wokers_f_non_profit,31.0
480291218043,wokers_f_non_profit,0.0
480291308001,wokers_f_non_profit,87.0
480291308004,wokers_f_non_profit,0.0
480291308002,wokers_f_non_profit,33.0
480291308003,wokers_f_non_profit,8.0
480291311003,wokers_f_non_profit,16.0
480291311002,wokers_f_non_profit,0.0
480291602002,wokers_f_non_profit,10.0
480291817134,wokers_f_non_profit,0.0
480291817132,wokers_f_non_profit,88.0
480291817133,wokers_f_non_profit,0.0
480291815054,wokers_f_non_profit,60.0
480291815053,wokers_f_non_profit,37.0
480291815051,wokers_f_non_profit,36.0
480291817042,wokers_f_non_profit,0.0
480291817044,wokers_f_non_profit,27.0
480291817111,wokers_f_non_profit,39.0
480291907002,wokers_f_non_profit,8.0
480291907003,wokers_f_non_profit,8.0
480291607011,wokers_f_non_profit,44.0
480291607012,wokers_f_non_profit,24.0
480291718011,wokers_f_non_profit,43.0
480291718013,wokers_f_non_profit,9.0
480291718014,wokers_f_non_profit,18.0
480291718012,wokers_f_non_profit,31.0
480291802013,wokers_f_non_profit,52.0
480291802012,wokers_f_non_profit,16.0
480291802014,wokers_f_non_profit,17.0
480291802011,wokers_f_non_profit,14.0
480291812001,wokers_f_non_profit,0.0
480291812004,wokers_f_non_profit,0.0
480291812002,wokers_f_non_profit,0.0
480291812005,wokers_f_non_profit,40.0
480291514004,wokers_f_non_profit,0.0
480291511003,wokers_f_non_profit,30.0
480291511001,wokers_f_non_profit,21.0
480291514001,wokers_f_non_profit,0.0
480291514002,wokers_f_non_profit,30.0
480291905012,wokers_f_non_profit,15.0
480291905013,wokers_f_non_profit,11.0
480291905011,wokers_f_non_profit,38.0
480291908001,wokers_f_non_profit,31.0
480291908002,wokers_f_non_profit,6.0
480291909011,wokers_f_non_profit,0.0
480291909012,wokers_f_non_profit,30.0
480291909021,wokers_f_non_profit,30.0
480291909023,wokers_f_non_profit,16.0
480291810012,wokers_f_non_profit,38.0
480291810042,wokers_f_non_profit,59.0
480291810041,wokers_f_non_profit,65.0
480291901004,wokers_f_non_profit,0.0
480291901003,wokers_f_non_profit,17.0
480291901002,wokers_f_non_profit,39.0
480291719021,wokers_f_non_profit,0.0
480291311001,wokers_f_non_profit,5.0
480291203008,wokers_f_non_profit,0.0
480291203007,wokers_f_non_profit,15.0
480291501001,wokers_f_non_profit,45.0
480291501004,wokers_f_non_profit,9.0
480291506004,wokers_f_non_profit,0.0
480291506003,wokers_f_non_profit,26.0
480291511007,wokers_f_non_profit,38.0
480291511005,wokers_f_non_profit,0.0
480291511004,wokers_f_non_profit,54.0
480291918042,wokers_f_non_profit,79.0
480291918041,wokers_f_non_profit,32.0
480291210004,wokers_f_non_profit,0.0
480291210003,wokers_f_non_profit,33.0
480291210005,wokers_f_non_profit,13.0
480291210006,wokers_f_non_profit,10.0
480291211102,wokers_f_non_profit,19.0
480291215062,wokers_f_non_profit,22.0
480291215061,wokers_f_non_profit,7.0
480291305001,wokers_f_non_profit,0.0
480291305003,wokers_f_non_profit,38.0
480291305002,wokers_f_non_profit,24.0
480291305004,wokers_f_non_profit,35.0
480291904003,wokers_f_non_profit,10.0
480291211081,wokers_f_non_profit,72.0
480291211083,wokers_f_non_profit,177.0
480291211084,wokers_f_non_profit,0.0
480291207015,wokers_f_non_profit,11.0
480291215042,wokers_f_non_profit,29.0
480291215041,wokers_f_non_profit,95.0
480291503001,wokers_f_non_profit,0.0
480291503004,wokers_f_non_profit,100.0
480291503003,wokers_f_non_profit,7.0
480291602003,wokers_f_non_profit,8.0
480291508002,wokers_f_non_profit,0.0
480291508003,wokers_f_non_profit,0.0
480291712003,wokers_f_non_profit,2.0
480291418001,wokers_f_non_profit,0.0
480291418002,wokers_f_non_profit,0.0
480291512005,wokers_f_non_profit,0.0
480291512003,wokers_f_non_profit,0.0
480291512001,wokers_f_non_profit,0.0
480291107001,wokers_f_non_profit,20.0
480291904001,wokers_f_non_profit,18.0
480291719121,wokers_f_non_profit,153.0
480291817122,wokers_f_non_profit,18.0
480291816023,wokers_f_non_profit,65.0
480291816021,wokers_f_non_profit,20.0
480291818081,wokers_f_non_profit,82.0
480291821021,wokers_f_non_profit,0.0
480291911011,wokers_f_non_profit,32.0
480291911012,wokers_f_non_profit,12.0
480291219082,wokers_f_non_profit,48.0
480291219091,wokers_f_non_profit,59.0
480291219092,wokers_f_non_profit,11.0
480291219101,wokers_f_non_profit,184.0
480291219102,wokers_f_non_profit,51.0
480291304011,wokers_f_non_profit,0.0
480291304012,wokers_f_non_profit,9.0
480291304013,wokers_f_non_profit,33.0
480291304014,wokers_f_non_profit,0.0
480291304021,wokers_f_non_profit,12.0
480291304022,wokers_f_non_profit,0.0
480291304023,wokers_f_non_profit,24.0
480291314011,wokers_f_non_profit,69.0
480291314012,wokers_f_non_profit,20.0
480291314021,wokers_f_non_profit,16.0
480291719182,wokers_f_non_profit,0.0
480291719184,wokers_f_non_profit,0.0
480291719191,wokers_f_non_profit,41.0
480291719202,wokers_f_non_profit,243.0
480291719211,wokers_f_non_profit,48.0
480291719213,wokers_f_non_profit,14.0
480291719221,wokers_f_non_profit,50.0
480291719232,wokers_f_non_profit,0.0
480291719233,wokers_f_non_profit,35.0
480291719241,wokers_f_non_profit,151.0
480291720022,wokers_f_non_profit,179.0
480291719242,wokers_f_non_profit,9.0
480291719252,wokers_f_non_profit,28.0
480291719254,wokers_f_non_profit,15.0
480291720031,wokers_f_non_profit,146.0
480291720032,wokers_f_non_profit,15.0
480291720051,wokers_f_non_profit,59.0
480291720052,wokers_f_non_profit,81.0
480291720062,wokers_f_non_profit,61.0
480291720063,wokers_f_non_profit,37.0
480291720072,wokers_f_non_profit,21.0
480291720073,wokers_f_non_profit,58.0
480291801012,wokers_f_non_profit,73.0
480291315031,wokers_f_non_profit,26.0
480291315032,wokers_f_non_profit,57.0
480291315041,wokers_f_non_profit,61.0
480291315042,wokers_f_non_profit,19.0
480291315051,wokers_f_non_profit,73.0
480291315052,wokers_f_non_profit,17.0
480291315062,wokers_f_non_profit,11.0
480291316081,wokers_f_non_profit,57.0
480291315071,wokers_f_non_profit,21.0
480291315073,wokers_f_non_profit,47.0
480291316012,wokers_f_non_profit,76.0
480291316082,wokers_f_non_profit,23.0
480291316092,wokers_f_non_profit,27.0
480291316093,wokers_f_non_profit,84.0
480291316102,wokers_f_non_profit,133.0
480291316111,wokers_f_non_profit,12.0
480291316131,wokers_f_non_profit,11.0
480291316132,wokers_f_non_profit,35.0
480291316142,wokers_f_non_profit,0.0
480291316151,wokers_f_non_profit,53.0
480291316153,wokers_f_non_profit,13.0
480291316154,wokers_f_non_profit,0.0
480291318012,wokers_f_non_profit,1.0
480291318021,wokers_f_non_profit,34.0
480291318023,wokers_f_non_profit,105.0
480291411011,wokers_f_non_profit,0.0
480291411013,wokers_f_non_profit,23.0
480291411021,wokers_f_non_profit,0.0
480291411023,wokers_f_non_profit,17.0
480291414022,wokers_f_non_profit,48.0
480291414032,wokers_f_non_profit,72.0
480291414041,wokers_f_non_profit,41.0
480291414043,wokers_f_non_profit,16.0
480291416002,wokers_f_non_profit,7.0
480291513011,wokers_f_non_profit,0.0
480291513012,wokers_f_non_profit,0.0
480291513013,wokers_f_non_profit,31.0
480291513014,wokers_f_non_profit,25.0
480291513021,wokers_f_non_profit,20.0
480291513022,wokers_f_non_profit,13.0
480291521003,wokers_f_non_profit,0.0
480291521004,wokers_f_non_profit,28.0
480291522011,wokers_f_non_profit,68.0
480291522012,wokers_f_non_profit,35.0
480291522013,wokers_f_non_profit,13.0
480291522021,wokers_f_non_profit,29.0
480291605011,wokers_f_non_profit,0.0
480291605012,wokers_f_non_profit,16.0
480291605021,wokers_f_non_profit,9.0
480291609013,wokers_f_non_profit,23.0
480291605022,wokers_f_non_profit,0.0
480291605024,wokers_f_non_profit,8.0
480291609011,wokers_f_non_profit,5.0
480291609021,wokers_f_non_profit,33.0
480291609023,wokers_f_non_profit,12.0
480291613022,wokers_f_non_profit,26.0
480291613032,wokers_f_non_profit,17.0
480291613041,wokers_f_non_profit,0.0
480291614001,wokers_f_non_profit,0.0
480291615031,wokers_f_non_profit,55.0
480291615033,wokers_f_non_profit,0.0
480291615041,wokers_f_non_profit,14.0
480291618011,wokers_f_non_profit,30.0
480291618012,wokers_f_non_profit,0.0
480291618022,wokers_f_non_profit,0.0
480291619011,wokers_f_non_profit,8.0
480291619022,wokers_f_non_profit,12.0
480291619023,wokers_f_non_profit,38.0
480291620032,wokers_f_non_profit,34.0
480291620033,wokers_f_non_profit,24.0
480291620042,wokers_f_non_profit,0.0
480291713011,wokers_f_non_profit,10.0
480291713021,wokers_f_non_profit,150.0
480291713022,wokers_f_non_profit,0.0
480291716011,wokers_f_non_profit,0.0
480291716013,wokers_f_non_profit,15.0
480291716021,wokers_f_non_profit,28.0
480291719022,wokers_f_non_profit,181.0
480291719023,wokers_f_non_profit,130.0
480291719131,wokers_f_non_profit,46.0
480291719132,wokers_f_non_profit,0.0
480291719142,wokers_f_non_profit,34.0
480291719143,wokers_f_non_profit,12.0
480291719161,wokers_f_non_profit,40.0
480291719162,wokers_f_non_profit,16.0
480291719171,wokers_f_non_profit,41.0
480291719172,wokers_f_non_profit,33.0
480291215053,wokers_f_non_profit,60.0
480291216051,wokers_f_non_profit,59.0
480291216052,wokers_f_non_profit,8.0
480291216062,wokers_f_non_profit,0.0
480291216063,wokers_f_non_profit,30.0
480291217011,wokers_f_non_profit,18.0
480291217012,wokers_f_non_profit,5.0
480291217014,wokers_f_non_profit,10.0
480291217021,wokers_f_non_profit,0.0
480291217023,wokers_f_non_profit,18.0
480291218081,wokers_f_non_profit,19.0
480291218091,wokers_f_non_profit,9.0
480291218092,wokers_f_non_profit,18.0
480291218101,wokers_f_non_profit,35.0
480291218102,wokers_f_non_profit,62.0
480291218112,wokers_f_non_profit,40.0
480291218121,wokers_f_non_profit,64.0
480291219032,wokers_f_non_profit,110.0
480291218123,wokers_f_non_profit,0.0
480291218124,wokers_f_non_profit,0.0
480291219031,wokers_f_non_profit,71.0
480291219042,wokers_f_non_profit,119.0
480291219051,wokers_f_non_profit,52.0
480291219061,wokers_f_non_profit,44.0
480291219062,wokers_f_non_profit,86.0
480291219072,wokers_f_non_profit,230.0
480291219081,wokers_f_non_profit,70.0
480291209024,wokers_f_non_profit,11.0
480291211103,wokers_f_non_profit,0.0
480291211183,wokers_f_non_profit,21.0
480291211192,wokers_f_non_profit,71.0
480291211193,wokers_f_non_profit,40.0
480291211202,wokers_f_non_profit,50.0
480291211211,wokers_f_non_profit,71.0
480291211212,wokers_f_non_profit,29.0
480291211221,wokers_f_non_profit,57.0
480291211222,wokers_f_non_profit,57.0
480291211223,wokers_f_non_profit,58.0
480291215014,wokers_f_non_profit,0.0
480291713023,wokers_f_non_profit,0.0
480291713024,wokers_f_non_profit,25.0
480291714012,wokers_f_non_profit,25.0
480291714021,wokers_f_non_profit,38.0
480291714023,wokers_f_non_profit,39.0
480291715011,wokers_f_non_profit,0.0
480291715021,wokers_f_non_profit,4.0
480291715022,wokers_f_non_profit,0.0
480291715024,wokers_f_non_profit,0.0
480291914121,wokers_f_non_profit,45.0
480291914131,wokers_f_non_profit,77.0
480291914132,wokers_f_non_profit,31.0
480291915031,wokers_f_non_profit,41.0
480291915032,wokers_f_non_profit,23.0
480291915033,wokers_f_non_profit,17.0
480291915041,wokers_f_non_profit,53.0
480291915042,wokers_f_non_profit,5.0
480291915051,wokers_f_non_profit,25.0
480291915052,wokers_f_non_profit,30.0
480291915061,wokers_f_non_profit,14.0
480291915062,wokers_f_non_profit,48.0
480291915063,wokers_f_non_profit,45.0
480291917012,wokers_f_non_profit,14.0
480291917021,wokers_f_non_profit,196.0
480291917023,wokers_f_non_profit,17.0
480291917024,wokers_f_non_profit,0.0
480291918061,wokers_f_non_profit,11.0
480291918062,wokers_f_non_profit,55.0
480291918071,wokers_f_non_profit,5.0
480291918072,wokers_f_non_profit,18.0
480291918082,wokers_f_non_profit,18.0
480291918091,wokers_f_non_profit,124.0
480291918101,wokers_f_non_profit,111.0
480291918102,wokers_f_non_profit,40.0
480291918121,wokers_f_non_profit,42.0
480291918122,wokers_f_non_profit,26.0
480291918132,wokers_f_non_profit,66.0
480291821062,wokers_f_non_profit,69.0
480291905031,wokers_f_non_profit,85.0
480291905033,wokers_f_non_profit,0.0
480291905041,wokers_f_non_profit,4.0
480291906031,wokers_f_non_profit,23.0
480291906032,wokers_f_non_profit,30.0
480291906042,wokers_f_non_profit,40.0
480291906043,wokers_f_non_profit,12.0
480291910052,wokers_f_non_profit,50.0
480291910061,wokers_f_non_profit,17.0
480291910063,wokers_f_non_profit,16.0
480291801014,wokers_f_non_profit,31.0
480291801015,wokers_f_non_profit,70.0
480291801021,wokers_f_non_profit,22.0
480291806044,wokers_f_non_profit,0.0
480291801022,wokers_f_non_profit,44.0
480291806041,wokers_f_non_profit,84.0
480291806042,wokers_f_non_profit,27.0
480291806045,wokers_f_non_profit,17.0
480291810033,wokers_f_non_profit,54.0
480291813032,wokers_f_non_profit,21.0
480291814032,wokers_f_non_profit,28.0
480291814033,wokers_f_non_profit,0.0
480291814042,wokers_f_non_profit,53.0
480291815032,wokers_f_non_profit,139.0
480291817112,wokers_f_non_profit,96.0
480291817113,wokers_f_non_profit,23.0
480291817153,wokers_f_non_profit,0.0
480291817162,wokers_f_non_profit,30.0
480291817163,wokers_f_non_profit,62.0
480291817164,wokers_f_non_profit,0.0
480291817183,wokers_f_non_profit,74.0
480291817201,wokers_f_non_profit,123.0
480291817202,wokers_f_non_profit,11.0
480291817211,wokers_f_non_profit,92.0
480291817212,wokers_f_non_profit,32.0
480291817231,wokers_f_non_profit,62.0
480291817221,wokers_f_non_profit,6.0
480291817222,wokers_f_non_profit,29.0
480291817223,wokers_f_non_profit,34.0
480291817232,wokers_f_non_profit,25.0
480291817233,wokers_f_non_profit,60.0
480291817241,wokers_f_non_profit,56.0
480291817242,wokers_f_non_profit,24.0
480291817251,wokers_f_non_profit,41.0
480291817261,wokers_f_non_profit,54.0
480291817262,wokers_f_non_profit,94.0
480291817271,wokers_f_non_profit,66.0
480291817272,wokers_f_non_profit,10.0
480291817282,wokers_f_non_profit,49.0
480291817291,wokers_f_non_profit,207.0
480291817302,wokers_f_non_profit,43.0
480291817311,wokers_f_non_profit,25.0
480291817313,wokers_f_non_profit,25.0
480291817314,wokers_f_non_profit,70.0
480291818131,wokers_f_non_profit,13.0
480291818133,wokers_f_non_profit,68.0
480291818141,wokers_f_non_profit,117.0
480291818151,wokers_f_non_profit,67.0
480291818152,wokers_f_non_profit,60.0
480291818162,wokers_f_non_profit,80.0
480291818171,wokers_f_non_profit,23.0
480291818181,wokers_f_non_profit,84.0
480291818182,wokers_f_non_profit,42.0
480291818191,wokers_f_non_profit,0.0
480291818192,wokers_f_non_profit,117.0
480291818202,wokers_f_non_profit,162.0
480291818211,wokers_f_non_profit,22.0
480291818221,wokers_f_non_profit,17.0
480291818222,wokers_f_non_profit,16.0
480291818231,wokers_f_non_profit,38.0
480291818241,wokers_f_non_profit,59.0
480291912012,wokers_f_non_profit,55.0
480291910064,wokers_f_non_profit,36.0
480291912011,wokers_f_non_profit,31.0
480291912021,wokers_f_non_profit,22.0
480291912022,wokers_f_non_profit,26.0
480291912023,wokers_f_non_profit,0.0
480291912024,wokers_f_non_profit,25.0
480291913031,wokers_f_non_profit,38.0
480291913041,wokers_f_non_profit,6.0
480291913042,wokers_f_non_profit,36.0
480291914062,wokers_f_non_profit,25.0
480291914063,wokers_f_non_profit,12.0
480291914082,wokers_f_non_profit,21.0
480291914101,wokers_f_non_profit,60.0
480291914102,wokers_f_non_profit,104.0
480291914103,wokers_f_non_profit,93.0
480291914111,wokers_f_non_profit,53.0
480291914112,wokers_f_non_profit,93.0
480291818242,wokers_f_non_profit,26.0
480291818251,wokers_f_non_profit,58.0
480291818252,wokers_f_non_profit,103.0
480291818261,wokers_f_non_profit,20.0
480291818262,wokers_f_non_profit,45.0
480291818263,wokers_f_non_profit,162.0
480291818264,wokers_f_non_profit,23.0
480291819011,wokers_f_non_profit,69.0
480291819012,wokers_f_non_profit,36.0
480291819021,wokers_f_non_profit,128.0
480291819022,wokers_f_non_profit,87.0
480291820011,wokers_f_non_profit,66.0
480291820012,wokers_f_non_profit,91.0
480291820021,wokers_f_non_profit,143.0
480291820023,wokers_f_non_profit,108.0
480291820032,wokers_f_non_profit,22.0
480291821012,wokers_f_non_profit,24.0
480291821022,wokers_f_non_profit,0.0
480291821023,wokers_f_non_profit,96.0
480291821061,wokers_f_non_profit,42.0
480291918142,wokers_f_non_profit,24.0
480291918151,wokers_f_non_profit,18.0
480291918161,wokers_f_non_profit,16.0
480291918162,wokers_f_non_profit,0.0
480291918172,wokers_f_non_profit,83.0
480291919001,wokers_f_non_profit,5.0
480291919003,wokers_f_non_profit,15.0
480291919004,wokers_f_non_profit,0.0
480291920001,wokers_f_non_profit,93.0
480291920002,wokers_f_non_profit,31.0
480291920004,wokers_f_non_profit,0.0
480291920005,wokers_f_non_profit,0.0
480291921002,wokers_f_non_profit,30.0
480291922001,wokers_f_non_profit,8.0
480291923001,wokers_f_non_profit,0.0
480291923002,wokers_f_non_profit,77.0
480291923003,wokers_f_non_profit,32.0
480291923004,wokers_f_non_profit,56.0
480299800011,wokers_f_non_profit,0.0
480299800021,wokers_f_non_profit,0.0
480299800031,wokers_f_non_profit,0.0
480299800041,wokers_f_non_profit,0.0
480299800051,wokers_f_non_profit,0.0
480299801001,wokers_f_non_profit,0.0
480291805033,wokers_f_non_profit,20.0
480291704011,wokers_f_non_profit,0.0
480291914081,wokers_f_non_profit,13.0
480291914091,wokers_f_non_profit,74.0
480291412006,wokers_f_non_profit,50.0
480291412003,wokers_f_non_profit,0.0
480291501002,wokers_f_non_profit,37.0
480291407002,wokers_f_non_profit,24.0
480291413002,wokers_f_non_profit,13.0
480291414021,wokers_f_non_profit,38.0
480291806022,wokers_f_non_profit,31.0
480291101003,wokers_f_non_profit,16.0
480291211121,wokers_f_non_profit,23.0
480291519002,wokers_f_non_profit,20.0
480291409001,wokers_f_non_profit,20.0
480291505011,wokers_f_non_profit,0.0
480291505013,wokers_f_non_profit,0.0
480291110001,wokers_f_non_profit,11.0
480291204002,wokers_f_non_profit,0.0
480291204006,wokers_f_non_profit,0.0
480291204004,wokers_f_non_profit,0.0
480291710005,wokers_f_non_profit,0.0
480291710003,wokers_f_non_profit,0.0
480291717005,wokers_f_non_profit,64.0
480291213004,wokers_f_non_profit,32.0
480291215012,wokers_f_non_profit,16.0
480291215073,wokers_f_non_profit,0.0
480291312001,wokers_f_non_profit,0.0
480291404003,wokers_f_non_profit,20.0
480291101001,wokers_f_non_profit,55.0
480291209023,wokers_f_non_profit,42.0
480291214032,wokers_f_non_profit,20.0
480291216041,wokers_f_non_profit,146.0
480291216044,wokers_f_non_profit,22.0
480291207023,wokers_f_non_profit,0.0
480291213002,wokers_f_non_profit,44.0
480291703001,wokers_f_non_profit,46.0
480291704022,wokers_f_non_profit,11.0
480291704023,wokers_f_non_profit,0.0
480291706002,wokers_f_non_profit,23.0
480291707001,wokers_f_non_profit,13.0
480291212041,wokers_f_non_profit,0.0
480291212045,wokers_f_non_profit,15.0
480291416001,wokers_f_non_profit,8.0
480291215051,wokers_f_non_profit,48.0
480291403001,wokers_f_non_profit,9.0
480291701013,wokers_f_non_profit,0.0
480291718021,wokers_f_non_profit,0.0
480291718024,wokers_f_non_profit,0.0
480291507005,wokers_f_non_profit,45.0
480291507002,wokers_f_non_profit,11.0
480291507004,wokers_f_non_profit,51.0
480291601002,wokers_f_non_profit,0.0
480291813021,wokers_f_non_profit,37.0
480291815063,wokers_f_non_profit,37.0
480291809024,wokers_f_non_profit,31.0
480291810032,wokers_f_non_profit,0.0
480291810053,wokers_f_non_profit,8.0
480291817152,wokers_f_non_profit,0.0
480291203001,wokers_f_non_profit,52.0
480291205011,wokers_f_non_profit,0.0
480291205016,wokers_f_non_profit,13.0
480291205017,wokers_f_non_profit,0.0
480291211151,wokers_f_non_profit,48.0
480291211173,wokers_f_non_profit,23.0
480291815031,wokers_f_non_profit,154.0
480291215082,wokers_f_non_profit,0.0
480291914054,wokers_f_non_profit,24.0
480291709002,wokers_f_non_profit,45.0
480291615012,wokers_f_non_profit,16.0
480291615014,wokers_f_non_profit,13.0
480291701023,wokers_f_non_profit,8.0
480291711002,wokers_f_non_profit,113.0
480291807024,wokers_f_non_profit,0.0
480291807021,wokers_f_non_profit,34.0
480291809013,wokers_f_non_profit,18.0
480291108003,wokers_f_non_profit,0.0
480291211163,wokers_f_non_profit,90.0
480291212034,wokers_f_non_profit,0.0
480291212033,wokers_f_non_profit,0.0
480291817181,wokers_f_non_profit,10.0
480291902005,wokers_f_non_profit,177.0
480291902002,wokers_f_non_profit,0.0
480291802024,wokers_f_non_profit,25.0
480291802022,wokers_f_non_profit,14.0
480291805014,wokers_f_non_profit,0.0
480291808003,wokers_f_non_profit,0.0
480291708001,wokers_f_non_profit,5.0
480291106001,wokers_f_non_profit,8.0
480291510002,wokers_f_non_profit,0.0
480291510003,wokers_f_non_profit,21.0
480291607021,wokers_f_non_profit,24.0
480291607022,wokers_f_non_profit,0.0
480291215083,wokers_f_non_profit,0.0
480291216011,wokers_f_non_profit,27.0
480291218022,wokers_f_non_profit,12.0
480291303004,wokers_f_non_profit,7.0
480291303003,wokers_f_non_profit,0.0
480291909014,wokers_f_non_profit,0.0
480291809011,wokers_f_non_profit,0.0
480291815043,wokers_f_non_profit,13.0
480291816011,wokers_f_non_profit,9.0
480291818093,wokers_f_non_profit,10.0
480291821011,wokers_f_non_profit,57.0
480291906012,wokers_f_non_profit,0.0
480291910042,wokers_f_non_profit,32.0
480291212052,wokers_f_non_profit,0.0
480291212064,wokers_f_non_profit,0.0
480291212066,wokers_f_non_profit,26.0
480291602001,wokers_f_non_profit,47.0
480291817131,wokers_f_non_profit,103.0
480291815052,wokers_f_non_profit,52.0
480291817041,wokers_f_non_profit,22.0
480291817043,wokers_f_non_profit,6.0
480291907001,wokers_f_non_profit,9.0
480291812003,wokers_f_non_profit,0.0
480291511006,wokers_f_non_profit,0.0
480291514003,wokers_f_non_profit,28.0
480291909022,wokers_f_non_profit,38.0
480291810011,wokers_f_non_profit,9.0
480291821031,wokers_f_non_profit,59.0
480291901001,wokers_f_non_profit,38.0
480291817033,wokers_f_non_profit,117.0
480291803004,wokers_f_non_profit,39.0
480291313003,wokers_f_non_profit,33.0
480291313002,wokers_f_non_profit,35.0
480291103001,wokers_f_non_profit,7.0
480291206007,wokers_f_non_profit,17.0
480291206004,wokers_f_non_profit,102.0
480291206001,wokers_f_non_profit,39.0
480291517005,wokers_f_non_profit,0.0
480291517004,wokers_f_non_profit,12.0
480291719031,wokers_f_non_profit,0.0
480291717002,wokers_f_non_profit,42.0
480291719033,wokers_f_non_profit,36.0
480291509004,wokers_f_non_profit,11.0
480291509003,wokers_f_non_profit,29.0
