block_group,household_earnings,count_household_earnings
480291920002,house_earnings_yes,622.0
480291920004,house_earnings_yes,189.0
480291920005,house_earnings_yes,153.0
480291921002,house_earnings_yes,434.0
480291922001,house_earnings_yes,585.0
480291923001,house_earnings_yes,124.0
480291923002,house_earnings_yes,946.0
480291923003,house_earnings_yes,329.0
480291923004,house_earnings_yes,354.0
480299800011,house_earnings_yes,0.0
480299800021,house_earnings_yes,0.0
480299800031,house_earnings_yes,211.0
480299800041,house_earnings_yes,0.0
480299800051,house_earnings_yes,4.0
480299801001,house_earnings_yes,58.0
480291805033,house_earnings_yes,469.0
480291704011,house_earnings_yes,235.0
480291914081,house_earnings_yes,755.0
480291914091,house_earnings_yes,1458.0
480291412006,house_earnings_yes,308.0
480291412003,house_earnings_yes,286.0
480291501002,house_earnings_yes,425.0
480291407002,house_earnings_yes,260.0
480291413002,house_earnings_yes,656.0
480291414021,house_earnings_yes,824.0
480291806022,house_earnings_yes,391.0
480291101003,house_earnings_yes,587.0
480291211121,house_earnings_yes,833.0
480291519002,house_earnings_yes,1217.0
480291409001,house_earnings_yes,252.0
480291505011,house_earnings_yes,177.0
480291505013,house_earnings_yes,272.0
480291110001,house_earnings_yes,229.0
480291204002,house_earnings_yes,217.0
480291204006,house_earnings_yes,97.0
480291204004,house_earnings_yes,302.0
480291710005,house_earnings_yes,151.0
480291710003,house_earnings_yes,336.0
480291717005,house_earnings_yes,219.0
480291213004,house_earnings_yes,328.0
480291215012,house_earnings_yes,612.0
480291215073,house_earnings_yes,241.0
480291312001,house_earnings_yes,389.0
480291404003,house_earnings_yes,268.0
480291101001,house_earnings_yes,370.0
480291209023,house_earnings_yes,773.0
480291214032,house_earnings_yes,247.0
480291216041,house_earnings_yes,1316.0
480291216044,house_earnings_yes,567.0
480291207023,house_earnings_yes,461.0
480291213002,house_earnings_yes,287.0
480291703001,house_earnings_yes,239.0
480291704022,house_earnings_yes,296.0
480291704023,house_earnings_yes,350.0
480291706002,house_earnings_yes,322.0
480291707001,house_earnings_yes,253.0
480291212041,house_earnings_yes,621.0
480291212045,house_earnings_yes,924.0
480291416001,house_earnings_yes,688.0
480291215051,house_earnings_yes,752.0
480291403001,house_earnings_yes,270.0
480291701013,house_earnings_yes,295.0
480291718021,house_earnings_yes,237.0
480291718024,house_earnings_yes,284.0
480291507005,house_earnings_yes,259.0
480291507002,house_earnings_yes,350.0
480291507004,house_earnings_yes,278.0
480291601002,house_earnings_yes,330.0
480291813021,house_earnings_yes,1122.0
480291815063,house_earnings_yes,748.0
480291809024,house_earnings_yes,439.0
480291810032,house_earnings_yes,403.0
480291810053,house_earnings_yes,616.0
480291817152,house_earnings_yes,362.0
480291203001,house_earnings_yes,583.0
480291205011,house_earnings_yes,103.0
480291205016,house_earnings_yes,363.0
480291205017,house_earnings_yes,301.0
480291211151,house_earnings_yes,506.0
480291211173,house_earnings_yes,516.0
480291815031,house_earnings_yes,1153.0
480291215082,house_earnings_yes,520.0
480291914054,house_earnings_yes,376.0
480291709002,house_earnings_yes,354.0
480291615012,house_earnings_yes,115.0
480291615014,house_earnings_yes,308.0
480291701023,house_earnings_yes,456.0
480291711002,house_earnings_yes,340.0
480291807024,house_earnings_yes,268.0
480291807021,house_earnings_yes,569.0
480291809013,house_earnings_yes,415.0
480291108003,house_earnings_yes,213.0
480291211163,house_earnings_yes,521.0
480291212034,house_earnings_yes,283.0
480291212033,house_earnings_yes,299.0
480291817181,house_earnings_yes,695.0
480291902005,house_earnings_yes,421.0
480291902002,house_earnings_yes,164.0
480291802024,house_earnings_yes,138.0
480291802022,house_earnings_yes,438.0
480291805014,house_earnings_yes,188.0
480291808003,house_earnings_yes,175.0
480291708001,house_earnings_yes,120.0
480291106001,house_earnings_yes,203.0
480291510002,house_earnings_yes,265.0
480291510003,house_earnings_yes,313.0
480291607021,house_earnings_yes,307.0
480291607022,house_earnings_yes,354.0
480291215083,house_earnings_yes,259.0
480291216011,house_earnings_yes,528.0
480291218022,house_earnings_yes,697.0
480291303004,house_earnings_yes,163.0
480291303003,house_earnings_yes,160.0
480291909014,house_earnings_yes,253.0
480291809011,house_earnings_yes,230.0
480291815043,house_earnings_yes,139.0
480291816011,house_earnings_yes,244.0
480291818093,house_earnings_yes,359.0
480291821011,house_earnings_yes,918.0
480291906012,house_earnings_yes,357.0
480291910042,house_earnings_yes,584.0
480291212052,house_earnings_yes,424.0
480291212064,house_earnings_yes,296.0
480291212066,house_earnings_yes,272.0
480291602001,house_earnings_yes,284.0
480291817131,house_earnings_yes,569.0
480291815052,house_earnings_yes,361.0
480291817041,house_earnings_yes,432.0
480291817043,house_earnings_yes,588.0
480291907001,house_earnings_yes,374.0
480291812003,house_earnings_yes,353.0
480291511006,house_earnings_yes,55.0
480291514003,house_earnings_yes,268.0
480291909022,house_earnings_yes,468.0
480291810011,house_earnings_yes,427.0
480291821031,house_earnings_yes,804.0
480291901001,house_earnings_yes,241.0
480291817033,house_earnings_yes,695.0
480291803004,house_earnings_yes,222.0
480291313003,house_earnings_yes,519.0
480291313002,house_earnings_yes,391.0
480291103001,house_earnings_yes,536.0
480291206007,house_earnings_yes,384.0
480291206004,house_earnings_yes,628.0
480291206001,house_earnings_yes,406.0
480291517005,house_earnings_yes,395.0
480291517004,house_earnings_yes,173.0
480291719031,house_earnings_yes,426.0
480291717002,house_earnings_yes,255.0
480291719033,house_earnings_yes,355.0
480291509004,house_earnings_yes,279.0
480291509003,house_earnings_yes,414.0
480291705001,house_earnings_yes,288.0
480291805041,house_earnings_yes,405.0
480291205022,house_earnings_yes,169.0
480291205021,house_earnings_yes,299.0
480291207014,house_earnings_yes,249.0
480291302001,house_earnings_yes,258.0
480291410001,house_earnings_yes,158.0
480291516005,house_earnings_yes,188.0
480291516003,house_earnings_yes,542.0
480291817053,house_earnings_yes,796.0
480291606002,house_earnings_yes,271.0
480291419001,house_earnings_yes,383.0
480291515001,house_earnings_yes,189.0
480291603001,house_earnings_yes,268.0
480291603004,house_earnings_yes,211.0
480291613021,house_earnings_yes,831.0
480291804002,house_earnings_yes,422.0
480291807011,house_earnings_yes,427.0
480291811001,house_earnings_yes,465.0
480291211082,house_earnings_yes,547.0
480291203004,house_earnings_yes,364.0
480291203006,house_earnings_yes,358.0
480291506002,house_earnings_yes,331.0
480291506001,house_earnings_yes,304.0
480291511002,house_earnings_yes,372.0
480291105001,house_earnings_yes,434.0
480291210002,house_earnings_yes,224.0
480291210001,house_earnings_yes,141.0
480291211101,house_earnings_yes,617.0
480291215063,house_earnings_yes,327.0
480291315033,house_earnings_yes,366.0
480291315043,house_earnings_yes,608.0
480291315061,house_earnings_yes,323.0
480291315072,house_earnings_yes,228.0
480291316062,house_earnings_yes,860.0
480291316091,house_earnings_yes,568.0
480291316101,house_earnings_yes,702.0
480291316121,house_earnings_yes,599.0
480291316141,house_earnings_yes,967.0
480291316152,house_earnings_yes,634.0
480291318011,house_earnings_yes,395.0
480291318022,house_earnings_yes,157.0
480291411012,house_earnings_yes,223.0
480291522022,house_earnings_yes,293.0
480291411022,house_earnings_yes,142.0
480291414031,house_earnings_yes,394.0
480291414042,house_earnings_yes,444.0
480291605013,house_earnings_yes,116.0
480291605023,house_earnings_yes,231.0
480291609012,house_earnings_yes,249.0
480291609022,house_earnings_yes,329.0
480291613031,house_earnings_yes,470.0
480291613042,house_earnings_yes,522.0
480291615032,house_earnings_yes,311.0
480291615042,house_earnings_yes,577.0
480291618021,house_earnings_yes,1449.0
480291619021,house_earnings_yes,325.0
480291620031,house_earnings_yes,540.0
480291620041,house_earnings_yes,328.0
480291713012,house_earnings_yes,339.0
480291716012,house_earnings_yes,210.0
480291716022,house_earnings_yes,206.0
480291719122,house_earnings_yes,595.0
480291719141,house_earnings_yes,384.0
480291719151,house_earnings_yes,534.0
480291719163,house_earnings_yes,831.0
480291719181,house_earnings_yes,487.0
480291215044,house_earnings_yes,770.0
480291215064,house_earnings_yes,220.0
480291216061,house_earnings_yes,170.0
480291216064,house_earnings_yes,203.0
480291217013,house_earnings_yes,140.0
480291217022,house_earnings_yes,363.0
480291218082,house_earnings_yes,739.0
480291218093,house_earnings_yes,527.0
480291218111,house_earnings_yes,1233.0
480291218122,house_earnings_yes,315.0
480291218131,house_earnings_yes,449.0
480291219041,house_earnings_yes,295.0
480291219052,house_earnings_yes,1400.0
480291219071,house_earnings_yes,489.0
480291211085,house_earnings_yes,555.0
480291211191,house_earnings_yes,310.0
480291211201,house_earnings_yes,836.0
480291207013,house_earnings_yes,456.0
480291215043,house_earnings_yes,568.0
480291503002,house_earnings_yes,359.0
480291418003,house_earnings_yes,565.0
480291508001,house_earnings_yes,303.0
480291712001,house_earnings_yes,221.0
480291712002,house_earnings_yes,248.0
480291512004,house_earnings_yes,164.0
480291904002,house_earnings_yes,330.0
480291817121,house_earnings_yes,701.0
480291816024,house_earnings_yes,511.0
480291816022,house_earnings_yes,435.0
480291314022,house_earnings_yes,449.0
480291719183,house_earnings_yes,551.0
480291719201,house_earnings_yes,766.0
480291719212,house_earnings_yes,421.0
480291719231,house_earnings_yes,384.0
480291719234,house_earnings_yes,1438.0
480291719251,house_earnings_yes,202.0
480291719253,house_earnings_yes,961.0
480291720023,house_earnings_yes,1180.0
480291720041,house_earnings_yes,939.0
480291720061,house_earnings_yes,1073.0
480291720071,house_earnings_yes,1169.0
480291801011,house_earnings_yes,246.0
480291714011,house_earnings_yes,451.0
480291714022,house_earnings_yes,207.0
480291715012,house_earnings_yes,278.0
480291715023,house_earnings_yes,350.0
480291917011,house_earnings_yes,236.0
480291917022,house_earnings_yes,430.0
480291918043,house_earnings_yes,687.0
480291918111,house_earnings_yes,1156.0
480291918063,house_earnings_yes,1735.0
480291918081,house_earnings_yes,754.0
480291918092,house_earnings_yes,740.0
480291918131,house_earnings_yes,1350.0
480291817252,house_earnings_yes,818.0
480291817263,house_earnings_yes,990.0
480291817281,house_earnings_yes,2015.0
480291817301,house_earnings_yes,362.0
480291817312,house_earnings_yes,646.0
480291818112,house_earnings_yes,182.0
480291818132,house_earnings_yes,912.0
480291818142,house_earnings_yes,1097.0
480291818161,house_earnings_yes,333.0
480291818172,house_earnings_yes,278.0
480291818183,house_earnings_yes,664.0
480291818201,house_earnings_yes,111.0
480291818212,house_earnings_yes,840.0
480291818223,house_earnings_yes,803.0
480291905032,house_earnings_yes,447.0
480291905042,house_earnings_yes,373.0
480291906041,house_earnings_yes,317.0
480291910051,house_earnings_yes,248.0
480291910062,house_earnings_yes,372.0
480291801013,house_earnings_yes,240.0
480291801016,house_earnings_yes,159.0
480291806031,house_earnings_yes,515.0
480291806043,house_earnings_yes,272.0
480291807026,house_earnings_yes,645.0
480291814031,house_earnings_yes,836.0
480291814041,house_earnings_yes,1750.0
480291815044,house_earnings_yes,685.0
480291817154,house_earnings_yes,709.0
480291820022,house_earnings_yes,140.0
480291820031,house_earnings_yes,893.0
480291821013,house_earnings_yes,877.0
480291821051,house_earnings_yes,717.0
480291910065,house_earnings_yes,138.0
480291912013,house_earnings_yes,97.0
480291918141,house_earnings_yes,740.0
480291918152,house_earnings_yes,708.0
480291918171,house_earnings_yes,2745.0
480291919002,house_earnings_yes,266.0
480291919005,house_earnings_yes,244.0
480291920003,house_earnings_yes,582.0
480291921001,house_earnings_yes,566.0
480291922002,house_earnings_yes,285.0
480291805031,house_earnings_no,37.0
480291805032,house_earnings_no,114.0
480291704013,house_earnings_no,137.0
480291704012,house_earnings_no,70.0
480291914061,house_earnings_no,170.0
480291914092,house_earnings_no,91.0
480291212042,house_earnings_no,113.0
480291215081,house_earnings_no,102.0
480291914051,house_earnings_no,190.0
480291914052,house_earnings_no,180.0
480291914053,house_earnings_no,80.0
480291914055,house_earnings_no,137.0
480291709001,house_earnings_no,126.0
480291709003,house_earnings_no,54.0
480291610002,house_earnings_no,106.0
480291610001,house_earnings_no,211.0
480291615015,house_earnings_no,104.0
480291615011,house_earnings_no,151.0
480291615013,house_earnings_no,71.0
480291711001,house_earnings_no,154.0
480291620011,house_earnings_no,112.0
480291701022,house_earnings_no,68.0
480291701021,house_earnings_no,122.0
480291807022,house_earnings_no,177.0
480291807023,house_earnings_no,12.0
480291807025,house_earnings_no,85.0
480291809012,house_earnings_no,167.0
480291809015,house_earnings_no,92.0
480291106003,house_earnings_no,282.0
480291108002,house_earnings_no,121.0
480291108001,house_earnings_no,69.0
480291208004,house_earnings_no,77.0
480291208006,house_earnings_no,65.0
480291208001,house_earnings_no,80.0
480291208002,house_earnings_no,218.0
480291208005,house_earnings_no,40.0
480291208007,house_earnings_no,28.0
480291208003,house_earnings_no,181.0
480291211113,house_earnings_no,46.0
480291211111,house_earnings_no,20.0
480291211112,house_earnings_no,125.0
480291211114,house_earnings_no,119.0
480291211161,house_earnings_no,59.0
480291211164,house_earnings_no,154.0
480291211162,house_earnings_no,109.0
480291211181,house_earnings_no,107.0
480291211182,house_earnings_no,26.0
480291212031,house_earnings_no,130.0
480291212032,house_earnings_no,123.0
480291212051,house_earnings_no,132.0
480291817182,house_earnings_no,35.0
480291818111,house_earnings_no,162.0
480291902003,house_earnings_no,15.0
480291902004,house_earnings_no,96.0
480291902001,house_earnings_no,89.0
480291802021,house_earnings_no,339.0
480291802023,house_earnings_no,288.0
480291805013,house_earnings_no,125.0
480291805012,house_earnings_no,31.0
480291805011,house_earnings_no,305.0
480291808002,house_earnings_no,159.0
480291808001,house_earnings_no,64.0
480291708002,house_earnings_no,91.0
480291106002,house_earnings_no,428.0
480291504001,house_earnings_no,34.0
480291504002,house_earnings_no,100.0
480291510001,house_earnings_no,31.0
480291521002,house_earnings_no,73.0
480291521001,house_earnings_no,32.0
480291607024,house_earnings_no,122.0
480291607023,house_earnings_no,135.0
480291616002,house_earnings_no,157.0
480291616001,house_earnings_no,70.0
480291216012,house_earnings_no,87.0
480291216013,house_earnings_no,109.0
480291216014,house_earnings_no,97.0
480291218021,house_earnings_no,82.0
480291218023,house_earnings_no,68.0
480291303002,house_earnings_no,79.0
480291303001,house_earnings_no,49.0
480291307002,house_earnings_no,80.0
480291307001,house_earnings_no,163.0
480291702004,house_earnings_no,49.0
480291702006,house_earnings_no,91.0
480291702002,house_earnings_no,36.0
480291702005,house_earnings_no,275.0
480291702001,house_earnings_no,20.0
480291316011,house_earnings_no,77.0
480291317001,house_earnings_no,10.0
480291412004,house_earnings_no,112.0
480291412001,house_earnings_no,151.0
480291412005,house_earnings_no,140.0
480291412002,house_earnings_no,77.0
480291501003,house_earnings_no,124.0
480291309002,house_earnings_no,167.0
480291309003,house_earnings_no,67.0
480291310003,house_earnings_no,28.0
480291310004,house_earnings_no,130.0
480291310001,house_earnings_no,368.0
480291310002,house_earnings_no,84.0
480291405003,house_earnings_no,117.0
480291405002,house_earnings_no,38.0
480291405001,house_earnings_no,61.0
480291405004,house_earnings_no,13.0
480291406002,house_earnings_no,85.0
480291406001,house_earnings_no,97.0
480291407003,house_earnings_no,223.0
480291407001,house_earnings_no,72.0
480291407004,house_earnings_no,71.0
480291407005,house_earnings_no,81.0
480291413001,house_earnings_no,80.0
480291413003,house_earnings_no,104.0
480291702003,house_earnings_no,15.0
480291806023,house_earnings_no,91.0
480291806021,house_earnings_no,18.0
480291911021,house_earnings_no,162.0
480291911022,house_earnings_no,106.0
480291911023,house_earnings_no,25.0
480291209012,house_earnings_no,194.0
480291209011,house_earnings_no,71.0
480291211122,house_earnings_no,118.0
480291519001,house_earnings_no,77.0
480291409002,house_earnings_no,100.0
480291417001,house_earnings_no,128.0
480291417002,house_earnings_no,159.0
480291505012,house_earnings_no,94.0
480291505014,house_earnings_no,60.0
480291604002,house_earnings_no,216.0
480291604004,house_earnings_no,69.0
480291604001,house_earnings_no,109.0
480291604003,house_earnings_no,103.0
480291611005,house_earnings_no,109.0
480291611006,house_earnings_no,31.0
480291611001,house_earnings_no,150.0
480291611004,house_earnings_no,53.0
480291611003,house_earnings_no,31.0
480291611002,house_earnings_no,69.0
480291813012,house_earnings_no,137.0
480291813011,house_earnings_no,93.0
480291814021,house_earnings_no,92.0
480291814022,house_earnings_no,190.0
480291109001,house_earnings_no,91.0
480291110003,house_earnings_no,48.0
480291110002,house_earnings_no,67.0
480291204001,house_earnings_no,41.0
480291204005,house_earnings_no,50.0
480291710004,house_earnings_no,115.0
480291204003,house_earnings_no,30.0
480291207021,house_earnings_no,374.0
480291704014,house_earnings_no,77.0
480291710001,house_earnings_no,118.0
480291710002,house_earnings_no,75.0
480291717001,house_earnings_no,38.0
480291717003,house_earnings_no,81.0
480291215013,house_earnings_no,169.0
480291215011,house_earnings_no,81.0
480291215074,house_earnings_no,120.0
480291215071,house_earnings_no,102.0
480291215072,house_earnings_no,179.0
480291312002,house_earnings_no,129.0
480291401002,house_earnings_no,61.0
480291401001,house_earnings_no,72.0
480291404004,house_earnings_no,98.0
480291101002,house_earnings_no,127.0
480291209022,house_earnings_no,269.0
480291209021,house_earnings_no,49.0
480291214033,house_earnings_no,76.0
480291214031,house_earnings_no,275.0
480291216042,house_earnings_no,108.0
480291216043,house_earnings_no,0.0
480291306004,house_earnings_no,209.0
480291207022,house_earnings_no,275.0
480291213003,house_earnings_no,210.0
480291213001,house_earnings_no,190.0
480291703004,house_earnings_no,61.0
480291703002,house_earnings_no,60.0
480291703006,house_earnings_no,101.0
480291703005,house_earnings_no,157.0
480291703003,house_earnings_no,62.0
480291704024,house_earnings_no,36.0
480291704021,house_earnings_no,121.0
480291706001,house_earnings_no,84.0
480291706004,house_earnings_no,47.0
480291706003,house_earnings_no,64.0
480291707003,house_earnings_no,250.0
480291707002,house_earnings_no,60.0
480291212044,house_earnings_no,199.0
480291212043,house_earnings_no,53.0
480291404001,house_earnings_no,38.0
480291404002,house_earnings_no,84.0
480291504003,house_earnings_no,117.0
480291215052,house_earnings_no,77.0
480291403002,house_earnings_no,90.0
480291403003,house_earnings_no,34.0
480291520001,house_earnings_no,110.0
480291701011,house_earnings_no,68.0
480291701012,house_earnings_no,67.0
480291718022,house_earnings_no,179.0
480291718025,house_earnings_no,55.0
480291718023,house_earnings_no,104.0
480291408004,house_earnings_no,113.0
480291408001,house_earnings_no,47.0
480291408005,house_earnings_no,73.0
480291408003,house_earnings_no,20.0
480291408002,house_earnings_no,103.0
480291505023,house_earnings_no,71.0
480291505022,house_earnings_no,92.0
480291505021,house_earnings_no,106.0
480291507006,house_earnings_no,22.0
480291507001,house_earnings_no,42.0
480291507003,house_earnings_no,33.0
480291601004,house_earnings_no,204.0
480291601003,house_earnings_no,135.0
480291601001,house_earnings_no,89.0
480291813023,house_earnings_no,117.0
480291809021,house_earnings_no,168.0
480291809023,house_earnings_no,108.0
480291809022,house_earnings_no,64.0
480291809025,house_earnings_no,58.0
480291810031,house_earnings_no,136.0
480291810051,house_earnings_no,262.0
480291810052,house_earnings_no,49.0
480291815061,house_earnings_no,38.0
480291815062,house_earnings_no,151.0
480291817151,house_earnings_no,22.0
480291203002,house_earnings_no,18.0
480291203003,house_earnings_no,59.0
480291203005,house_earnings_no,47.0
480291205013,house_earnings_no,153.0
480291205015,house_earnings_no,101.0
480291205012,house_earnings_no,161.0
480291205014,house_earnings_no,245.0
480291211152,house_earnings_no,222.0
480291211153,house_earnings_no,182.0
480291211172,house_earnings_no,38.0
480291211171,house_earnings_no,132.0
480291720021,house_earnings_no,415.0
480291817031,house_earnings_no,191.0
480291817032,house_earnings_no,139.0
480291803003,house_earnings_no,141.0
480291803001,house_earnings_no,49.0
480291803002,house_earnings_no,106.0
480291817161,house_earnings_no,34.0
480291910034,house_earnings_no,65.0
480291910035,house_earnings_no,55.0
480291910033,house_earnings_no,140.0
480291910031,house_earnings_no,114.0
480291910032,house_earnings_no,220.0
480291214041,house_earnings_no,134.0
480291214042,house_earnings_no,418.0
480291214043,house_earnings_no,133.0
480291313001,house_earnings_no,186.0
480291313004,house_earnings_no,168.0
480291316061,house_earnings_no,213.0
480291103003,house_earnings_no,54.0
480291103002,house_earnings_no,71.0
480291201001,house_earnings_no,19.0
480291206002,house_earnings_no,42.0
480291206003,house_earnings_no,24.0
480291206006,house_earnings_no,28.0
480291206005,house_earnings_no,9.0
480291517003,house_earnings_no,54.0
480291517002,house_earnings_no,171.0
480291517001,house_earnings_no,84.0
480291607013,house_earnings_no,36.0
480291306001,house_earnings_no,64.0
480291306003,house_earnings_no,65.0
480291306002,house_earnings_no,119.0
480291402003,house_earnings_no,69.0
480291402002,house_earnings_no,76.0
480291402001,house_earnings_no,62.0
480291402004,house_earnings_no,16.0
480291309001,house_earnings_no,113.0
480291717004,house_earnings_no,318.0
480291719035,house_earnings_no,101.0
480291717006,house_earnings_no,155.0
480291719032,house_earnings_no,104.0
480291719034,house_earnings_no,128.0
480291509002,house_earnings_no,89.0
480291509001,house_earnings_no,58.0
480291509005,house_earnings_no,131.0
480291705003,house_earnings_no,97.0
480291705004,house_earnings_no,30.0
480291705002,house_earnings_no,47.0
480291805042,house_earnings_no,205.0
480291205025,house_earnings_no,106.0
480291205023,house_earnings_no,25.0
480291205026,house_earnings_no,57.0
480291205024,house_earnings_no,104.0
480291207012,house_earnings_no,152.0
480291207011,house_earnings_no,19.0
480291302002,house_earnings_no,97.0
480291410003,house_earnings_no,122.0
480291410002,house_earnings_no,200.0
480291516001,house_earnings_no,61.0
480291516004,house_earnings_no,119.0
480291516002,house_earnings_no,179.0
480291817051,house_earnings_no,162.0
480291817052,house_earnings_no,98.0
480291512002,house_earnings_no,151.0
480291606001,house_earnings_no,42.0
480291606003,house_earnings_no,139.0
480291419003,house_earnings_no,140.0
480291419002,house_earnings_no,128.0
480291515003,house_earnings_no,88.0
480291515002,house_earnings_no,90.0
480291603003,house_earnings_no,126.0
480291603002,house_earnings_no,146.0
480291603005,house_earnings_no,147.0
480291612001,house_earnings_no,49.0
480291612002,house_earnings_no,95.0
480291804003,house_earnings_no,50.0
480291804001,house_earnings_no,140.0
480291807012,house_earnings_no,328.0
480291811004,house_earnings_no,46.0
480291811002,house_earnings_no,147.0
480291811003,house_earnings_no,263.0
480291909015,house_earnings_no,99.0
480291909013,house_earnings_no,48.0
480291809014,house_earnings_no,43.0
480291813031,house_earnings_no,71.0
480291815041,house_earnings_no,224.0
480291815042,house_earnings_no,145.0
480291816012,house_earnings_no,251.0
480291906011,house_earnings_no,16.0
480291818091,house_earnings_no,150.0
480291818092,house_earnings_no,147.0
480291818094,house_earnings_no,65.0
480291906013,house_earnings_no,104.0
480291910041,house_earnings_no,55.0
480291910043,house_earnings_no,46.0
480291813022,house_earnings_no,208.0
480291212063,house_earnings_no,139.0
480291212061,house_earnings_no,70.0
480291212065,house_earnings_no,64.0
480291212062,house_earnings_no,50.0
480291214022,house_earnings_no,98.0
480291214021,house_earnings_no,156.0
480291218031,house_earnings_no,75.0
480291218032,house_earnings_no,89.0
480291218033,house_earnings_no,73.0
480291218041,house_earnings_no,117.0
480291218042,house_earnings_no,225.0
480291218043,house_earnings_no,307.0
480291308001,house_earnings_no,239.0
480291308004,house_earnings_no,46.0
480291308002,house_earnings_no,82.0
480291308003,house_earnings_no,57.0
480291311003,house_earnings_no,95.0
480291311002,house_earnings_no,95.0
480291602002,house_earnings_no,35.0
480291817134,house_earnings_no,180.0
480291817132,house_earnings_no,78.0
480291817133,house_earnings_no,138.0
480291815054,house_earnings_no,124.0
480291815053,house_earnings_no,89.0
480291815051,house_earnings_no,80.0
480291817042,house_earnings_no,85.0
480291817044,house_earnings_no,54.0
480291817111,house_earnings_no,50.0
480291907002,house_earnings_no,122.0
480291907003,house_earnings_no,65.0
480291607011,house_earnings_no,108.0
480291607012,house_earnings_no,65.0
480291718011,house_earnings_no,137.0
480291718013,house_earnings_no,132.0
480291718014,house_earnings_no,88.0
480291718012,house_earnings_no,80.0
480291802013,house_earnings_no,285.0
480291802012,house_earnings_no,102.0
480291802014,house_earnings_no,98.0
480291802011,house_earnings_no,28.0
480291812001,house_earnings_no,70.0
480291812004,house_earnings_no,121.0
480291812002,house_earnings_no,128.0
480291812005,house_earnings_no,69.0
480291514004,house_earnings_no,0.0
480291511003,house_earnings_no,108.0
480291511001,house_earnings_no,78.0
480291514001,house_earnings_no,65.0
480291514002,house_earnings_no,122.0
480291905012,house_earnings_no,28.0
480291905013,house_earnings_no,33.0
480291905011,house_earnings_no,8.0
480291908001,house_earnings_no,43.0
480291908002,house_earnings_no,63.0
480291909011,house_earnings_no,130.0
480291909012,house_earnings_no,88.0
480291909021,house_earnings_no,94.0
480291909023,house_earnings_no,80.0
480291810012,house_earnings_no,140.0
480291810042,house_earnings_no,161.0
480291810041,house_earnings_no,154.0
480291901004,house_earnings_no,133.0
480291901003,house_earnings_no,66.0
480291901002,house_earnings_no,199.0
480291719021,house_earnings_no,131.0
480291311001,house_earnings_no,73.0
480291203008,house_earnings_no,125.0
480291203007,house_earnings_no,90.0
480291501001,house_earnings_no,79.0
480291501004,house_earnings_no,86.0
480291506004,house_earnings_no,109.0
480291506003,house_earnings_no,110.0
480291511007,house_earnings_no,152.0
480291511005,house_earnings_no,90.0
480291511004,house_earnings_no,74.0
480291918042,house_earnings_no,122.0
480291918041,house_earnings_no,47.0
480291210004,house_earnings_no,21.0
480291210003,house_earnings_no,173.0
480291210005,house_earnings_no,178.0
480291210006,house_earnings_no,112.0
480291211102,house_earnings_no,87.0
480291215062,house_earnings_no,58.0
480291215061,house_earnings_no,153.0
480291305001,house_earnings_no,34.0
480291305003,house_earnings_no,321.0
480291305002,house_earnings_no,43.0
480291305004,house_earnings_no,0.0
480291904003,house_earnings_no,104.0
480291211081,house_earnings_no,116.0
480291211083,house_earnings_no,99.0
480291211084,house_earnings_no,144.0
480291207015,house_earnings_no,111.0
480291215042,house_earnings_no,98.0
480291215041,house_earnings_no,123.0
480291503001,house_earnings_no,63.0
480291503004,house_earnings_no,88.0
480291503003,house_earnings_no,49.0
480291602003,house_earnings_no,66.0
480291508002,house_earnings_no,39.0
480291508003,house_earnings_no,129.0
480291712003,house_earnings_no,111.0
480291418001,house_earnings_no,83.0
480291418002,house_earnings_no,126.0
480291512005,house_earnings_no,39.0
480291512003,house_earnings_no,94.0
480291512001,house_earnings_no,26.0
480291107001,house_earnings_no,306.0
480291904001,house_earnings_no,33.0
480291719121,house_earnings_no,121.0
480291817122,house_earnings_no,134.0
480291816023,house_earnings_no,82.0
480291816021,house_earnings_no,108.0
480291818081,house_earnings_no,146.0
480291821021,house_earnings_no,58.0
480291911011,house_earnings_no,75.0
480291911012,house_earnings_no,50.0
480291219082,house_earnings_no,64.0
480291219091,house_earnings_no,100.0
480291219092,house_earnings_no,261.0
480291219101,house_earnings_no,268.0
480291219102,house_earnings_no,60.0
480291304011,house_earnings_no,117.0
480291304012,house_earnings_no,106.0
480291304013,house_earnings_no,102.0
480291304014,house_earnings_no,107.0
480291304021,house_earnings_no,97.0
480291304022,house_earnings_no,151.0
480291304023,house_earnings_no,168.0
480291314011,house_earnings_no,115.0
480291314012,house_earnings_no,153.0
480291314021,house_earnings_no,46.0
480291719182,house_earnings_no,57.0
480291719184,house_earnings_no,15.0
480291719191,house_earnings_no,98.0
480291719202,house_earnings_no,264.0
480291719211,house_earnings_no,68.0
480291719213,house_earnings_no,21.0
480291719221,house_earnings_no,98.0
480291719232,house_earnings_no,66.0
480291719233,house_earnings_no,256.0
480291719241,house_earnings_no,184.0
480291720022,house_earnings_no,53.0
480291719242,house_earnings_no,26.0
480291719252,house_earnings_no,33.0
480291719254,house_earnings_no,103.0
480291720031,house_earnings_no,52.0
480291720032,house_earnings_no,73.0
480291720051,house_earnings_no,280.0
480291720052,house_earnings_no,247.0
480291720062,house_earnings_no,0.0
480291720063,house_earnings_no,160.0
480291720072,house_earnings_no,181.0
480291720073,house_earnings_no,207.0
480291801012,house_earnings_no,90.0
