block_group,commute_time_bus,count_commute_time_bus
480291613032,commute_time_bus_00_14,0.0
480291613041,commute_time_bus_00_14,0.0
480291614001,commute_time_bus_00_14,42.0
480291615031,commute_time_bus_00_14,0.0
480291615033,commute_time_bus_00_14,0.0
480291615041,commute_time_bus_00_14,0.0
480291618011,commute_time_bus_00_14,0.0
480291618012,commute_time_bus_00_14,0.0
480291618022,commute_time_bus_00_14,0.0
480291619011,commute_time_bus_00_14,0.0
480291619022,commute_time_bus_00_14,0.0
480291619023,commute_time_bus_00_14,0.0
480291620032,commute_time_bus_00_14,0.0
480291620033,commute_time_bus_00_14,0.0
480291620042,commute_time_bus_00_14,0.0
480291713011,commute_time_bus_00_14,0.0
480291713021,commute_time_bus_00_14,0.0
480291713022,commute_time_bus_00_14,0.0
480291716011,commute_time_bus_00_14,0.0
480291716013,commute_time_bus_00_14,0.0
480291716021,commute_time_bus_00_14,0.0
480291719022,commute_time_bus_00_14,0.0
480291719023,commute_time_bus_00_14,0.0
480291719131,commute_time_bus_00_14,0.0
480291719132,commute_time_bus_00_14,0.0
480291719142,commute_time_bus_00_14,0.0
480291719143,commute_time_bus_00_14,0.0
480291719161,commute_time_bus_00_14,0.0
480291719162,commute_time_bus_00_14,0.0
480291719171,commute_time_bus_00_14,0.0
480291719172,commute_time_bus_00_14,0.0
480291215053,commute_time_bus_00_14,0.0
480291216051,commute_time_bus_00_14,0.0
480291216052,commute_time_bus_00_14,0.0
480291216062,commute_time_bus_00_14,0.0
480291216063,commute_time_bus_00_14,0.0
480291217011,commute_time_bus_00_14,0.0
480291217012,commute_time_bus_00_14,0.0
480291217014,commute_time_bus_00_14,0.0
480291217021,commute_time_bus_00_14,0.0
480291217023,commute_time_bus_00_14,0.0
480291218081,commute_time_bus_00_14,0.0
480291218091,commute_time_bus_00_14,0.0
480291218092,commute_time_bus_00_14,0.0
480291218101,commute_time_bus_00_14,0.0
480291218102,commute_time_bus_00_14,0.0
480291218112,commute_time_bus_00_14,0.0
480291218121,commute_time_bus_00_14,0.0
480291219032,commute_time_bus_00_14,0.0
480291218123,commute_time_bus_00_14,0.0
480291218124,commute_time_bus_00_14,0.0
480291219031,commute_time_bus_00_14,0.0
480291219042,commute_time_bus_00_14,0.0
480291219051,commute_time_bus_00_14,0.0
480291219061,commute_time_bus_00_14,1.0
480291219062,commute_time_bus_00_14,0.0
480291219072,commute_time_bus_00_14,0.0
480291219081,commute_time_bus_00_14,0.0
480291209024,commute_time_bus_00_14,0.0
480291211103,commute_time_bus_00_14,0.0
480291211183,commute_time_bus_00_14,0.0
480291211192,commute_time_bus_00_14,0.0
480291211193,commute_time_bus_00_14,0.0
480291211202,commute_time_bus_00_14,0.0
480291211211,commute_time_bus_00_14,0.0
480291211212,commute_time_bus_00_14,0.0
480291211221,commute_time_bus_00_14,0.0
480291211222,commute_time_bus_00_14,0.0
480291211223,commute_time_bus_00_14,0.0
480291215014,commute_time_bus_00_14,6.0
480291713023,commute_time_bus_00_14,0.0
480291713024,commute_time_bus_00_14,0.0
480291714012,commute_time_bus_00_14,0.0
480291714021,commute_time_bus_00_14,0.0
480291714023,commute_time_bus_00_14,0.0
480291715011,commute_time_bus_00_14,0.0
480291715021,commute_time_bus_00_14,0.0
480291715022,commute_time_bus_00_14,0.0
480291715024,commute_time_bus_00_14,0.0
480291914121,commute_time_bus_00_14,0.0
480291914131,commute_time_bus_00_14,0.0
480291914132,commute_time_bus_00_14,0.0
480291915031,commute_time_bus_00_14,0.0
480291915032,commute_time_bus_00_14,0.0
480291915033,commute_time_bus_00_14,0.0
480291915041,commute_time_bus_00_14,0.0
480291915042,commute_time_bus_00_14,0.0
480291915051,commute_time_bus_00_14,0.0
480291915052,commute_time_bus_00_14,0.0
480291915061,commute_time_bus_00_14,0.0
480291915062,commute_time_bus_00_14,0.0
480291915063,commute_time_bus_00_14,0.0
480291917012,commute_time_bus_00_14,0.0
480291917021,commute_time_bus_00_14,0.0
480291917023,commute_time_bus_00_14,0.0
480291917024,commute_time_bus_00_14,0.0
480291918061,commute_time_bus_00_14,0.0
480291918062,commute_time_bus_00_14,0.0
480291918071,commute_time_bus_00_14,0.0
480291918072,commute_time_bus_00_14,0.0
480291918082,commute_time_bus_00_14,0.0
480291918091,commute_time_bus_00_14,0.0
480291918101,commute_time_bus_00_14,0.0
480291918102,commute_time_bus_00_14,0.0
480291918121,commute_time_bus_00_14,0.0
480291918122,commute_time_bus_00_14,0.0
480291918132,commute_time_bus_00_14,0.0
480291821062,commute_time_bus_00_14,0.0
480291905031,commute_time_bus_00_14,0.0
480291905033,commute_time_bus_00_14,0.0
480291905041,commute_time_bus_00_14,0.0
480291906031,commute_time_bus_00_14,6.0
480291906032,commute_time_bus_00_14,0.0
480291906042,commute_time_bus_00_14,0.0
480291906043,commute_time_bus_00_14,9.0
480291910052,commute_time_bus_00_14,0.0
480291910061,commute_time_bus_00_14,0.0
480291910063,commute_time_bus_00_14,0.0
