block_group,household_retirement,count_household_retirement
480291216044,house_retire_yes,92.0
480291207023,house_retire_yes,153.0
480291213002,house_retire_yes,141.0
480291703001,house_retire_yes,59.0
480291704022,house_retire_yes,11.0
480291704023,house_retire_yes,31.0
480291706002,house_retire_yes,27.0
480291707001,house_retire_yes,21.0
480291212041,house_retire_yes,80.0
480291212045,house_retire_yes,56.0
480291416001,house_retire_yes,78.0
480291215051,house_retire_yes,290.0
480291403001,house_retire_yes,27.0
480291701013,house_retire_yes,13.0
480291718021,house_retire_yes,94.0
480291718024,house_retire_yes,64.0
480291507005,house_retire_yes,101.0
480291507002,house_retire_yes,26.0
480291507004,house_retire_yes,24.0
480291601002,house_retire_yes,0.0
480291813021,house_retire_yes,41.0
480291815063,house_retire_yes,76.0
480291809024,house_retire_yes,76.0
480291810032,house_retire_yes,14.0
480291810053,house_retire_yes,53.0
480291817152,house_retire_yes,53.0
480291203001,house_retire_yes,174.0
480291205011,house_retire_yes,112.0
480291205016,house_retire_yes,116.0
480291205017,house_retire_yes,53.0
480291211151,house_retire_yes,137.0
480291211173,house_retire_yes,110.0
480291815031,house_retire_yes,190.0
480291215082,house_retire_yes,87.0
480291914054,house_retire_yes,92.0
480291709002,house_retire_yes,102.0
480291615012,house_retire_yes,77.0
480291615014,house_retire_yes,106.0
480291701023,house_retire_yes,60.0
480291711002,house_retire_yes,117.0
480291807024,house_retire_yes,101.0
480291807021,house_retire_yes,133.0
480291809013,house_retire_yes,94.0
480291108003,house_retire_yes,30.0
480291211163,house_retire_yes,108.0
480291212034,house_retire_yes,64.0
480291212033,house_retire_yes,66.0
480291817181,house_retire_yes,158.0
480291902005,house_retire_yes,15.0
480291902002,house_retire_yes,34.0
480291802024,house_retire_yes,61.0
480291802022,house_retire_yes,76.0
480291805014,house_retire_yes,92.0
480291808003,house_retire_yes,41.0
480291708001,house_retire_yes,15.0
480291106001,house_retire_yes,14.0
480291510002,house_retire_yes,62.0
480291510003,house_retire_yes,78.0
480291607021,house_retire_yes,27.0
480291607022,house_retire_yes,158.0
480291215083,house_retire_yes,39.0
480291216011,house_retire_yes,234.0
480291218022,house_retire_yes,119.0
480291303004,house_retire_yes,34.0
480291303003,house_retire_yes,13.0
480291909014,house_retire_yes,0.0
480291809011,house_retire_yes,39.0
480291815043,house_retire_yes,76.0
480291816011,house_retire_yes,56.0
480291818093,house_retire_yes,100.0
480291821011,house_retire_yes,151.0
480291906012,house_retire_yes,54.0
480291910042,house_retire_yes,50.0
480291212052,house_retire_yes,39.0
480291212064,house_retire_yes,193.0
480291212066,house_retire_yes,128.0
480291602001,house_retire_yes,68.0
480291817131,house_retire_yes,123.0
480291815052,house_retire_yes,133.0
480291817041,house_retire_yes,112.0
480291817043,house_retire_yes,87.0
480291907001,house_retire_yes,77.0
480291812003,house_retire_yes,59.0
480291511006,house_retire_yes,0.0
480291514003,house_retire_yes,114.0
480291909022,house_retire_yes,94.0
480291810011,house_retire_yes,157.0
480291821031,house_retire_yes,262.0
480291901001,house_retire_yes,35.0
480291817033,house_retire_yes,300.0
480291803004,house_retire_yes,27.0
480291313003,house_retire_yes,133.0
480291313002,house_retire_yes,30.0
480291103001,house_retire_yes,20.0
480291206007,house_retire_yes,13.0
480291206004,house_retire_yes,166.0
480291206001,house_retire_yes,21.0
480291517005,house_retire_yes,67.0
480291517004,house_retire_yes,20.0
480291719031,house_retire_yes,73.0
480291717002,house_retire_yes,109.0
480291719033,house_retire_yes,187.0
480291509004,house_retire_yes,57.0
480291509003,house_retire_yes,54.0
480291705001,house_retire_yes,43.0
480291805041,house_retire_yes,83.0
480291205022,house_retire_yes,45.0
480291205021,house_retire_yes,16.0
480291207014,house_retire_yes,146.0
480291302001,house_retire_yes,31.0
480291410001,house_retire_yes,51.0
480291516005,house_retire_yes,44.0
480291516003,house_retire_yes,87.0
480291817053,house_retire_yes,98.0
480291606002,house_retire_yes,80.0
480291419001,house_retire_yes,109.0
480291515001,house_retire_yes,47.0
480291603001,house_retire_yes,47.0
480291603004,house_retire_yes,38.0
480291613021,house_retire_yes,103.0
480291804002,house_retire_yes,74.0
480291807011,house_retire_yes,39.0
480291811001,house_retire_yes,95.0
480291211082,house_retire_yes,211.0
480291203004,house_retire_yes,110.0
480291203006,house_retire_yes,20.0
480291506002,house_retire_yes,34.0
480291506001,house_retire_yes,51.0
480291511002,house_retire_yes,11.0
480291105001,house_retire_yes,71.0
480291210002,house_retire_yes,53.0
480291210001,house_retire_yes,46.0
480291211101,house_retire_yes,126.0
480291215063,house_retire_yes,14.0
480291315033,house_retire_yes,75.0
480291315043,house_retire_yes,172.0
480291315061,house_retire_yes,50.0
480291315072,house_retire_yes,42.0
480291316062,house_retire_yes,194.0
480291316091,house_retire_yes,158.0
480291316101,house_retire_yes,88.0
480291316121,house_retire_yes,76.0
480291316141,house_retire_yes,117.0
480291316152,house_retire_yes,211.0
480291318011,house_retire_yes,146.0
480291318022,house_retire_yes,16.0
480291411012,house_retire_yes,37.0
480291522022,house_retire_yes,70.0
480291411022,house_retire_yes,15.0
480291414031,house_retire_yes,127.0
480291414042,house_retire_yes,156.0
480291605013,house_retire_yes,75.0
480291605023,house_retire_yes,41.0
480291609012,house_retire_yes,57.0
480291609022,house_retire_yes,53.0
480291613031,house_retire_yes,81.0
480291613042,house_retire_yes,45.0
480291615032,house_retire_yes,104.0
480291615042,house_retire_yes,91.0
480291618021,house_retire_yes,112.0
480291619021,house_retire_yes,204.0
480291620031,house_retire_yes,64.0
480291620041,house_retire_yes,32.0
480291713012,house_retire_yes,56.0
480291716012,house_retire_yes,13.0
480291716022,house_retire_yes,20.0
480291719122,house_retire_yes,140.0
480291719141,house_retire_yes,129.0
480291719151,house_retire_yes,234.0
480291719163,house_retire_yes,241.0
480291719181,house_retire_yes,100.0
480291215044,house_retire_yes,403.0
480291215064,house_retire_yes,80.0
480291216061,house_retire_yes,89.0
480291216064,house_retire_yes,96.0
480291217013,house_retire_yes,86.0
480291217022,house_retire_yes,150.0
480291218082,house_retire_yes,160.0
480291218093,house_retire_yes,136.0
480291218111,house_retire_yes,162.0
480291218122,house_retire_yes,74.0
480291218131,house_retire_yes,152.0
480291219041,house_retire_yes,101.0
480291219052,house_retire_yes,321.0
480291219071,house_retire_yes,75.0
480291211085,house_retire_yes,163.0
480291211191,house_retire_yes,36.0
480291211201,house_retire_yes,204.0
480291207013,house_retire_yes,53.0
480291215043,house_retire_yes,204.0
480291503002,house_retire_yes,86.0
480291418003,house_retire_yes,129.0
480291508001,house_retire_yes,16.0
480291712001,house_retire_yes,15.0
480291712002,house_retire_yes,64.0
480291512004,house_retire_yes,30.0
480291904002,house_retire_yes,105.0
480291817121,house_retire_yes,210.0
480291816024,house_retire_yes,136.0
480291816022,house_retire_yes,22.0
480291314022,house_retire_yes,158.0
480291719183,house_retire_yes,83.0
480291719201,house_retire_yes,256.0
480291719212,house_retire_yes,119.0
480291719231,house_retire_yes,243.0
480291719234,house_retire_yes,255.0
480291719251,house_retire_yes,105.0
480291719253,house_retire_yes,432.0
480291720023,house_retire_yes,115.0
480291720041,house_retire_yes,509.0
480291720061,house_retire_yes,365.0
480291720071,house_retire_yes,423.0
480291801011,house_retire_yes,99.0
480291714011,house_retire_yes,34.0
480291714022,house_retire_yes,73.0
480291715012,house_retire_yes,33.0
480291715023,house_retire_yes,114.0
480291917011,house_retire_yes,100.0
480291917022,house_retire_yes,182.0
480291918043,house_retire_yes,297.0
480291918111,house_retire_yes,238.0
480291918063,house_retire_yes,314.0
480291918081,house_retire_yes,163.0
480291918092,house_retire_yes,180.0
480291918131,house_retire_yes,346.0
480291817252,house_retire_yes,84.0
480291817263,house_retire_yes,159.0
480291817281,house_retire_yes,361.0
480291817301,house_retire_yes,62.0
480291817312,house_retire_yes,135.0
480291818112,house_retire_yes,132.0
480291818132,house_retire_yes,79.0
480291818142,house_retire_yes,80.0
480291818161,house_retire_yes,83.0
480291818172,house_retire_yes,119.0
480291818183,house_retire_yes,66.0
480291818201,house_retire_yes,0.0
480291818212,house_retire_yes,132.0
480291818223,house_retire_yes,138.0
480291905032,house_retire_yes,60.0
480291905042,house_retire_yes,69.0
480291906041,house_retire_yes,41.0
480291910051,house_retire_yes,72.0
480291910062,house_retire_yes,28.0
480291801013,house_retire_yes,82.0
480291801016,house_retire_yes,39.0
480291806031,house_retire_yes,114.0
480291806043,house_retire_yes,49.0
480291807026,house_retire_yes,11.0
480291814031,house_retire_yes,263.0
480291814041,house_retire_yes,199.0
480291815044,house_retire_yes,52.0
480291817154,house_retire_yes,121.0
480291820022,house_retire_yes,166.0
480291820031,house_retire_yes,222.0
480291821013,house_retire_yes,300.0
480291821051,house_retire_yes,256.0
480291910065,house_retire_yes,79.0
480291912013,house_retire_yes,37.0
480291918141,house_retire_yes,152.0
480291918152,house_retire_yes,46.0
480291918171,house_retire_yes,843.0
480291919002,house_retire_yes,43.0
480291919005,house_retire_yes,29.0
480291920003,house_retire_yes,16.0
480291921001,house_retire_yes,124.0
480291922002,house_retire_yes,41.0
480291805031,house_retire_no,177.0
480291805032,house_retire_no,395.0
480291704013,house_retire_no,344.0
480291704012,house_retire_no,145.0
480291914061,house_retire_no,781.0
480291914092,house_retire_no,1347.0
480291212042,house_retire_no,681.0
480291215081,house_retire_no,371.0
480291914051,house_retire_no,985.0
480291914052,house_retire_no,658.0
480291914053,house_retire_no,452.0
480291914055,house_retire_no,226.0
480291709001,house_retire_no,415.0
480291709003,house_retire_no,225.0
480291610002,house_retire_no,507.0
480291610001,house_retire_no,502.0
480291615015,house_retire_no,477.0
480291615011,house_retire_no,872.0
480291615013,house_retire_no,290.0
480291711001,house_retire_no,477.0
480291620011,house_retire_no,475.0
480291701022,house_retire_no,212.0
480291701021,house_retire_no,249.0
480291807022,house_retire_no,420.0
480291807023,house_retire_no,174.0
480291807025,house_retire_no,195.0
480291809012,house_retire_no,373.0
480291809015,house_retire_no,210.0
480291106003,house_retire_no,293.0
480291108002,house_retire_no,280.0
480291108001,house_retire_no,295.0
480291208004,house_retire_no,279.0
480291208006,house_retire_no,342.0
480291208001,house_retire_no,209.0
480291208002,house_retire_no,347.0
480291208005,house_retire_no,214.0
480291208007,house_retire_no,304.0
480291208003,house_retire_no,470.0
480291211113,house_retire_no,452.0
480291211111,house_retire_no,312.0
480291211112,house_retire_no,550.0
480291211114,house_retire_no,613.0
480291211161,house_retire_no,719.0
480291211164,house_retire_no,502.0
480291211162,house_retire_no,178.0
480291211181,house_retire_no,411.0
480291211182,house_retire_no,1046.0
480291212031,house_retire_no,271.0
480291212032,house_retire_no,453.0
480291212051,house_retire_no,694.0
480291817182,house_retire_no,446.0
480291818111,house_retire_no,949.0
480291902003,house_retire_no,385.0
480291902004,house_retire_no,369.0
480291902001,house_retire_no,235.0
480291802021,house_retire_no,606.0
480291802023,house_retire_no,517.0
480291805013,house_retire_no,274.0
480291805012,house_retire_no,133.0
480291805011,house_retire_no,703.0
480291808002,house_retire_no,527.0
480291808001,house_retire_no,400.0
480291708002,house_retire_no,266.0
480291106002,house_retire_no,737.0
480291504001,house_retire_no,152.0
480291504002,house_retire_no,231.0
480291510001,house_retire_no,300.0
480291521002,house_retire_no,278.0
480291521001,house_retire_no,253.0
480291607024,house_retire_no,321.0
480291607023,house_retire_no,447.0
480291616002,house_retire_no,688.0
480291616001,house_retire_no,371.0
480291216012,house_retire_no,384.0
480291216013,house_retire_no,349.0
480291216014,house_retire_no,372.0
480291218021,house_retire_no,732.0
480291218023,house_retire_no,835.0
480291303002,house_retire_no,209.0
480291303001,house_retire_no,202.0
480291307002,house_retire_no,267.0
480291307001,house_retire_no,451.0
480291702004,house_retire_no,196.0
480291702006,house_retire_no,266.0
480291702002,house_retire_no,224.0
480291702005,house_retire_no,310.0
480291702001,house_retire_no,217.0
480291316011,house_retire_no,188.0
480291317001,house_retire_no,277.0
480291412004,house_retire_no,221.0
480291412001,house_retire_no,536.0
480291412005,house_retire_no,420.0
480291412002,house_retire_no,373.0
480291501003,house_retire_no,334.0
480291309002,house_retire_no,340.0
480291309003,house_retire_no,418.0
480291310003,house_retire_no,206.0
480291310004,house_retire_no,265.0
480291310001,house_retire_no,741.0
480291310002,house_retire_no,207.0
480291405003,house_retire_no,328.0
480291405002,house_retire_no,382.0
480291405001,house_retire_no,263.0
480291405004,house_retire_no,175.0
480291406002,house_retire_no,226.0
480291406001,house_retire_no,455.0
480291407003,house_retire_no,316.0
480291407001,house_retire_no,339.0
480291407004,house_retire_no,220.0
480291407005,house_retire_no,336.0
480291413001,house_retire_no,357.0
480291413003,house_retire_no,870.0
480291702003,house_retire_no,292.0
480291806023,house_retire_no,228.0
480291806021,house_retire_no,220.0
480291911021,house_retire_no,224.0
480291911022,house_retire_no,196.0
480291911023,house_retire_no,267.0
480291209012,house_retire_no,513.0
480291209011,house_retire_no,270.0
480291211122,house_retire_no,522.0
480291519001,house_retire_no,435.0
480291409002,house_retire_no,286.0
480291417001,house_retire_no,684.0
480291417002,house_retire_no,641.0
480291505012,house_retire_no,351.0
480291505014,house_retire_no,269.0
480291604002,house_retire_no,552.0
480291604004,house_retire_no,149.0
480291604001,house_retire_no,190.0
480291604003,house_retire_no,267.0
480291611005,house_retire_no,289.0
480291611006,house_retire_no,150.0
480291611001,house_retire_no,819.0
480291611004,house_retire_no,374.0
480291611003,house_retire_no,213.0
480291611002,house_retire_no,254.0
480291813012,house_retire_no,601.0
480291813011,house_retire_no,1145.0
480291814021,house_retire_no,368.0
480291814022,house_retire_no,683.0
480291109001,house_retire_no,875.0
480291110003,house_retire_no,503.0
480291110002,house_retire_no,262.0
480291204001,house_retire_no,352.0
480291204005,house_retire_no,370.0
480291710004,house_retire_no,403.0
480291204003,house_retire_no,258.0
480291207021,house_retire_no,1227.0
480291704014,house_retire_no,264.0
480291710001,house_retire_no,319.0
480291710002,house_retire_no,181.0
480291717001,house_retire_no,517.0
480291717003,house_retire_no,201.0
480291215013,house_retire_no,771.0
480291215011,house_retire_no,445.0
480291215074,house_retire_no,317.0
480291215071,house_retire_no,193.0
480291215072,house_retire_no,351.0
480291312002,house_retire_no,425.0
480291401002,house_retire_no,189.0
480291401001,house_retire_no,238.0
480291404004,house_retire_no,204.0
480291101002,house_retire_no,402.0
480291209022,house_retire_no,530.0
480291209021,house_retire_no,802.0
480291214033,house_retire_no,627.0
480291214031,house_retire_no,735.0
480291216042,house_retire_no,276.0
480291216043,house_retire_no,276.0
480291306004,house_retire_no,419.0
480291207022,house_retire_no,365.0
480291213003,house_retire_no,188.0
480291213001,house_retire_no,767.0
480291703004,house_retire_no,164.0
480291703002,house_retire_no,123.0
480291703006,house_retire_no,219.0
480291703005,house_retire_no,419.0
480291703003,house_retire_no,178.0
480291704024,house_retire_no,149.0
480291704021,house_retire_no,475.0
480291706001,house_retire_no,305.0
480291706004,house_retire_no,307.0
480291706003,house_retire_no,268.0
480291707003,house_retire_no,657.0
480291707002,house_retire_no,218.0
480291212044,house_retire_no,442.0
480291212043,house_retire_no,457.0
480291404001,house_retire_no,257.0
480291404002,house_retire_no,337.0
480291504003,house_retire_no,639.0
480291215052,house_retire_no,172.0
480291403002,house_retire_no,313.0
480291403003,house_retire_no,253.0
480291520001,house_retire_no,691.0
480291701011,house_retire_no,239.0
480291701012,house_retire_no,435.0
480291718022,house_retire_no,423.0
480291718025,house_retire_no,149.0
480291718023,house_retire_no,406.0
480291408004,house_retire_no,273.0
480291408001,house_retire_no,299.0
480291408005,house_retire_no,314.0
480291408003,house_retire_no,160.0
480291408002,house_retire_no,372.0
480291505023,house_retire_no,229.0
480291505022,house_retire_no,379.0
480291505021,house_retire_no,317.0
480291507006,house_retire_no,90.0
480291507001,house_retire_no,242.0
480291507003,house_retire_no,285.0
480291601004,house_retire_no,728.0
480291601003,house_retire_no,409.0
480291601001,house_retire_no,258.0
480291813023,house_retire_no,571.0
480291809021,house_retire_no,360.0
480291809023,house_retire_no,444.0
480291809022,house_retire_no,446.0
480291809025,house_retire_no,494.0
480291810031,house_retire_no,802.0
480291810051,house_retire_no,800.0
480291810052,house_retire_no,269.0
480291815061,house_retire_no,168.0
480291815062,house_retire_no,353.0
480291817151,house_retire_no,322.0
480291203002,house_retire_no,251.0
480291203003,house_retire_no,419.0
480291203005,house_retire_no,290.0
480291205013,house_retire_no,389.0
480291205015,house_retire_no,279.0
480291205012,house_retire_no,531.0
480291205014,house_retire_no,440.0
480291211152,house_retire_no,587.0
480291211153,house_retire_no,410.0
480291211172,house_retire_no,383.0
480291211171,house_retire_no,657.0
480291720021,house_retire_no,1056.0
480291817031,house_retire_no,1061.0
480291817032,house_retire_no,574.0
480291803003,house_retire_no,336.0
480291803001,house_retire_no,283.0
480291803002,house_retire_no,366.0
480291817161,house_retire_no,724.0
480291910034,house_retire_no,291.0
480291910035,house_retire_no,205.0
480291910033,house_retire_no,293.0
480291910031,house_retire_no,270.0
480291910032,house_retire_no,1514.0
480291214041,house_retire_no,466.0
480291214042,house_retire_no,784.0
480291214043,house_retire_no,448.0
480291313001,house_retire_no,334.0
480291313004,house_retire_no,283.0
480291316061,house_retire_no,581.0
480291103003,house_retire_no,162.0
480291103002,house_retire_no,354.0
480291201001,house_retire_no,876.0
480291206002,house_retire_no,261.0
480291206003,house_retire_no,345.0
480291206006,house_retire_no,178.0
480291206005,house_retire_no,256.0
480291517003,house_retire_no,338.0
480291517002,house_retire_no,356.0
480291517001,house_retire_no,472.0
480291607013,house_retire_no,219.0
480291306001,house_retire_no,283.0
480291306003,house_retire_no,301.0
480291306002,house_retire_no,269.0
480291402003,house_retire_no,197.0
480291402002,house_retire_no,201.0
480291402001,house_retire_no,205.0
480291402004,house_retire_no,153.0
480291309001,house_retire_no,684.0
480291717004,house_retire_no,426.0
480291719035,house_retire_no,314.0
480291717006,house_retire_no,370.0
480291719032,house_retire_no,274.0
480291719034,house_retire_no,285.0
480291509002,house_retire_no,195.0
480291509001,house_retire_no,307.0
480291509005,house_retire_no,412.0
480291705003,house_retire_no,335.0
480291705004,house_retire_no,238.0
480291705002,house_retire_no,399.0
480291805042,house_retire_no,654.0
480291205025,house_retire_no,343.0
480291205023,house_retire_no,173.0
480291205026,house_retire_no,197.0
480291205024,house_retire_no,190.0
480291207012,house_retire_no,373.0
480291207011,house_retire_no,274.0
480291302002,house_retire_no,188.0
480291410003,house_retire_no,453.0
480291410002,house_retire_no,573.0
480291516001,house_retire_no,638.0
480291516004,house_retire_no,351.0
480291516002,house_retire_no,285.0
480291817051,house_retire_no,648.0
480291817052,house_retire_no,546.0
480291512002,house_retire_no,932.0
480291606001,house_retire_no,285.0
480291606003,house_retire_no,558.0
480291419003,house_retire_no,380.0
480291419002,house_retire_no,544.0
480291515003,house_retire_no,266.0
480291515002,house_retire_no,230.0
480291603003,house_retire_no,222.0
480291603002,house_retire_no,276.0
480291603005,house_retire_no,403.0
480291612001,house_retire_no,211.0
480291612002,house_retire_no,483.0
480291804003,house_retire_no,149.0
480291804001,house_retire_no,558.0
480291807012,house_retire_no,1377.0
480291811004,house_retire_no,259.0
480291811002,house_retire_no,288.0
480291811003,house_retire_no,699.0
480291909015,house_retire_no,314.0
480291909013,house_retire_no,251.0
480291809014,house_retire_no,238.0
480291813031,house_retire_no,589.0
480291815041,house_retire_no,711.0
480291815042,house_retire_no,1276.0
480291816012,house_retire_no,559.0
480291906011,house_retire_no,386.0
480291818091,house_retire_no,409.0
480291818092,house_retire_no,797.0
480291818094,house_retire_no,379.0
480291906013,house_retire_no,307.0
480291910041,house_retire_no,394.0
480291910043,house_retire_no,189.0
480291813022,house_retire_no,961.0
480291212063,house_retire_no,200.0
480291212061,house_retire_no,323.0
480291212065,house_retire_no,503.0
480291212062,house_retire_no,226.0
480291214022,house_retire_no,306.0
480291214021,house_retire_no,1286.0
480291218031,house_retire_no,370.0
480291218032,house_retire_no,204.0
480291218033,house_retire_no,654.0
480291218041,house_retire_no,642.0
480291218042,house_retire_no,718.0
480291218043,house_retire_no,624.0
480291308001,house_retire_no,893.0
480291308004,house_retire_no,308.0
480291308002,house_retire_no,250.0
480291308003,house_retire_no,75.0
480291311003,house_retire_no,246.0
480291311002,house_retire_no,185.0
480291602002,house_retire_no,232.0
480291817134,house_retire_no,607.0
480291817132,house_retire_no,339.0
480291817133,house_retire_no,532.0
480291815054,house_retire_no,324.0
480291815053,house_retire_no,260.0
480291815051,house_retire_no,199.0
480291817042,house_retire_no,337.0
480291817044,house_retire_no,263.0
480291817111,house_retire_no,648.0
480291907002,house_retire_no,348.0
480291907003,house_retire_no,439.0
480291607011,house_retire_no,356.0
480291607012,house_retire_no,260.0
480291718011,house_retire_no,339.0
480291718013,house_retire_no,464.0
480291718014,house_retire_no,264.0
480291718012,house_retire_no,400.0
480291802013,house_retire_no,757.0
480291802012,house_retire_no,299.0
480291802014,house_retire_no,374.0
480291802011,house_retire_no,157.0
480291812001,house_retire_no,214.0
480291812004,house_retire_no,483.0
480291812002,house_retire_no,189.0
480291812005,house_retire_no,293.0
480291514004,house_retire_no,194.0
480291511003,house_retire_no,184.0
480291511001,house_retire_no,196.0
480291514001,house_retire_no,279.0
480291514002,house_retire_no,313.0
480291905012,house_retire_no,348.0
480291905013,house_retire_no,238.0
480291905011,house_retire_no,272.0
480291908001,house_retire_no,326.0
480291908002,house_retire_no,325.0
480291909011,house_retire_no,344.0
480291909012,house_retire_no,649.0
480291909021,house_retire_no,520.0
480291909023,house_retire_no,199.0
480291810012,house_retire_no,669.0
480291810042,house_retire_no,1496.0
480291810041,house_retire_no,963.0
480291901004,house_retire_no,297.0
480291901003,house_retire_no,327.0
480291901002,house_retire_no,316.0
480291719021,house_retire_no,1148.0
480291311001,house_retire_no,173.0
480291203008,house_retire_no,254.0
480291203007,house_retire_no,178.0
480291501001,house_retire_no,571.0
480291501004,house_retire_no,437.0
480291506004,house_retire_no,337.0
480291506003,house_retire_no,277.0
480291511007,house_retire_no,337.0
480291511005,house_retire_no,259.0
480291511004,house_retire_no,344.0
480291918042,house_retire_no,679.0
480291918041,house_retire_no,375.0
480291210004,house_retire_no,318.0
480291210003,house_retire_no,693.0
480291210005,house_retire_no,464.0
480291210006,house_retire_no,276.0
480291211102,house_retire_no,411.0
480291215062,house_retire_no,257.0
480291215061,house_retire_no,268.0
480291305001,house_retire_no,174.0
480291305003,house_retire_no,687.0
480291305002,house_retire_no,275.0
480291305004,house_retire_no,209.0
480291904003,house_retire_no,321.0
480291211081,house_retire_no,278.0
480291211083,house_retire_no,988.0
480291211084,house_retire_no,390.0
480291207015,house_retire_no,438.0
480291215042,house_retire_no,133.0
480291215041,house_retire_no,428.0
480291503001,house_retire_no,173.0
480291503004,house_retire_no,385.0
480291503003,house_retire_no,230.0
480291602003,house_retire_no,231.0
480291508002,house_retire_no,198.0
480291508003,house_retire_no,327.0
480291712003,house_retire_no,456.0
480291418001,house_retire_no,269.0
480291418002,house_retire_no,188.0
480291512005,house_retire_no,863.0
480291512003,house_retire_no,211.0
480291512001,house_retire_no,247.0
480291107001,house_retire_no,524.0
480291904001,house_retire_no,257.0
480291719121,house_retire_no,1420.0
480291817122,house_retire_no,411.0
480291816023,house_retire_no,351.0
480291816021,house_retire_no,225.0
480291818081,house_retire_no,571.0
480291821021,house_retire_no,383.0
480291911011,house_retire_no,319.0
480291911012,house_retire_no,240.0
480291219082,house_retire_no,505.0
480291219091,house_retire_no,1057.0
480291219092,house_retire_no,1313.0
480291219101,house_retire_no,1361.0
480291219102,house_retire_no,298.0
480291304011,house_retire_no,219.0
480291304012,house_retire_no,304.0
480291304013,house_retire_no,360.0
480291304014,house_retire_no,221.0
480291304021,house_retire_no,298.0
480291304022,house_retire_no,511.0
480291304023,house_retire_no,356.0
480291314011,house_retire_no,1445.0
480291314012,house_retire_no,981.0
480291314021,house_retire_no,211.0
480291719182,house_retire_no,438.0
480291719184,house_retire_no,432.0
480291719191,house_retire_no,1225.0
480291719202,house_retire_no,1300.0
480291719211,house_retire_no,636.0
480291719213,house_retire_no,278.0
480291719221,house_retire_no,850.0
480291719232,house_retire_no,356.0
480291719233,house_retire_no,1008.0
480291719241,house_retire_no,1939.0
480291720022,house_retire_no,1473.0
480291719242,house_retire_no,570.0
480291719252,house_retire_no,666.0
480291719254,house_retire_no,827.0
480291720031,house_retire_no,634.0
480291720032,house_retire_no,683.0
480291720051,house_retire_no,1149.0
480291720052,house_retire_no,1501.0
480291720062,house_retire_no,430.0
480291720063,house_retire_no,527.0
480291720072,house_retire_no,489.0
480291720073,house_retire_no,876.0
480291801012,house_retire_no,395.0
480291315031,house_retire_no,315.0
480291315032,house_retire_no,274.0
480291315041,house_retire_no,309.0
480291315042,house_retire_no,207.0
480291315051,house_retire_no,481.0
480291315052,house_retire_no,448.0
480291315062,house_retire_no,607.0
480291316081,house_retire_no,693.0
480291315071,house_retire_no,739.0
480291315073,house_retire_no,649.0
480291316012,house_retire_no,580.0
480291316082,house_retire_no,775.0
480291316092,house_retire_no,540.0
480291316093,house_retire_no,683.0
480291316102,house_retire_no,521.0
480291316111,house_retire_no,250.0
480291316131,house_retire_no,334.0
480291316132,house_retire_no,639.0
480291316142,house_retire_no,86.0
480291316151,house_retire_no,855.0
480291316153,house_retire_no,288.0
480291316154,house_retire_no,302.0
480291318012,house_retire_no,125.0
480291318021,house_retire_no,421.0
480291318023,house_retire_no,507.0
480291411011,house_retire_no,501.0
480291411013,house_retire_no,412.0
480291411021,house_retire_no,357.0
480291411023,house_retire_no,481.0
480291414022,house_retire_no,419.0
480291414032,house_retire_no,956.0
480291414041,house_retire_no,544.0
480291414043,house_retire_no,490.0
480291416002,house_retire_no,490.0
480291513011,house_retire_no,290.0
480291513012,house_retire_no,257.0
480291513013,house_retire_no,342.0
480291513014,house_retire_no,647.0
480291513021,house_retire_no,412.0
480291513022,house_retire_no,427.0
480291521003,house_retire_no,152.0
480291521004,house_retire_no,502.0
480291522011,house_retire_no,702.0
480291522012,house_retire_no,610.0
480291522013,house_retire_no,521.0
480291522021,house_retire_no,711.0
480291605011,house_retire_no,499.0
480291605012,house_retire_no,282.0
480291605021,house_retire_no,197.0
480291609013,house_retire_no,285.0
480291605022,house_retire_no,226.0
480291605024,house_retire_no,263.0
480291609011,house_retire_no,195.0
480291609021,house_retire_no,429.0
480291609023,house_retire_no,350.0
480291613022,house_retire_no,387.0
480291613032,house_retire_no,477.0
480291613041,house_retire_no,378.0
480291614001,house_retire_no,396.0
480291615031,house_retire_no,470.0
480291615033,house_retire_no,195.0
480291615041,house_retire_no,364.0
480291618011,house_retire_no,666.0
480291618012,house_retire_no,238.0
480291618022,house_retire_no,856.0
480291619011,house_retire_no,271.0
480291619022,house_retire_no,648.0
480291619023,house_retire_no,978.0
480291620032,house_retire_no,303.0
480291620033,house_retire_no,214.0
480291620042,house_retire_no,518.0
480291713011,house_retire_no,231.0
480291713021,house_retire_no,155.0
480291713022,house_retire_no,269.0
480291716011,house_retire_no,456.0
480291716013,house_retire_no,429.0
480291716021,house_retire_no,603.0
480291719022,house_retire_no,1374.0
480291719023,house_retire_no,2184.0
480291719131,house_retire_no,1169.0
480291719132,house_retire_no,391.0
480291719142,house_retire_no,437.0
480291719143,house_retire_no,466.0
480291719161,house_retire_no,734.0
480291719162,house_retire_no,440.0
480291719171,house_retire_no,850.0
480291719172,house_retire_no,1301.0
480291215053,house_retire_no,424.0
480291216051,house_retire_no,324.0
480291216052,house_retire_no,157.0
480291216062,house_retire_no,1022.0
480291216063,house_retire_no,336.0
480291217011,house_retire_no,345.0
480291217012,house_retire_no,183.0
480291217014,house_retire_no,347.0
480291217021,house_retire_no,872.0
480291217023,house_retire_no,667.0
480291218081,house_retire_no,130.0
480291218091,house_retire_no,227.0
480291218092,house_retire_no,586.0
480291218101,house_retire_no,863.0
