block_group,household_int_div_rent,count_household_int_div_rent
480291801021,house_int_div_rent_yes,94.0
480291806044,house_int_div_rent_yes,67.0
480291801022,house_int_div_rent_yes,68.0
480291806041,house_int_div_rent_yes,37.0
480291806042,house_int_div_rent_yes,144.0
480291806045,house_int_div_rent_yes,70.0
480291810033,house_int_div_rent_yes,14.0
480291813032,house_int_div_rent_yes,15.0
480291814032,house_int_div_rent_yes,49.0
480291814033,house_int_div_rent_yes,65.0
480291814042,house_int_div_rent_yes,86.0
480291815032,house_int_div_rent_yes,149.0
480291817112,house_int_div_rent_yes,77.0
480291817113,house_int_div_rent_yes,270.0
480291817153,house_int_div_rent_yes,11.0
480291817162,house_int_div_rent_yes,0.0
480291817163,house_int_div_rent_yes,160.0
480291817164,house_int_div_rent_yes,32.0
480291817183,house_int_div_rent_yes,84.0
480291817201,house_int_div_rent_yes,490.0
480291817202,house_int_div_rent_yes,15.0
480291817211,house_int_div_rent_yes,104.0
480291817212,house_int_div_rent_yes,66.0
480291817231,house_int_div_rent_yes,76.0
480291817221,house_int_div_rent_yes,68.0
480291817222,house_int_div_rent_yes,104.0
480291817223,house_int_div_rent_yes,162.0
480291817232,house_int_div_rent_yes,70.0
480291817233,house_int_div_rent_yes,61.0
480291817241,house_int_div_rent_yes,111.0
480291817242,house_int_div_rent_yes,191.0
480291817251,house_int_div_rent_yes,53.0
480291817261,house_int_div_rent_yes,60.0
480291817262,house_int_div_rent_yes,30.0
480291817271,house_int_div_rent_yes,104.0
480291817272,house_int_div_rent_yes,12.0
480291817282,house_int_div_rent_yes,164.0
480291817291,house_int_div_rent_yes,395.0
480291817302,house_int_div_rent_yes,112.0
480291817311,house_int_div_rent_yes,62.0
480291817313,house_int_div_rent_yes,145.0
480291817314,house_int_div_rent_yes,184.0
480291818131,house_int_div_rent_yes,177.0
480291818133,house_int_div_rent_yes,73.0
480291818141,house_int_div_rent_yes,342.0
480291818151,house_int_div_rent_yes,200.0
480291818152,house_int_div_rent_yes,189.0
480291818162,house_int_div_rent_yes,229.0
480291818171,house_int_div_rent_yes,134.0
480291818181,house_int_div_rent_yes,260.0
480291818182,house_int_div_rent_yes,199.0
480291818191,house_int_div_rent_yes,0.0
480291818192,house_int_div_rent_yes,277.0
480291818202,house_int_div_rent_yes,143.0
480291818211,house_int_div_rent_yes,115.0
480291818221,house_int_div_rent_yes,42.0
480291818222,house_int_div_rent_yes,147.0
480291818231,house_int_div_rent_yes,118.0
480291818241,house_int_div_rent_yes,120.0
480291912012,house_int_div_rent_yes,96.0
480291910064,house_int_div_rent_yes,26.0
480291912011,house_int_div_rent_yes,126.0
480291912021,house_int_div_rent_yes,104.0
480291912022,house_int_div_rent_yes,37.0
480291912023,house_int_div_rent_yes,69.0
480291912024,house_int_div_rent_yes,129.0
480291913031,house_int_div_rent_yes,198.0
480291913041,house_int_div_rent_yes,55.0
480291913042,house_int_div_rent_yes,25.0
480291914062,house_int_div_rent_yes,331.0
480291914063,house_int_div_rent_yes,297.0
480291914082,house_int_div_rent_yes,23.0
480291914101,house_int_div_rent_yes,17.0
480291914102,house_int_div_rent_yes,44.0
480291914103,house_int_div_rent_yes,35.0
480291914111,house_int_div_rent_yes,116.0
480291914112,house_int_div_rent_yes,301.0
480291818242,house_int_div_rent_yes,92.0
480291818251,house_int_div_rent_yes,56.0
480291818252,house_int_div_rent_yes,204.0
480291818261,house_int_div_rent_yes,152.0
480291818262,house_int_div_rent_yes,114.0
480291818263,house_int_div_rent_yes,102.0
480291818264,house_int_div_rent_yes,116.0
480291819011,house_int_div_rent_yes,48.0
480291819012,house_int_div_rent_yes,307.0
480291819021,house_int_div_rent_yes,508.0
480291819022,house_int_div_rent_yes,235.0
480291820011,house_int_div_rent_yes,155.0
480291820012,house_int_div_rent_yes,126.0
480291820021,house_int_div_rent_yes,538.0
480291820023,house_int_div_rent_yes,366.0
480291820032,house_int_div_rent_yes,100.0
480291821012,house_int_div_rent_yes,433.0
480291821022,house_int_div_rent_yes,207.0
480291821023,house_int_div_rent_yes,262.0
480291821061,house_int_div_rent_yes,358.0
480291918142,house_int_div_rent_yes,172.0
480291918151,house_int_div_rent_yes,268.0
480291918161,house_int_div_rent_yes,300.0
480291918162,house_int_div_rent_yes,140.0
480291918172,house_int_div_rent_yes,348.0
480291919001,house_int_div_rent_yes,154.0
480291919003,house_int_div_rent_yes,0.0
480291919004,house_int_div_rent_yes,14.0
480291920001,house_int_div_rent_yes,196.0
480291920002,house_int_div_rent_yes,82.0
480291920004,house_int_div_rent_yes,51.0
480291920005,house_int_div_rent_yes,0.0
480291921002,house_int_div_rent_yes,137.0
480291922001,house_int_div_rent_yes,16.0
480291923001,house_int_div_rent_yes,90.0
480291923002,house_int_div_rent_yes,307.0
480291923003,house_int_div_rent_yes,217.0
480291923004,house_int_div_rent_yes,100.0
480299800011,house_int_div_rent_yes,0.0
480299800021,house_int_div_rent_yes,0.0
480299800031,house_int_div_rent_yes,16.0
480299800041,house_int_div_rent_yes,0.0
480299800051,house_int_div_rent_yes,4.0
480299801001,house_int_div_rent_yes,12.0
480291805033,house_int_div_rent_yes,63.0
480291704011,house_int_div_rent_yes,11.0
480291914081,house_int_div_rent_yes,99.0
480291914091,house_int_div_rent_yes,143.0
480291412006,house_int_div_rent_yes,51.0
480291412003,house_int_div_rent_yes,0.0
480291501002,house_int_div_rent_yes,25.0
480291407002,house_int_div_rent_yes,22.0
480291413002,house_int_div_rent_yes,169.0
480291414021,house_int_div_rent_yes,63.0
480291806022,house_int_div_rent_yes,126.0
480291101003,house_int_div_rent_yes,55.0
480291211121,house_int_div_rent_yes,230.0
480291519002,house_int_div_rent_yes,18.0
480291409001,house_int_div_rent_yes,14.0
480291505011,house_int_div_rent_yes,7.0
480291505013,house_int_div_rent_yes,18.0
480291110001,house_int_div_rent_yes,9.0
480291204002,house_int_div_rent_yes,111.0
480291204006,house_int_div_rent_yes,273.0
480291204004,house_int_div_rent_yes,213.0
480291710005,house_int_div_rent_yes,28.0
480291710003,house_int_div_rent_yes,0.0
480291717005,house_int_div_rent_yes,34.0
480291213004,house_int_div_rent_yes,163.0
480291215012,house_int_div_rent_yes,95.0
480291215073,house_int_div_rent_yes,46.0
480291312001,house_int_div_rent_yes,17.0
480291404003,house_int_div_rent_yes,25.0
480291101001,house_int_div_rent_yes,58.0
480291209023,house_int_div_rent_yes,35.0
480291214032,house_int_div_rent_yes,72.0
480291216041,house_int_div_rent_yes,181.0
480291216044,house_int_div_rent_yes,70.0
480291207023,house_int_div_rent_yes,215.0
480291213002,house_int_div_rent_yes,112.0
480291703001,house_int_div_rent_yes,38.0
480291704022,house_int_div_rent_yes,0.0
480291704023,house_int_div_rent_yes,9.0
480291706002,house_int_div_rent_yes,0.0
480291707001,house_int_div_rent_yes,8.0
480291212041,house_int_div_rent_yes,67.0
480291212045,house_int_div_rent_yes,14.0
480291416001,house_int_div_rent_yes,45.0
480291215051,house_int_div_rent_yes,51.0
480291403001,house_int_div_rent_yes,35.0
480291701013,house_int_div_rent_yes,6.0
480291718021,house_int_div_rent_yes,34.0
480291718024,house_int_div_rent_yes,0.0
480291507005,house_int_div_rent_yes,24.0
480291507002,house_int_div_rent_yes,43.0
480291507004,house_int_div_rent_yes,6.0
480291601002,house_int_div_rent_yes,36.0
480291813021,house_int_div_rent_yes,101.0
480291815063,house_int_div_rent_yes,63.0
480291809024,house_int_div_rent_yes,60.0
480291810032,house_int_div_rent_yes,0.0
480291810053,house_int_div_rent_yes,38.0
480291817152,house_int_div_rent_yes,24.0
480291203001,house_int_div_rent_yes,189.0
480291205011,house_int_div_rent_yes,26.0
480291205016,house_int_div_rent_yes,44.0
480291205017,house_int_div_rent_yes,0.0
480291211151,house_int_div_rent_yes,134.0
480291211173,house_int_div_rent_yes,133.0
480291815031,house_int_div_rent_yes,138.0
480291215082,house_int_div_rent_yes,18.0
480291914054,house_int_div_rent_yes,117.0
480291709002,house_int_div_rent_yes,10.0
480291615012,house_int_div_rent_yes,26.0
480291615014,house_int_div_rent_yes,49.0
480291701023,house_int_div_rent_yes,18.0
480291711002,house_int_div_rent_yes,23.0
480291807024,house_int_div_rent_yes,12.0
480291807021,house_int_div_rent_yes,61.0
480291809013,house_int_div_rent_yes,18.0
480291108003,house_int_div_rent_yes,45.0
480291211163,house_int_div_rent_yes,149.0
480291212034,house_int_div_rent_yes,29.0
480291212033,house_int_div_rent_yes,49.0
480291817181,house_int_div_rent_yes,90.0
480291902005,house_int_div_rent_yes,130.0
480291902002,house_int_div_rent_yes,54.0
480291802024,house_int_div_rent_yes,32.0
480291802022,house_int_div_rent_yes,36.0
480291805014,house_int_div_rent_yes,44.0
480291808003,house_int_div_rent_yes,22.0
480291708001,house_int_div_rent_yes,13.0
480291106001,house_int_div_rent_yes,0.0
480291510002,house_int_div_rent_yes,15.0
480291510003,house_int_div_rent_yes,39.0
480291607021,house_int_div_rent_yes,6.0
480291607022,house_int_div_rent_yes,42.0
480291215083,house_int_div_rent_yes,44.0
480291216011,house_int_div_rent_yes,68.0
480291218022,house_int_div_rent_yes,37.0
480291303004,house_int_div_rent_yes,7.0
480291303003,house_int_div_rent_yes,0.0
480291909014,house_int_div_rent_yes,0.0
480291809011,house_int_div_rent_yes,50.0
480291815043,house_int_div_rent_yes,78.0
480291816011,house_int_div_rent_yes,21.0
480291818093,house_int_div_rent_yes,44.0
480291821011,house_int_div_rent_yes,331.0
480291906012,house_int_div_rent_yes,0.0
480291910042,house_int_div_rent_yes,49.0
480291212052,house_int_div_rent_yes,24.0
480291212064,house_int_div_rent_yes,113.0
480291212066,house_int_div_rent_yes,103.0
480291602001,house_int_div_rent_yes,10.0
480291817131,house_int_div_rent_yes,154.0
480291815052,house_int_div_rent_yes,132.0
480291817041,house_int_div_rent_yes,137.0
480291817043,house_int_div_rent_yes,88.0
480291907001,house_int_div_rent_yes,113.0
480291812003,house_int_div_rent_yes,133.0
480291511006,house_int_div_rent_yes,11.0
480291514003,house_int_div_rent_yes,35.0
480291909022,house_int_div_rent_yes,109.0
480291810011,house_int_div_rent_yes,112.0
480291821031,house_int_div_rent_yes,284.0
480291901001,house_int_div_rent_yes,19.0
480291817033,house_int_div_rent_yes,283.0
480291803004,house_int_div_rent_yes,17.0
480291313003,house_int_div_rent_yes,38.0
480291313002,house_int_div_rent_yes,75.0
480291103001,house_int_div_rent_yes,75.0
480291206007,house_int_div_rent_yes,39.0
480291206004,house_int_div_rent_yes,174.0
480291206001,house_int_div_rent_yes,33.0
480291517005,house_int_div_rent_yes,0.0
480291517004,house_int_div_rent_yes,0.0
480291719031,house_int_div_rent_yes,0.0
480291717002,house_int_div_rent_yes,15.0
480291719033,house_int_div_rent_yes,80.0
480291509004,house_int_div_rent_yes,76.0
480291509003,house_int_div_rent_yes,29.0
480291705001,house_int_div_rent_yes,35.0
480291805041,house_int_div_rent_yes,36.0
480291205022,house_int_div_rent_yes,29.0
480291205021,house_int_div_rent_yes,51.0
480291207014,house_int_div_rent_yes,133.0
480291302001,house_int_div_rent_yes,7.0
480291410001,house_int_div_rent_yes,22.0
480291516005,house_int_div_rent_yes,35.0
480291516003,house_int_div_rent_yes,40.0
480291817053,house_int_div_rent_yes,40.0
480291606002,house_int_div_rent_yes,30.0
480291419001,house_int_div_rent_yes,79.0
480291515001,house_int_div_rent_yes,23.0
480291603001,house_int_div_rent_yes,23.0
480291603004,house_int_div_rent_yes,10.0
480291613021,house_int_div_rent_yes,49.0
480291804002,house_int_div_rent_yes,17.0
480291807011,house_int_div_rent_yes,113.0
480291811001,house_int_div_rent_yes,105.0
480291211082,house_int_div_rent_yes,200.0
480291203004,house_int_div_rent_yes,262.0
480291203006,house_int_div_rent_yes,119.0
480291506002,house_int_div_rent_yes,10.0
480291506001,house_int_div_rent_yes,26.0
480291511002,house_int_div_rent_yes,11.0
480291105001,house_int_div_rent_yes,21.0
480291210002,house_int_div_rent_yes,39.0
480291210001,house_int_div_rent_yes,45.0
480291211101,house_int_div_rent_yes,131.0
480291215063,house_int_div_rent_yes,11.0
480291315033,house_int_div_rent_yes,60.0
480291315043,house_int_div_rent_yes,107.0
480291315061,house_int_div_rent_yes,9.0
480291315072,house_int_div_rent_yes,16.0
480291316062,house_int_div_rent_yes,90.0
480291316091,house_int_div_rent_yes,65.0
480291316101,house_int_div_rent_yes,53.0
480291316121,house_int_div_rent_yes,61.0
480291316141,house_int_div_rent_yes,66.0
480291316152,house_int_div_rent_yes,70.0
480291318011,house_int_div_rent_yes,122.0
480291318022,house_int_div_rent_yes,116.0
480291411012,house_int_div_rent_yes,9.0
480291522022,house_int_div_rent_yes,60.0
480291411022,house_int_div_rent_yes,0.0
480291414031,house_int_div_rent_yes,94.0
480291414042,house_int_div_rent_yes,72.0
480291605013,house_int_div_rent_yes,5.0
480291605023,house_int_div_rent_yes,7.0
480291609012,house_int_div_rent_yes,27.0
480291609022,house_int_div_rent_yes,10.0
480291613031,house_int_div_rent_yes,34.0
480291613042,house_int_div_rent_yes,21.0
480291615032,house_int_div_rent_yes,28.0
480291615042,house_int_div_rent_yes,12.0
480291618021,house_int_div_rent_yes,89.0
480291619021,house_int_div_rent_yes,76.0
480291620031,house_int_div_rent_yes,82.0
480291620041,house_int_div_rent_yes,9.0
480291713012,house_int_div_rent_yes,49.0
480291716012,house_int_div_rent_yes,13.0
480291716022,house_int_div_rent_yes,7.0
480291719122,house_int_div_rent_yes,11.0
480291719141,house_int_div_rent_yes,100.0
480291719151,house_int_div_rent_yes,115.0
480291719163,house_int_div_rent_yes,182.0
480291719181,house_int_div_rent_yes,129.0
480291215044,house_int_div_rent_yes,156.0
480291215064,house_int_div_rent_yes,71.0
480291216061,house_int_div_rent_yes,105.0
480291216064,house_int_div_rent_yes,72.0
480291217013,house_int_div_rent_yes,33.0
480291217022,house_int_div_rent_yes,196.0
480291218082,house_int_div_rent_yes,203.0
480291218093,house_int_div_rent_yes,97.0
480291218111,house_int_div_rent_yes,175.0
480291218122,house_int_div_rent_yes,31.0
480291218131,house_int_div_rent_yes,71.0
480291219041,house_int_div_rent_yes,89.0
480291219052,house_int_div_rent_yes,282.0
480291219071,house_int_div_rent_yes,91.0
480291211085,house_int_div_rent_yes,124.0
480291211191,house_int_div_rent_yes,30.0
480291211201,house_int_div_rent_yes,148.0
480291207013,house_int_div_rent_yes,31.0
480291215043,house_int_div_rent_yes,106.0
480291503002,house_int_div_rent_yes,17.0
480291418003,house_int_div_rent_yes,47.0
480291508001,house_int_div_rent_yes,5.0
480291712001,house_int_div_rent_yes,0.0
480291712002,house_int_div_rent_yes,0.0
480291512004,house_int_div_rent_yes,0.0
480291904002,house_int_div_rent_yes,189.0
480291817121,house_int_div_rent_yes,158.0
480291816024,house_int_div_rent_yes,40.0
480291816022,house_int_div_rent_yes,16.0
480291314022,house_int_div_rent_yes,93.0
480291719183,house_int_div_rent_yes,43.0
480291719201,house_int_div_rent_yes,101.0
480291719212,house_int_div_rent_yes,20.0
480291719231,house_int_div_rent_yes,112.0
480291719234,house_int_div_rent_yes,233.0
480291719251,house_int_div_rent_yes,34.0
480291719253,house_int_div_rent_yes,264.0
480291720023,house_int_div_rent_yes,154.0
480291720041,house_int_div_rent_yes,424.0
480291720061,house_int_div_rent_yes,192.0
480291720071,house_int_div_rent_yes,345.0
480291801011,house_int_div_rent_yes,67.0
480291714011,house_int_div_rent_yes,0.0
480291714022,house_int_div_rent_yes,10.0
480291715012,house_int_div_rent_yes,6.0
480291715023,house_int_div_rent_yes,10.0
480291917011,house_int_div_rent_yes,207.0
480291917022,house_int_div_rent_yes,246.0
480291918043,house_int_div_rent_yes,179.0
480291918111,house_int_div_rent_yes,422.0
480291918063,house_int_div_rent_yes,710.0
480291918081,house_int_div_rent_yes,237.0
480291918092,house_int_div_rent_yes,169.0
480291918131,house_int_div_rent_yes,296.0
480291817252,house_int_div_rent_yes,75.0
480291817263,house_int_div_rent_yes,231.0
480291817281,house_int_div_rent_yes,126.0
480291817301,house_int_div_rent_yes,70.0
480291817312,house_int_div_rent_yes,109.0
480291818112,house_int_div_rent_yes,133.0
480291818132,house_int_div_rent_yes,68.0
480291818142,house_int_div_rent_yes,188.0
480291818161,house_int_div_rent_yes,123.0
480291818172,house_int_div_rent_yes,111.0
480291818183,house_int_div_rent_yes,113.0
480291818201,house_int_div_rent_yes,0.0
480291818212,house_int_div_rent_yes,71.0
480291818223,house_int_div_rent_yes,158.0
480291905032,house_int_div_rent_yes,40.0
480291905042,house_int_div_rent_yes,11.0
480291906041,house_int_div_rent_yes,19.0
480291910051,house_int_div_rent_yes,32.0
480291910062,house_int_div_rent_yes,15.0
480291801013,house_int_div_rent_yes,26.0
480291801016,house_int_div_rent_yes,42.0
480291806031,house_int_div_rent_yes,70.0
480291806043,house_int_div_rent_yes,101.0
480291807026,house_int_div_rent_yes,33.0
480291814031,house_int_div_rent_yes,198.0
480291814041,house_int_div_rent_yes,408.0
480291815044,house_int_div_rent_yes,59.0
480291817154,house_int_div_rent_yes,0.0
480291820022,house_int_div_rent_yes,153.0
480291820031,house_int_div_rent_yes,196.0
480291821013,house_int_div_rent_yes,456.0
480291821051,house_int_div_rent_yes,206.0
480291910065,house_int_div_rent_yes,26.0
480291912013,house_int_div_rent_yes,43.0
480291918141,house_int_div_rent_yes,128.0
480291918152,house_int_div_rent_yes,192.0
480291918171,house_int_div_rent_yes,763.0
480291919002,house_int_div_rent_yes,31.0
480291919005,house_int_div_rent_yes,43.0
480291920003,house_int_div_rent_yes,59.0
480291921001,house_int_div_rent_yes,249.0
480291922002,house_int_div_rent_yes,19.0
480291805031,house_int_div_rent_no,211.0
480291805032,house_int_div_rent_no,517.0
480291704013,house_int_div_rent_no,409.0
480291704012,house_int_div_rent_no,174.0
480291914061,house_int_div_rent_no,857.0
480291914092,house_int_div_rent_no,1373.0
480291212042,house_int_div_rent_no,687.0
480291215081,house_int_div_rent_no,368.0
480291914051,house_int_div_rent_no,979.0
480291914052,house_int_div_rent_no,665.0
480291914053,house_int_div_rent_no,331.0
480291914055,house_int_div_rent_no,239.0
480291709001,house_int_div_rent_no,433.0
480291709003,house_int_div_rent_no,243.0
480291610002,house_int_div_rent_no,528.0
480291610001,house_int_div_rent_no,596.0
480291615015,house_int_div_rent_no,487.0
480291615011,house_int_div_rent_no,1087.0
480291615013,house_int_div_rent_no,374.0
480291711001,house_int_div_rent_no,507.0
480291620011,house_int_div_rent_no,497.0
480291701022,house_int_div_rent_no,260.0
480291701021,house_int_div_rent_no,331.0
480291807022,house_int_div_rent_no,430.0
480291807023,house_int_div_rent_no,174.0
480291807025,house_int_div_rent_no,175.0
480291809012,house_int_div_rent_no,385.0
480291809015,house_int_div_rent_no,290.0
480291106003,house_int_div_rent_no,312.0
480291108002,house_int_div_rent_no,264.0
480291108001,house_int_div_rent_no,301.0
480291208004,house_int_div_rent_no,181.0
480291208006,house_int_div_rent_no,183.0
480291208001,house_int_div_rent_no,111.0
480291208002,house_int_div_rent_no,307.0
480291208005,house_int_div_rent_no,141.0
480291208007,house_int_div_rent_no,213.0
480291208003,house_int_div_rent_no,372.0
480291211113,house_int_div_rent_no,487.0
480291211111,house_int_div_rent_no,329.0
480291211112,house_int_div_rent_no,550.0
480291211114,house_int_div_rent_no,603.0
480291211161,house_int_div_rent_no,706.0
480291211164,house_int_div_rent_no,550.0
480291211162,house_int_div_rent_no,126.0
480291211181,house_int_div_rent_no,454.0
480291211182,house_int_div_rent_no,1063.0
480291212031,house_int_div_rent_no,327.0
480291212032,house_int_div_rent_no,500.0
480291212051,house_int_div_rent_no,859.0
480291817182,house_int_div_rent_no,420.0
480291818111,house_int_div_rent_no,973.0
480291902003,house_int_div_rent_no,313.0
480291902004,house_int_div_rent_no,356.0
480291902001,house_int_div_rent_no,140.0
480291802021,house_int_div_rent_no,647.0
480291802023,house_int_div_rent_no,661.0
480291805013,house_int_div_rent_no,303.0
480291805012,house_int_div_rent_no,176.0
480291805011,house_int_div_rent_no,745.0
480291808002,house_int_div_rent_no,549.0
480291808001,house_int_div_rent_no,392.0
480291708002,house_int_div_rent_no,269.0
480291106002,house_int_div_rent_no,728.0
480291504001,house_int_div_rent_no,174.0
480291504002,house_int_div_rent_no,232.0
480291510001,house_int_div_rent_no,325.0
480291521002,house_int_div_rent_no,295.0
480291521001,house_int_div_rent_no,293.0
480291607024,house_int_div_rent_no,345.0
480291607023,house_int_div_rent_no,510.0
480291616002,house_int_div_rent_no,720.0
480291616001,house_int_div_rent_no,468.0
480291216012,house_int_div_rent_no,391.0
480291216013,house_int_div_rent_no,445.0
480291216014,house_int_div_rent_no,399.0
480291218021,house_int_div_rent_no,797.0
480291218023,house_int_div_rent_no,884.0
480291303002,house_int_div_rent_no,273.0
480291303001,house_int_div_rent_no,205.0
480291307002,house_int_div_rent_no,322.0
480291307001,house_int_div_rent_no,486.0
480291702004,house_int_div_rent_no,196.0
480291702006,house_int_div_rent_no,280.0
480291702002,house_int_div_rent_no,215.0
480291702005,house_int_div_rent_no,361.0
480291702001,house_int_div_rent_no,225.0
480291316011,house_int_div_rent_no,228.0
480291317001,house_int_div_rent_no,206.0
480291412004,house_int_div_rent_no,255.0
480291412001,house_int_div_rent_no,576.0
480291412005,house_int_div_rent_no,440.0
480291412002,house_int_div_rent_no,409.0
480291501003,house_int_div_rent_no,313.0
480291309002,house_int_div_rent_no,423.0
480291309003,house_int_div_rent_no,419.0
480291310003,house_int_div_rent_no,208.0
480291310004,house_int_div_rent_no,279.0
480291310001,house_int_div_rent_no,872.0
480291310002,house_int_div_rent_no,256.0
480291405003,house_int_div_rent_no,399.0
480291405002,house_int_div_rent_no,402.0
480291405001,house_int_div_rent_no,286.0
480291405004,house_int_div_rent_no,176.0
480291406002,house_int_div_rent_no,263.0
480291406001,house_int_div_rent_no,499.0
480291407003,house_int_div_rent_no,334.0
480291407001,house_int_div_rent_no,334.0
480291407004,house_int_div_rent_no,233.0
480291407005,house_int_div_rent_no,364.0
480291413001,house_int_div_rent_no,369.0
480291413003,house_int_div_rent_no,918.0
480291702003,house_int_div_rent_no,292.0
480291806023,house_int_div_rent_no,227.0
480291806021,house_int_div_rent_no,247.0
480291911021,house_int_div_rent_no,142.0
480291911022,house_int_div_rent_no,262.0
480291911023,house_int_div_rent_no,215.0
480291209012,house_int_div_rent_no,502.0
480291209011,house_int_div_rent_no,220.0
480291211122,house_int_div_rent_no,531.0
480291519001,house_int_div_rent_no,430.0
480291409002,house_int_div_rent_no,310.0
480291417001,house_int_div_rent_no,668.0
480291417002,house_int_div_rent_no,663.0
480291505012,house_int_div_rent_no,384.0
480291505014,house_int_div_rent_no,276.0
480291604002,house_int_div_rent_no,620.0
480291604004,house_int_div_rent_no,199.0
480291604001,house_int_div_rent_no,298.0
480291604003,house_int_div_rent_no,298.0
480291611005,house_int_div_rent_no,345.0
480291611006,house_int_div_rent_no,164.0
480291611001,house_int_div_rent_no,814.0
480291611004,house_int_div_rent_no,414.0
480291611003,house_int_div_rent_no,264.0
480291611002,house_int_div_rent_no,362.0
480291813012,house_int_div_rent_no,559.0
480291813011,house_int_div_rent_no,1172.0
480291814021,house_int_div_rent_no,357.0
480291814022,house_int_div_rent_no,688.0
480291109001,house_int_div_rent_no,735.0
480291110003,house_int_div_rent_no,479.0
480291110002,house_int_div_rent_no,241.0
480291204001,house_int_div_rent_no,262.0
480291204005,house_int_div_rent_no,212.0
480291710004,house_int_div_rent_no,450.0
480291204003,house_int_div_rent_no,123.0
480291207021,house_int_div_rent_no,867.0
480291704014,house_int_div_rent_no,279.0
480291710001,house_int_div_rent_no,358.0
480291710002,house_int_div_rent_no,178.0
480291717001,house_int_div_rent_no,616.0
480291717003,house_int_div_rent_no,227.0
480291215013,house_int_div_rent_no,851.0
480291215011,house_int_div_rent_no,393.0
480291215074,house_int_div_rent_no,317.0
480291215071,house_int_div_rent_no,263.0
480291215072,house_int_div_rent_no,353.0
480291312002,house_int_div_rent_no,421.0
480291401002,house_int_div_rent_no,220.0
480291401001,house_int_div_rent_no,270.0
480291404004,house_int_div_rent_no,224.0
480291101002,house_int_div_rent_no,445.0
480291209022,house_int_div_rent_no,541.0
480291209021,house_int_div_rent_no,899.0
480291214033,house_int_div_rent_no,621.0
480291214031,house_int_div_rent_no,841.0
480291216042,house_int_div_rent_no,349.0
480291216043,house_int_div_rent_no,276.0
480291306004,house_int_div_rent_no,436.0
480291207022,house_int_div_rent_no,226.0
480291213003,house_int_div_rent_no,271.0
480291213001,house_int_div_rent_no,843.0
480291703004,house_int_div_rent_no,201.0
480291703002,house_int_div_rent_no,130.0
480291703006,house_int_div_rent_no,280.0
480291703005,house_int_div_rent_no,440.0
480291703003,house_int_div_rent_no,208.0
480291704024,house_int_div_rent_no,157.0
480291704021,house_int_div_rent_no,511.0
480291706001,house_int_div_rent_no,323.0
480291706004,house_int_div_rent_no,320.0
480291706003,house_int_div_rent_no,318.0
480291707003,house_int_div_rent_no,691.0
480291707002,house_int_div_rent_no,261.0
480291212044,house_int_div_rent_no,429.0
480291212043,house_int_div_rent_no,406.0
480291404001,house_int_div_rent_no,265.0
480291404002,house_int_div_rent_no,401.0
480291504003,house_int_div_rent_no,703.0
480291215052,house_int_div_rent_no,199.0
480291403002,house_int_div_rent_no,306.0
480291403003,house_int_div_rent_no,291.0
480291520001,house_int_div_rent_no,687.0
480291701011,house_int_div_rent_no,240.0
480291701012,house_int_div_rent_no,419.0
480291718022,house_int_div_rent_no,501.0
480291718025,house_int_div_rent_no,204.0
480291718023,house_int_div_rent_no,400.0
480291408004,house_int_div_rent_no,289.0
480291408001,house_int_div_rent_no,335.0
480291408005,house_int_div_rent_no,328.0
480291408003,house_int_div_rent_no,167.0
480291408002,house_int_div_rent_no,396.0
480291505023,house_int_div_rent_no,272.0
480291505022,house_int_div_rent_no,365.0
480291505021,house_int_div_rent_no,324.0
480291507006,house_int_div_rent_no,84.0
480291507001,house_int_div_rent_no,238.0
480291507003,house_int_div_rent_no,285.0
480291601004,house_int_div_rent_no,744.0
480291601003,house_int_div_rent_no,416.0
480291601001,house_int_div_rent_no,337.0
480291813023,house_int_div_rent_no,604.0
480291809021,house_int_div_rent_no,420.0
480291809023,house_int_div_rent_no,474.0
480291809022,house_int_div_rent_no,449.0
480291809025,house_int_div_rent_no,491.0
480291810031,house_int_div_rent_no,865.0
480291810051,house_int_div_rent_no,882.0
480291810052,house_int_div_rent_no,277.0
480291815061,house_int_div_rent_no,173.0
480291815062,house_int_div_rent_no,387.0
480291817151,house_int_div_rent_no,331.0
480291203002,house_int_div_rent_no,206.0
480291203003,house_int_div_rent_no,415.0
480291203005,house_int_div_rent_no,237.0
480291205013,house_int_div_rent_no,464.0
480291205015,house_int_div_rent_no,293.0
480291205012,house_int_div_rent_no,604.0
480291205014,house_int_div_rent_no,508.0
480291211152,house_int_div_rent_no,629.0
480291211153,house_int_div_rent_no,488.0
480291211172,house_int_div_rent_no,372.0
480291211171,house_int_div_rent_no,665.0
480291720021,house_int_div_rent_no,1394.0
480291817031,house_int_div_rent_no,1000.0
480291817032,house_int_div_rent_no,589.0
480291803003,house_int_div_rent_no,345.0
480291803001,house_int_div_rent_no,315.0
480291803002,house_int_div_rent_no,448.0
480291817161,house_int_div_rent_no,801.0
480291910034,house_int_div_rent_no,312.0
480291910035,house_int_div_rent_no,232.0
480291910033,house_int_div_rent_no,338.0
480291910031,house_int_div_rent_no,256.0
480291910032,house_int_div_rent_no,1477.0
480291214041,house_int_div_rent_no,486.0
480291214042,house_int_div_rent_no,802.0
480291214043,house_int_div_rent_no,482.0
480291313001,house_int_div_rent_no,454.0
480291313004,house_int_div_rent_no,256.0
480291316061,house_int_div_rent_no,718.0
480291103003,house_int_div_rent_no,175.0
480291103002,house_int_div_rent_no,362.0
