block_group,house_income,count_house_income
480291817032,house_ann_inc_010_025,201.0
480291803003,house_ann_inc_010_025,58.0
480291803001,house_ann_inc_010_025,68.0
480291803002,house_ann_inc_010_025,84.0
480291817161,house_ann_inc_010_025,70.0
480291910034,house_ann_inc_010_025,27.0
480291910035,house_ann_inc_010_025,82.0
480291910033,house_ann_inc_010_025,180.0
480291910031,house_ann_inc_010_025,70.0
480291910032,house_ann_inc_010_025,267.0
480291214041,house_ann_inc_010_025,99.0
480291214042,house_ann_inc_010_025,253.0
480291214043,house_ann_inc_010_025,128.0
480291313001,house_ann_inc_010_025,98.0
480291313004,house_ann_inc_010_025,101.0
480291316061,house_ann_inc_010_025,134.0
480291103003,house_ann_inc_010_025,63.0
480291103002,house_ann_inc_010_025,88.0
480291201001,house_ann_inc_010_025,25.0
480291206002,house_ann_inc_010_025,65.0
480291206003,house_ann_inc_010_025,55.0
480291206006,house_ann_inc_010_025,0.0
480291206005,house_ann_inc_010_025,9.0
480291517003,house_ann_inc_010_025,58.0
480291517002,house_ann_inc_010_025,119.0
480291517001,house_ann_inc_010_025,63.0
480291607013,house_ann_inc_010_025,61.0
480291306001,house_ann_inc_010_025,111.0
480291306003,house_ann_inc_010_025,134.0
480291306002,house_ann_inc_010_025,94.0
480291402003,house_ann_inc_010_025,64.0
480291402002,house_ann_inc_010_025,32.0
480291402001,house_ann_inc_010_025,67.0
480291402004,house_ann_inc_010_025,33.0
480291309001,house_ann_inc_010_025,279.0
480291717004,house_ann_inc_010_025,147.0
480291719035,house_ann_inc_010_025,84.0
480291717006,house_ann_inc_010_025,136.0
480291719032,house_ann_inc_010_025,35.0
480291719034,house_ann_inc_010_025,36.0
480291509002,house_ann_inc_010_025,42.0
480291509001,house_ann_inc_010_025,30.0
480291509005,house_ann_inc_010_025,93.0
480291705003,house_ann_inc_010_025,120.0
480291705004,house_ann_inc_010_025,40.0
480291705002,house_ann_inc_010_025,47.0
480291805042,house_ann_inc_010_025,140.0
480291205025,house_ann_inc_010_025,89.0
480291205023,house_ann_inc_010_025,61.0
480291205026,house_ann_inc_010_025,30.0
480291205024,house_ann_inc_010_025,26.0
480291207012,house_ann_inc_010_025,133.0
480291207011,house_ann_inc_010_025,21.0
480291302002,house_ann_inc_010_025,49.0
480291410003,house_ann_inc_010_025,178.0
480291410002,house_ann_inc_010_025,237.0
480291516001,house_ann_inc_010_025,223.0
480291516004,house_ann_inc_010_025,26.0
480291516002,house_ann_inc_010_025,117.0
480291817051,house_ann_inc_010_025,126.0
480291817052,house_ann_inc_010_025,21.0
480291512002,house_ann_inc_010_025,356.0
480291606001,house_ann_inc_010_025,94.0
480291606003,house_ann_inc_010_025,227.0
480291419003,house_ann_inc_010_025,128.0
480291419002,house_ann_inc_010_025,90.0
480291515003,house_ann_inc_010_025,75.0
480291515002,house_ann_inc_010_025,75.0
480291603003,house_ann_inc_010_025,79.0
480291603002,house_ann_inc_010_025,113.0
480291603005,house_ann_inc_010_025,113.0
480291612001,house_ann_inc_010_025,9.0
480291612002,house_ann_inc_010_025,95.0
480291804003,house_ann_inc_010_025,40.0
480291804001,house_ann_inc_010_025,132.0
480291807012,house_ann_inc_010_025,304.0
480291811004,house_ann_inc_010_025,42.0
480291811002,house_ann_inc_010_025,16.0
480291811003,house_ann_inc_010_025,93.0
480291909015,house_ann_inc_010_025,35.0
480291909013,house_ann_inc_010_025,44.0
480291809014,house_ann_inc_010_025,10.0
480291813031,house_ann_inc_010_025,168.0
480291815041,house_ann_inc_010_025,257.0
480291815042,house_ann_inc_010_025,176.0
480291816012,house_ann_inc_010_025,181.0
480291906011,house_ann_inc_010_025,27.0
480291818091,house_ann_inc_010_025,64.0
480291818092,house_ann_inc_010_025,148.0
480291818094,house_ann_inc_010_025,46.0
480291906013,house_ann_inc_010_025,94.0
480291910041,house_ann_inc_010_025,59.0
480291910043,house_ann_inc_010_025,42.0
480291813022,house_ann_inc_010_025,140.0
480291212063,house_ann_inc_010_025,17.0
480291212061,house_ann_inc_010_025,0.0
480291212065,house_ann_inc_010_025,96.0
480291212062,house_ann_inc_010_025,21.0
480291214022,house_ann_inc_010_025,38.0
480291214021,house_ann_inc_010_025,176.0
480291218031,house_ann_inc_010_025,39.0
480291218032,house_ann_inc_010_025,20.0
480291218033,house_ann_inc_010_025,54.0
480291218041,house_ann_inc_010_025,61.0
480291218042,house_ann_inc_010_025,111.0
480291218043,house_ann_inc_010_025,259.0
480291308001,house_ann_inc_010_025,299.0
480291308004,house_ann_inc_010_025,143.0
480291308002,house_ann_inc_010_025,102.0
480291308003,house_ann_inc_010_025,40.0
480291311003,house_ann_inc_010_025,57.0
480291311002,house_ann_inc_010_025,26.0
480291602002,house_ann_inc_010_025,25.0
480291817134,house_ann_inc_010_025,207.0
480291817132,house_ann_inc_010_025,12.0
480291817133,house_ann_inc_010_025,83.0
480291815054,house_ann_inc_010_025,72.0
480291815053,house_ann_inc_010_025,12.0
480291815051,house_ann_inc_010_025,10.0
480291817042,house_ann_inc_010_025,99.0
480291817044,house_ann_inc_010_025,11.0
480291817111,house_ann_inc_010_025,69.0
480291907002,house_ann_inc_010_025,91.0
480291907003,house_ann_inc_010_025,85.0
480291607011,house_ann_inc_010_025,151.0
480291607012,house_ann_inc_010_025,75.0
480291718011,house_ann_inc_010_025,87.0
480291718013,house_ann_inc_010_025,160.0
480291718014,house_ann_inc_010_025,51.0
480291718012,house_ann_inc_010_025,72.0
480291802013,house_ann_inc_010_025,297.0
480291802012,house_ann_inc_010_025,19.0
480291802014,house_ann_inc_010_025,99.0
480291802011,house_ann_inc_010_025,8.0
480291812001,house_ann_inc_010_025,29.0
480291812004,house_ann_inc_010_025,15.0
480291812002,house_ann_inc_010_025,0.0
480291812005,house_ann_inc_010_025,30.0
480291514004,house_ann_inc_010_025,41.0
480291511003,house_ann_inc_010_025,58.0
480291511001,house_ann_inc_010_025,128.0
480291514001,house_ann_inc_010_025,15.0
480291514002,house_ann_inc_010_025,85.0
480291905012,house_ann_inc_010_025,80.0
480291905013,house_ann_inc_010_025,7.0
480291905011,house_ann_inc_010_025,57.0
480291908001,house_ann_inc_010_025,28.0
480291908002,house_ann_inc_010_025,17.0
480291909011,house_ann_inc_010_025,50.0
480291909012,house_ann_inc_010_025,208.0
480291909021,house_ann_inc_010_025,142.0
480291909023,house_ann_inc_010_025,35.0
480291810012,house_ann_inc_010_025,137.0
480291810042,house_ann_inc_010_025,297.0
480291810041,house_ann_inc_010_025,176.0
480291901004,house_ann_inc_010_025,95.0
480291901003,house_ann_inc_010_025,73.0
480291901002,house_ann_inc_010_025,140.0
480291719021,house_ann_inc_010_025,312.0
480291311001,house_ann_inc_010_025,55.0
480291203008,house_ann_inc_010_025,21.0
480291203007,house_ann_inc_010_025,0.0
480291501001,house_ann_inc_010_025,147.0
480291501004,house_ann_inc_010_025,100.0
480291506004,house_ann_inc_010_025,149.0
480291506003,house_ann_inc_010_025,135.0
480291511007,house_ann_inc_010_025,93.0
480291511005,house_ann_inc_010_025,52.0
480291511004,house_ann_inc_010_025,62.0
480291918042,house_ann_inc_010_025,0.0
480291918041,house_ann_inc_010_025,25.0
480291210004,house_ann_inc_010_025,82.0
480291210003,house_ann_inc_010_025,78.0
480291210005,house_ann_inc_010_025,150.0
480291210006,house_ann_inc_010_025,60.0
480291211102,house_ann_inc_010_025,32.0
480291215062,house_ann_inc_010_025,27.0
480291215061,house_ann_inc_010_025,25.0
480291305001,house_ann_inc_010_025,28.0
480291305003,house_ann_inc_010_025,322.0
480291305002,house_ann_inc_010_025,78.0
480291305004,house_ann_inc_010_025,19.0
480291904003,house_ann_inc_010_025,56.0
480291211081,house_ann_inc_010_025,17.0
480291211083,house_ann_inc_010_025,220.0
480291211084,house_ann_inc_010_025,87.0
480291207015,house_ann_inc_010_025,46.0
480291215042,house_ann_inc_010_025,0.0
480291215041,house_ann_inc_010_025,206.0
480291503001,house_ann_inc_010_025,27.0
480291503004,house_ann_inc_010_025,76.0
480291503003,house_ann_inc_010_025,41.0
480291602003,house_ann_inc_010_025,94.0
480291508002,house_ann_inc_010_025,0.0
480291508003,house_ann_inc_010_025,128.0
480291712003,house_ann_inc_010_025,217.0
480291418001,house_ann_inc_010_025,54.0
480291418002,house_ann_inc_010_025,44.0
480291512005,house_ann_inc_010_025,100.0
480291512003,house_ann_inc_010_025,109.0
480291512001,house_ann_inc_010_025,53.0
480291107001,house_ann_inc_010_025,167.0
480291904001,house_ann_inc_010_025,28.0
480291719121,house_ann_inc_010_025,107.0
480291817122,house_ann_inc_010_025,119.0
480291816023,house_ann_inc_010_025,31.0
480291816021,house_ann_inc_010_025,61.0
480291818081,house_ann_inc_010_025,95.0
480291821021,house_ann_inc_010_025,59.0
480291911011,house_ann_inc_010_025,16.0
480291911012,house_ann_inc_010_025,35.0
480291219082,house_ann_inc_010_025,19.0
480291219091,house_ann_inc_010_025,63.0
480291219092,house_ann_inc_010_025,19.0
480291219101,house_ann_inc_010_025,69.0
480291219102,house_ann_inc_010_025,0.0
480291304011,house_ann_inc_010_025,145.0
480291304012,house_ann_inc_010_025,73.0
480291304013,house_ann_inc_010_025,186.0
480291304014,house_ann_inc_010_025,45.0
480291304021,house_ann_inc_010_025,43.0
480291304022,house_ann_inc_010_025,244.0
480291304023,house_ann_inc_010_025,133.0
480291314011,house_ann_inc_010_025,87.0
480291314012,house_ann_inc_010_025,67.0
480291314021,house_ann_inc_010_025,44.0
480291719182,house_ann_inc_010_025,117.0
480291719184,house_ann_inc_010_025,8.0
480291719191,house_ann_inc_010_025,87.0
480291719202,house_ann_inc_010_025,147.0
480291719211,house_ann_inc_010_025,81.0
480291719213,house_ann_inc_010_025,19.0
480291719221,house_ann_inc_010_025,26.0
480291719232,house_ann_inc_010_025,0.0
480291719233,house_ann_inc_010_025,149.0
480291719241,house_ann_inc_010_025,235.0
480291720022,house_ann_inc_010_025,52.0
480291719242,house_ann_inc_010_025,7.0
480291719252,house_ann_inc_010_025,14.0
480291719254,house_ann_inc_010_025,182.0
480291720031,house_ann_inc_010_025,20.0
480291720032,house_ann_inc_010_025,85.0
480291720051,house_ann_inc_010_025,146.0
480291720052,house_ann_inc_010_025,121.0
480291720062,house_ann_inc_010_025,18.0
480291720063,house_ann_inc_010_025,96.0
480291720072,house_ann_inc_010_025,31.0
480291720073,house_ann_inc_010_025,59.0
480291801012,house_ann_inc_010_025,78.0
480291315031,house_ann_inc_010_025,134.0
480291315032,house_ann_inc_010_025,43.0
480291315041,house_ann_inc_010_025,62.0
480291315042,house_ann_inc_010_025,22.0
480291315051,house_ann_inc_010_025,41.0
480291315052,house_ann_inc_010_025,93.0
480291315062,house_ann_inc_010_025,66.0
480291316081,house_ann_inc_010_025,242.0
480291315071,house_ann_inc_010_025,103.0
480291315073,house_ann_inc_010_025,230.0
480291316012,house_ann_inc_010_025,15.0
480291316082,house_ann_inc_010_025,63.0
480291316092,house_ann_inc_010_025,12.0
480291316093,house_ann_inc_010_025,71.0
480291316102,house_ann_inc_010_025,10.0
480291316111,house_ann_inc_010_025,15.0
480291316131,house_ann_inc_010_025,43.0
480291316132,house_ann_inc_010_025,74.0
480291316142,house_ann_inc_010_025,7.0
480291316151,house_ann_inc_010_025,52.0
480291316153,house_ann_inc_010_025,13.0
480291316154,house_ann_inc_010_025,37.0
480291318012,house_ann_inc_010_025,6.0
480291318021,house_ann_inc_010_025,36.0
480291318023,house_ann_inc_010_025,100.0
480291411011,house_ann_inc_010_025,262.0
480291411013,house_ann_inc_010_025,42.0
480291411021,house_ann_inc_010_025,153.0
480291411023,house_ann_inc_010_025,109.0
480291414022,house_ann_inc_010_025,53.0
480291414032,house_ann_inc_010_025,109.0
480291414041,house_ann_inc_010_025,38.0
480291414043,house_ann_inc_010_025,99.0
480291416002,house_ann_inc_010_025,78.0
480291513011,house_ann_inc_010_025,107.0
480291513012,house_ann_inc_010_025,91.0
480291513013,house_ann_inc_010_025,94.0
480291513014,house_ann_inc_010_025,154.0
480291513021,house_ann_inc_010_025,134.0
480291513022,house_ann_inc_010_025,118.0
480291521003,house_ann_inc_010_025,53.0
480291521004,house_ann_inc_010_025,154.0
480291522011,house_ann_inc_010_025,280.0
480291522012,house_ann_inc_010_025,142.0
480291522013,house_ann_inc_010_025,230.0
480291522021,house_ann_inc_010_025,98.0
480291605011,house_ann_inc_010_025,196.0
480291605012,house_ann_inc_010_025,74.0
480291605021,house_ann_inc_010_025,87.0
480291609013,house_ann_inc_010_025,131.0
480291605022,house_ann_inc_010_025,51.0
480291605024,house_ann_inc_010_025,98.0
480291609011,house_ann_inc_010_025,74.0
480291609021,house_ann_inc_010_025,49.0
480291609023,house_ann_inc_010_025,94.0
480291613022,house_ann_inc_010_025,111.0
480291613032,house_ann_inc_010_025,52.0
480291613041,house_ann_inc_010_025,90.0
480291614001,house_ann_inc_010_025,5.0
480291615031,house_ann_inc_010_025,103.0
480291615033,house_ann_inc_010_025,40.0
480291615041,house_ann_inc_010_025,94.0
480291618011,house_ann_inc_010_025,15.0
480291618012,house_ann_inc_010_025,46.0
480291618022,house_ann_inc_010_025,123.0
480291619011,house_ann_inc_010_025,78.0
480291619022,house_ann_inc_010_025,167.0
480291619023,house_ann_inc_010_025,91.0
480291620032,house_ann_inc_010_025,65.0
480291620033,house_ann_inc_010_025,37.0
480291620042,house_ann_inc_010_025,68.0
480291713011,house_ann_inc_010_025,43.0
480291713021,house_ann_inc_010_025,8.0
480291713022,house_ann_inc_010_025,72.0
480291716011,house_ann_inc_010_025,106.0
480291716013,house_ann_inc_010_025,73.0
480291716021,house_ann_inc_010_025,255.0
480291719022,house_ann_inc_010_025,21.0
480291719023,house_ann_inc_010_025,376.0
480291719131,house_ann_inc_010_025,254.0
480291719132,house_ann_inc_010_025,50.0
480291719142,house_ann_inc_010_025,23.0
480291719143,house_ann_inc_010_025,32.0
480291719161,house_ann_inc_010_025,71.0
480291719162,house_ann_inc_010_025,22.0
480291719171,house_ann_inc_010_025,36.0
480291719172,house_ann_inc_010_025,87.0
480291215053,house_ann_inc_010_025,65.0
480291216051,house_ann_inc_010_025,73.0
480291216052,house_ann_inc_010_025,24.0
480291216062,house_ann_inc_010_025,213.0
480291216063,house_ann_inc_010_025,59.0
480291217011,house_ann_inc_010_025,65.0
480291217012,house_ann_inc_010_025,19.0
480291217014,house_ann_inc_010_025,143.0
480291217021,house_ann_inc_010_025,103.0
480291217023,house_ann_inc_010_025,124.0
480291218081,house_ann_inc_010_025,0.0
480291218091,house_ann_inc_010_025,43.0
480291218092,house_ann_inc_010_025,55.0
480291218101,house_ann_inc_010_025,100.0
480291218102,house_ann_inc_010_025,13.0
480291218112,house_ann_inc_010_025,57.0
480291218121,house_ann_inc_010_025,181.0
480291219032,house_ann_inc_010_025,30.0
480291218123,house_ann_inc_010_025,0.0
480291218124,house_ann_inc_010_025,0.0
480291219031,house_ann_inc_010_025,29.0
480291219042,house_ann_inc_010_025,52.0
480291219051,house_ann_inc_010_025,49.0
480291219061,house_ann_inc_010_025,34.0
480291219062,house_ann_inc_010_025,110.0
480291219072,house_ann_inc_010_025,48.0
480291219081,house_ann_inc_010_025,0.0
480291209024,house_ann_inc_010_025,167.0
480291211103,house_ann_inc_010_025,23.0
480291211183,house_ann_inc_010_025,0.0
480291211192,house_ann_inc_010_025,28.0
480291211193,house_ann_inc_010_025,100.0
480291211202,house_ann_inc_010_025,17.0
480291211211,house_ann_inc_010_025,8.0
480291211212,house_ann_inc_010_025,9.0
480291211221,house_ann_inc_010_025,64.0
480291211222,house_ann_inc_010_025,23.0
480291211223,house_ann_inc_010_025,27.0
480291215014,house_ann_inc_010_025,65.0
480291713023,house_ann_inc_010_025,126.0
480291713024,house_ann_inc_010_025,112.0
480291714012,house_ann_inc_010_025,98.0
480291714021,house_ann_inc_010_025,184.0
480291714023,house_ann_inc_010_025,44.0
480291715011,house_ann_inc_010_025,108.0
480291715021,house_ann_inc_010_025,32.0
480291715022,house_ann_inc_010_025,95.0
480291715024,house_ann_inc_010_025,130.0
480291914121,house_ann_inc_010_025,0.0
480291914131,house_ann_inc_010_025,84.0
480291914132,house_ann_inc_010_025,100.0
480291915031,house_ann_inc_010_025,43.0
480291915032,house_ann_inc_010_025,13.0
480291915033,house_ann_inc_010_025,11.0
480291915041,house_ann_inc_010_025,4.0
480291915042,house_ann_inc_010_025,5.0
480291915051,house_ann_inc_010_025,0.0
480291915052,house_ann_inc_010_025,5.0
480291915061,house_ann_inc_010_025,56.0
480291915062,house_ann_inc_010_025,216.0
480291915063,house_ann_inc_010_025,33.0
480291917012,house_ann_inc_010_025,4.0
480291917021,house_ann_inc_010_025,121.0
480291917023,house_ann_inc_010_025,27.0
480291917024,house_ann_inc_010_025,24.0
480291918061,house_ann_inc_010_025,32.0
480291918062,house_ann_inc_010_025,110.0
480291918071,house_ann_inc_010_025,183.0
480291918072,house_ann_inc_010_025,130.0
480291918082,house_ann_inc_010_025,69.0
480291918091,house_ann_inc_010_025,31.0
480291918101,house_ann_inc_010_025,24.0
480291918102,house_ann_inc_010_025,17.0
480291918121,house_ann_inc_010_025,31.0
480291918122,house_ann_inc_010_025,0.0
480291918132,house_ann_inc_010_025,49.0
480291821062,house_ann_inc_010_025,28.0
480291905031,house_ann_inc_010_025,39.0
480291905033,house_ann_inc_010_025,78.0
480291905041,house_ann_inc_010_025,62.0
480291906031,house_ann_inc_010_025,99.0
480291906032,house_ann_inc_010_025,92.0
480291906042,house_ann_inc_010_025,47.0
480291906043,house_ann_inc_010_025,86.0
480291910052,house_ann_inc_010_025,55.0
480291910061,house_ann_inc_010_025,18.0
480291910063,house_ann_inc_010_025,143.0
480291801014,house_ann_inc_010_025,42.0
480291801015,house_ann_inc_010_025,121.0
480291801021,house_ann_inc_010_025,28.0
480291806044,house_ann_inc_010_025,16.0
480291801022,house_ann_inc_010_025,27.0
480291806041,house_ann_inc_010_025,59.0
480291806042,house_ann_inc_010_025,92.0
480291806045,house_ann_inc_010_025,64.0
480291810033,house_ann_inc_010_025,90.0
480291813032,house_ann_inc_010_025,206.0
480291814032,house_ann_inc_010_025,85.0
480291814033,house_ann_inc_010_025,86.0
480291814042,house_ann_inc_010_025,148.0
480291815032,house_ann_inc_010_025,235.0
480291817112,house_ann_inc_010_025,18.0
480291817113,house_ann_inc_010_025,21.0
480291817153,house_ann_inc_010_025,28.0
480291817162,house_ann_inc_010_025,71.0
480291817163,house_ann_inc_010_025,87.0
480291817164,house_ann_inc_010_025,15.0
480291817183,house_ann_inc_010_025,45.0
480291817201,house_ann_inc_010_025,15.0
480291817202,house_ann_inc_010_025,20.0
480291817211,house_ann_inc_010_025,0.0
480291817212,house_ann_inc_010_025,0.0
480291817231,house_ann_inc_010_025,19.0
480291817221,house_ann_inc_010_025,12.0
480291817222,house_ann_inc_010_025,11.0
480291817223,house_ann_inc_010_025,29.0
480291817232,house_ann_inc_010_025,9.0
480291817233,house_ann_inc_010_025,33.0
480291817241,house_ann_inc_010_025,8.0
480291817242,house_ann_inc_010_025,21.0
480291817251,house_ann_inc_010_025,328.0
480291817261,house_ann_inc_010_025,19.0
480291817262,house_ann_inc_010_025,106.0
480291817271,house_ann_inc_010_025,25.0
480291817272,house_ann_inc_010_025,7.0
480291817282,house_ann_inc_010_025,43.0
480291817291,house_ann_inc_010_025,77.0
480291817302,house_ann_inc_010_025,19.0
480291817311,house_ann_inc_010_025,0.0
480291817313,house_ann_inc_010_025,90.0
480291817314,house_ann_inc_010_025,0.0
480291818131,house_ann_inc_010_025,298.0
480291818133,house_ann_inc_010_025,209.0
480291818141,house_ann_inc_010_025,92.0
480291818151,house_ann_inc_010_025,39.0
480291818152,house_ann_inc_010_025,62.0
480291818162,house_ann_inc_010_025,152.0
480291818171,house_ann_inc_010_025,131.0
480291818181,house_ann_inc_010_025,91.0
480291818182,house_ann_inc_010_025,58.0
480291818191,house_ann_inc_010_025,0.0
480291818192,house_ann_inc_010_025,422.0
480291818202,house_ann_inc_010_025,325.0
480291818211,house_ann_inc_010_025,24.0
480291818221,house_ann_inc_010_025,38.0
480291818222,house_ann_inc_010_025,34.0
480291818231,house_ann_inc_010_025,229.0
480291818241,house_ann_inc_010_025,26.0
480291912012,house_ann_inc_010_025,74.0
480291910064,house_ann_inc_010_025,75.0
480291912011,house_ann_inc_010_025,16.0
480291912021,house_ann_inc_010_025,156.0
480291912022,house_ann_inc_010_025,249.0
480291912023,house_ann_inc_010_025,14.0
480291912024,house_ann_inc_010_025,88.0
480291913031,house_ann_inc_010_025,74.0
480291913041,house_ann_inc_010_025,55.0
480291913042,house_ann_inc_010_025,250.0
480291914062,house_ann_inc_010_025,14.0
480291914063,house_ann_inc_010_025,38.0
480291914082,house_ann_inc_010_025,67.0
480291914101,house_ann_inc_010_025,135.0
480291914102,house_ann_inc_010_025,135.0
480291914103,house_ann_inc_010_025,282.0
480291914111,house_ann_inc_010_025,115.0
480291914112,house_ann_inc_010_025,118.0
480291818242,house_ann_inc_010_025,57.0
480291818251,house_ann_inc_010_025,84.0
480291818252,house_ann_inc_010_025,31.0
480291818261,house_ann_inc_010_025,22.0
480291818262,house_ann_inc_010_025,41.0
480291818263,house_ann_inc_010_025,0.0
480291818264,house_ann_inc_010_025,0.0
480291819011,house_ann_inc_010_025,306.0
480291819012,house_ann_inc_010_025,9.0
480291819021,house_ann_inc_010_025,111.0
480291819022,house_ann_inc_010_025,20.0
480291820011,house_ann_inc_010_025,33.0
480291820012,house_ann_inc_010_025,42.0
480291820021,house_ann_inc_010_025,105.0
480291820023,house_ann_inc_010_025,0.0
480291820032,house_ann_inc_010_025,36.0
480291821012,house_ann_inc_010_025,120.0
480291821022,house_ann_inc_010_025,13.0
480291821023,house_ann_inc_010_025,0.0
480291821061,house_ann_inc_010_025,35.0
480291918142,house_ann_inc_010_025,9.0
480291918151,house_ann_inc_010_025,64.0
480291918161,house_ann_inc_010_025,59.0
480291918162,house_ann_inc_010_025,31.0
480291918172,house_ann_inc_010_025,0.0
480291919001,house_ann_inc_010_025,50.0
480291919003,house_ann_inc_010_025,66.0
480291919004,house_ann_inc_010_025,55.0
480291920001,house_ann_inc_010_025,42.0
480291920002,house_ann_inc_010_025,176.0
480291920004,house_ann_inc_010_025,86.0
480291920005,house_ann_inc_010_025,90.0
480291921002,house_ann_inc_010_025,62.0
480291922001,house_ann_inc_010_025,28.0
480291923001,house_ann_inc_010_025,32.0
480291923002,house_ann_inc_010_025,116.0
480291923003,house_ann_inc_010_025,0.0
480291923004,house_ann_inc_010_025,43.0
480299800011,house_ann_inc_010_025,0.0
480299800021,house_ann_inc_010_025,0.0
480299800031,house_ann_inc_010_025,6.0
480299800041,house_ann_inc_010_025,0.0
480299800051,house_ann_inc_010_025,0.0
480299801001,house_ann_inc_010_025,17.0
480291805033,house_ann_inc_010_025,57.0
480291704011,house_ann_inc_010_025,44.0
480291914081,house_ann_inc_010_025,131.0
480291914091,house_ann_inc_010_025,259.0
480291412006,house_ann_inc_010_025,14.0
480291412003,house_ann_inc_010_025,29.0
480291501002,house_ann_inc_010_025,184.0
480291407002,house_ann_inc_010_025,106.0
480291413002,house_ann_inc_010_025,177.0
480291414021,house_ann_inc_010_025,107.0
480291806022,house_ann_inc_010_025,144.0
480291101003,house_ann_inc_010_025,153.0
480291211121,house_ann_inc_010_025,156.0
480291519002,house_ann_inc_010_025,177.0
480291409001,house_ann_inc_010_025,109.0
480291505011,house_ann_inc_010_025,30.0
480291505013,house_ann_inc_010_025,77.0
480291110001,house_ann_inc_010_025,71.0
480291204002,house_ann_inc_010_025,36.0
480291204006,house_ann_inc_010_025,102.0
480291204004,house_ann_inc_010_025,0.0
480291710005,house_ann_inc_010_025,75.0
480291710003,house_ann_inc_010_025,203.0
480291717005,house_ann_inc_010_025,36.0
480291213004,house_ann_inc_010_025,32.0
480291215012,house_ann_inc_010_025,37.0
480291215073,house_ann_inc_010_025,31.0
480291312001,house_ann_inc_010_025,198.0
480291404003,house_ann_inc_010_025,37.0
480291101001,house_ann_inc_010_025,56.0
480291209023,house_ann_inc_010_025,157.0
480291214032,house_ann_inc_010_025,47.0
480291216041,house_ann_inc_010_025,55.0
480291216044,house_ann_inc_010_025,0.0
480291207023,house_ann_inc_010_025,95.0
480291213002,house_ann_inc_010_025,57.0
480291703001,house_ann_inc_010_025,125.0
480291704022,house_ann_inc_010_025,118.0
480291704023,house_ann_inc_010_025,109.0
480291706002,house_ann_inc_010_025,98.0
480291707001,house_ann_inc_010_025,31.0
480291212041,house_ann_inc_010_025,264.0
480291212045,house_ann_inc_010_025,219.0
480291416001,house_ann_inc_010_025,43.0
480291215051,house_ann_inc_010_025,68.0
480291403001,house_ann_inc_010_025,134.0
480291701013,house_ann_inc_010_025,119.0
480291718021,house_ann_inc_010_025,107.0
480291718024,house_ann_inc_010_025,117.0
480291507005,house_ann_inc_010_025,105.0
480291507002,house_ann_inc_010_025,229.0
480291507004,house_ann_inc_010_025,73.0
480291601002,house_ann_inc_010_025,57.0
480291813021,house_ann_inc_010_025,282.0
480291815063,house_ann_inc_010_025,333.0
480291809024,house_ann_inc_010_025,163.0
480291810032,house_ann_inc_010_025,172.0
480291810053,house_ann_inc_010_025,100.0
480291817152,house_ann_inc_010_025,46.0
480291203001,house_ann_inc_010_025,0.0
480291205011,house_ann_inc_010_025,75.0
480291205016,house_ann_inc_010_025,91.0
480291205017,house_ann_inc_010_025,26.0
480291211151,house_ann_inc_010_025,80.0
480291211173,house_ann_inc_010_025,79.0
480291815031,house_ann_inc_010_025,109.0
480291215082,house_ann_inc_010_025,133.0
480291914054,house_ann_inc_010_025,42.0
480291709002,house_ann_inc_010_025,240.0
480291615012,house_ann_inc_010_025,12.0
480291615014,house_ann_inc_010_025,87.0
480291701023,house_ann_inc_010_025,178.0
480291711002,house_ann_inc_010_025,136.0
480291807024,house_ann_inc_010_025,165.0
480291807021,house_ann_inc_010_025,189.0
480291809013,house_ann_inc_010_025,64.0
480291108003,house_ann_inc_010_025,29.0
480291211163,house_ann_inc_010_025,49.0
480291212034,house_ann_inc_010_025,120.0
480291212033,house_ann_inc_010_025,89.0
480291817181,house_ann_inc_010_025,15.0
480291902005,house_ann_inc_010_025,53.0
480291902002,house_ann_inc_010_025,57.0
480291802024,house_ann_inc_010_025,14.0
480291802022,house_ann_inc_010_025,168.0
480291805014,house_ann_inc_010_025,215.0
480291808003,house_ann_inc_010_025,42.0
480291708001,house_ann_inc_010_025,42.0
480291106001,house_ann_inc_010_025,80.0
480291510002,house_ann_inc_010_025,68.0
480291510003,house_ann_inc_010_025,99.0
480291607021,house_ann_inc_010_025,87.0
480291607022,house_ann_inc_010_025,202.0
480291215083,house_ann_inc_010_025,40.0
480291216011,house_ann_inc_010_025,93.0
480291218022,house_ann_inc_010_025,160.0
480291303004,house_ann_inc_010_025,72.0
480291303003,house_ann_inc_010_025,63.0
480291909014,house_ann_inc_010_025,66.0
480291809011,house_ann_inc_010_025,41.0
480291815043,house_ann_inc_010_025,0.0
480291816011,house_ann_inc_010_025,29.0
480291818093,house_ann_inc_010_025,46.0
480291821011,house_ann_inc_010_025,21.0
480291906012,house_ann_inc_010_025,131.0
480291910042,house_ann_inc_010_025,225.0
480291212052,house_ann_inc_010_025,168.0
480291212064,house_ann_inc_010_025,59.0
480291212066,house_ann_inc_010_025,71.0
480291602001,house_ann_inc_010_025,41.0
480291817131,house_ann_inc_010_025,63.0
480291815052,house_ann_inc_010_025,13.0
480291817041,house_ann_inc_010_025,18.0
480291817043,house_ann_inc_010_025,97.0
480291907001,house_ann_inc_010_025,77.0
480291812003,house_ann_inc_010_025,42.0
480291511006,house_ann_inc_010_025,39.0
480291514003,house_ann_inc_010_025,132.0
480291909022,house_ann_inc_010_025,33.0
480291810011,house_ann_inc_010_025,152.0
