block_group,gender_not_work_age,count_gender_not_work_age
480291211103,sex_not_work_age_tot_m,325.0
480291211183,sex_not_work_age_tot_m,453.0
480291211192,sex_not_work_age_tot_m,551.0
480291211193,sex_not_work_age_tot_m,408.0
480291211202,sex_not_work_age_tot_m,448.0
480291211211,sex_not_work_age_tot_m,277.0
480291211212,sex_not_work_age_tot_m,251.0
480291211221,sex_not_work_age_tot_m,442.0
480291211222,sex_not_work_age_tot_m,245.0
480291211223,sex_not_work_age_tot_m,382.0
480291215014,sex_not_work_age_tot_m,569.0
480291713023,sex_not_work_age_tot_m,169.0
480291713024,sex_not_work_age_tot_m,172.0
480291714012,sex_not_work_age_tot_m,563.0
480291714021,sex_not_work_age_tot_m,567.0
480291714023,sex_not_work_age_tot_m,627.0
480291715011,sex_not_work_age_tot_m,269.0
480291715021,sex_not_work_age_tot_m,221.0
480291715022,sex_not_work_age_tot_m,98.0
480291715024,sex_not_work_age_tot_m,208.0
480291914121,sex_not_work_age_tot_m,548.0
480291914131,sex_not_work_age_tot_m,518.0
480291914132,sex_not_work_age_tot_m,478.0
480291915031,sex_not_work_age_tot_m,299.0
480291915032,sex_not_work_age_tot_m,424.0
480291915033,sex_not_work_age_tot_m,269.0
480291915041,sex_not_work_age_tot_m,294.0
480291915042,sex_not_work_age_tot_m,356.0
480291915051,sex_not_work_age_tot_m,215.0
480291915052,sex_not_work_age_tot_m,333.0
480291915061,sex_not_work_age_tot_m,398.0
480291915062,sex_not_work_age_tot_m,641.0
480291915063,sex_not_work_age_tot_m,286.0
480291917012,sex_not_work_age_tot_m,176.0
480291917021,sex_not_work_age_tot_m,651.0
480291917023,sex_not_work_age_tot_m,139.0
480291917024,sex_not_work_age_tot_m,476.0
480291918061,sex_not_work_age_tot_m,191.0
480291918062,sex_not_work_age_tot_m,303.0
480291918071,sex_not_work_age_tot_m,856.0
480291918072,sex_not_work_age_tot_m,478.0
480291918082,sex_not_work_age_tot_m,235.0
480291918091,sex_not_work_age_tot_m,1144.0
480291918101,sex_not_work_age_tot_m,508.0
480291918102,sex_not_work_age_tot_m,376.0
480291918121,sex_not_work_age_tot_m,558.0
480291918122,sex_not_work_age_tot_m,275.0
480291918132,sex_not_work_age_tot_m,500.0
480291821062,sex_not_work_age_tot_m,661.0
480291905031,sex_not_work_age_tot_m,192.0
480291905033,sex_not_work_age_tot_m,255.0
480291905041,sex_not_work_age_tot_m,232.0
480291906031,sex_not_work_age_tot_m,190.0
480291906032,sex_not_work_age_tot_m,272.0
480291906042,sex_not_work_age_tot_m,330.0
480291906043,sex_not_work_age_tot_m,290.0
480291910052,sex_not_work_age_tot_m,176.0
480291910061,sex_not_work_age_tot_m,229.0
480291910063,sex_not_work_age_tot_m,233.0
480291801014,sex_not_work_age_tot_m,162.0
480291801015,sex_not_work_age_tot_m,134.0
480291801021,sex_not_work_age_tot_m,152.0
480291806044,sex_not_work_age_tot_m,108.0
480291801022,sex_not_work_age_tot_m,169.0
480291806041,sex_not_work_age_tot_m,425.0
480291806042,sex_not_work_age_tot_m,255.0
480291806045,sex_not_work_age_tot_m,304.0
480291810033,sex_not_work_age_tot_m,433.0
480291813032,sex_not_work_age_tot_m,456.0
480291814032,sex_not_work_age_tot_m,539.0
480291814033,sex_not_work_age_tot_m,155.0
480291814042,sex_not_work_age_tot_m,119.0
480291815032,sex_not_work_age_tot_m,408.0
480291817112,sex_not_work_age_tot_m,273.0
480291817113,sex_not_work_age_tot_m,707.0
480291817153,sex_not_work_age_tot_m,183.0
480291817162,sex_not_work_age_tot_m,273.0
480291817163,sex_not_work_age_tot_m,276.0
480291817164,sex_not_work_age_tot_m,88.0
480291817183,sex_not_work_age_tot_m,267.0
480291817201,sex_not_work_age_tot_m,752.0
480291817202,sex_not_work_age_tot_m,196.0
480291817211,sex_not_work_age_tot_m,255.0
480291817212,sex_not_work_age_tot_m,273.0
480291817231,sex_not_work_age_tot_m,328.0
480291817221,sex_not_work_age_tot_m,340.0
480291817222,sex_not_work_age_tot_m,326.0
480291817223,sex_not_work_age_tot_m,264.0
480291817232,sex_not_work_age_tot_m,223.0
480291817233,sex_not_work_age_tot_m,460.0
480291817241,sex_not_work_age_tot_m,600.0
480291817242,sex_not_work_age_tot_m,539.0
480291817251,sex_not_work_age_tot_m,299.0
480291817261,sex_not_work_age_tot_m,658.0
480291817262,sex_not_work_age_tot_m,794.0
480291817271,sex_not_work_age_tot_m,535.0
480291817272,sex_not_work_age_tot_m,121.0
480291817282,sex_not_work_age_tot_m,1005.0
480291817291,sex_not_work_age_tot_m,1618.0
480291817302,sex_not_work_age_tot_m,518.0
480291817311,sex_not_work_age_tot_m,203.0
480291817313,sex_not_work_age_tot_m,474.0
480291817314,sex_not_work_age_tot_m,261.0
480291818131,sex_not_work_age_tot_m,295.0
480291818133,sex_not_work_age_tot_m,317.0
480291818141,sex_not_work_age_tot_m,153.0
480291818151,sex_not_work_age_tot_m,213.0
480291818152,sex_not_work_age_tot_m,270.0
480291818162,sex_not_work_age_tot_m,570.0
480291818171,sex_not_work_age_tot_m,440.0
480291818181,sex_not_work_age_tot_m,497.0
480291818182,sex_not_work_age_tot_m,455.0
480291818191,sex_not_work_age_tot_m,29.0
480291818192,sex_not_work_age_tot_m,919.0
480291818202,sex_not_work_age_tot_m,211.0
480291818211,sex_not_work_age_tot_m,160.0
480291818221,sex_not_work_age_tot_m,141.0
480291818222,sex_not_work_age_tot_m,278.0
480291818231,sex_not_work_age_tot_m,384.0
480291818241,sex_not_work_age_tot_m,197.0
480291912012,sex_not_work_age_tot_m,216.0
480291910064,sex_not_work_age_tot_m,165.0
480291912011,sex_not_work_age_tot_m,336.0
480291912021,sex_not_work_age_tot_m,209.0
480291912022,sex_not_work_age_tot_m,163.0
480291912023,sex_not_work_age_tot_m,110.0
480291912024,sex_not_work_age_tot_m,236.0
480291913031,sex_not_work_age_tot_m,304.0
480291913041,sex_not_work_age_tot_m,139.0
480291913042,sex_not_work_age_tot_m,372.0
480291914062,sex_not_work_age_tot_m,319.0
480291914063,sex_not_work_age_tot_m,278.0
480291914082,sex_not_work_age_tot_m,164.0
480291914101,sex_not_work_age_tot_m,190.0
480291914102,sex_not_work_age_tot_m,382.0
480291914103,sex_not_work_age_tot_m,194.0
480291914111,sex_not_work_age_tot_m,327.0
480291914112,sex_not_work_age_tot_m,388.0
480291818242,sex_not_work_age_tot_m,244.0
480291818251,sex_not_work_age_tot_m,249.0
480291818252,sex_not_work_age_tot_m,547.0
480291818261,sex_not_work_age_tot_m,363.0
480291818262,sex_not_work_age_tot_m,497.0
480291818263,sex_not_work_age_tot_m,138.0
480291818264,sex_not_work_age_tot_m,275.0
480291819011,sex_not_work_age_tot_m,167.0
480291819012,sex_not_work_age_tot_m,411.0
480291819021,sex_not_work_age_tot_m,1061.0
480291819022,sex_not_work_age_tot_m,625.0
480291820011,sex_not_work_age_tot_m,429.0
480291820012,sex_not_work_age_tot_m,728.0
480291820021,sex_not_work_age_tot_m,1157.0
480291820023,sex_not_work_age_tot_m,883.0
480291820032,sex_not_work_age_tot_m,249.0
480291821012,sex_not_work_age_tot_m,632.0
480291821022,sex_not_work_age_tot_m,548.0
480291821023,sex_not_work_age_tot_m,1258.0
480291821061,sex_not_work_age_tot_m,634.0
480291918142,sex_not_work_age_tot_m,570.0
480291918151,sex_not_work_age_tot_m,576.0
480291918161,sex_not_work_age_tot_m,293.0
480291918162,sex_not_work_age_tot_m,262.0
480291918172,sex_not_work_age_tot_m,646.0
480291919001,sex_not_work_age_tot_m,163.0
480291919003,sex_not_work_age_tot_m,42.0
480291919004,sex_not_work_age_tot_m,162.0
480291920001,sex_not_work_age_tot_m,257.0
480291920002,sex_not_work_age_tot_m,270.0
480291920004,sex_not_work_age_tot_m,61.0
480291920005,sex_not_work_age_tot_m,24.0
480291921002,sex_not_work_age_tot_m,105.0
480291922001,sex_not_work_age_tot_m,187.0
480291923001,sex_not_work_age_tot_m,123.0
480291923002,sex_not_work_age_tot_m,326.0
480291923003,sex_not_work_age_tot_m,180.0
480291923004,sex_not_work_age_tot_m,111.0
480299800011,sex_not_work_age_tot_m,0.0
480299800021,sex_not_work_age_tot_m,0.0
480299800031,sex_not_work_age_tot_m,152.0
480299800041,sex_not_work_age_tot_m,0.0
480299800051,sex_not_work_age_tot_m,0.0
480299801001,sex_not_work_age_tot_m,77.0
480291805033,sex_not_work_age_tot_m,396.0
480291704011,sex_not_work_age_tot_m,253.0
480291914081,sex_not_work_age_tot_m,318.0
480291914091,sex_not_work_age_tot_m,479.0
480291412006,sex_not_work_age_tot_m,165.0
480291412003,sex_not_work_age_tot_m,258.0
480291501002,sex_not_work_age_tot_m,355.0
480291407002,sex_not_work_age_tot_m,118.0
480291413002,sex_not_work_age_tot_m,613.0
480291414021,sex_not_work_age_tot_m,584.0
480291806022,sex_not_work_age_tot_m,514.0
480291101003,sex_not_work_age_tot_m,74.0
480291211121,sex_not_work_age_tot_m,286.0
480291519002,sex_not_work_age_tot_m,1051.0
480291409001,sex_not_work_age_tot_m,196.0
480291505011,sex_not_work_age_tot_m,135.0
480291505013,sex_not_work_age_tot_m,296.0
480291110001,sex_not_work_age_tot_m,134.0
480291204002,sex_not_work_age_tot_m,131.0
480291204006,sex_not_work_age_tot_m,209.0
480291204004,sex_not_work_age_tot_m,421.0
480291710005,sex_not_work_age_tot_m,133.0
480291710003,sex_not_work_age_tot_m,317.0
480291717005,sex_not_work_age_tot_m,237.0
480291213004,sex_not_work_age_tot_m,322.0
480291215012,sex_not_work_age_tot_m,461.0
480291215073,sex_not_work_age_tot_m,176.0
480291312001,sex_not_work_age_tot_m,270.0
480291404003,sex_not_work_age_tot_m,51.0
480291101001,sex_not_work_age_tot_m,23.0
480291209023,sex_not_work_age_tot_m,375.0
480291214032,sex_not_work_age_tot_m,220.0
480291216041,sex_not_work_age_tot_m,689.0
480291216044,sex_not_work_age_tot_m,595.0
480291207023,sex_not_work_age_tot_m,151.0
480291213002,sex_not_work_age_tot_m,260.0
480291703001,sex_not_work_age_tot_m,214.0
480291704022,sex_not_work_age_tot_m,108.0
480291704023,sex_not_work_age_tot_m,249.0
480291706002,sex_not_work_age_tot_m,233.0
480291707001,sex_not_work_age_tot_m,248.0
480291212041,sex_not_work_age_tot_m,369.0
480291212045,sex_not_work_age_tot_m,68.0
480291416001,sex_not_work_age_tot_m,711.0
480291215051,sex_not_work_age_tot_m,426.0
480291403001,sex_not_work_age_tot_m,218.0
480291701013,sex_not_work_age_tot_m,191.0
480291718021,sex_not_work_age_tot_m,299.0
480291718024,sex_not_work_age_tot_m,214.0
480291507005,sex_not_work_age_tot_m,274.0
480291507002,sex_not_work_age_tot_m,256.0
480291507004,sex_not_work_age_tot_m,152.0
480291601002,sex_not_work_age_tot_m,342.0
480291813021,sex_not_work_age_tot_m,240.0
480291815063,sex_not_work_age_tot_m,330.0
480291809024,sex_not_work_age_tot_m,251.0
480291810032,sex_not_work_age_tot_m,268.0
480291810053,sex_not_work_age_tot_m,244.0
480291817152,sex_not_work_age_tot_m,155.0
480291203001,sex_not_work_age_tot_m,322.0
480291205011,sex_not_work_age_tot_m,188.0
480291205016,sex_not_work_age_tot_m,347.0
480291205017,sex_not_work_age_tot_m,249.0
480291211151,sex_not_work_age_tot_m,242.0
480291211173,sex_not_work_age_tot_m,268.0
480291815031,sex_not_work_age_tot_m,565.0
480291215082,sex_not_work_age_tot_m,269.0
480291914054,sex_not_work_age_tot_m,271.0
480291709002,sex_not_work_age_tot_m,309.0
480291615012,sex_not_work_age_tot_m,138.0
480291615014,sex_not_work_age_tot_m,403.0
480291701023,sex_not_work_age_tot_m,331.0
480291711002,sex_not_work_age_tot_m,324.0
480291807024,sex_not_work_age_tot_m,244.0
480291807021,sex_not_work_age_tot_m,429.0
480291809013,sex_not_work_age_tot_m,219.0
480291108003,sex_not_work_age_tot_m,109.0
480291211163,sex_not_work_age_tot_m,277.0
480291212034,sex_not_work_age_tot_m,216.0
480291212033,sex_not_work_age_tot_m,146.0
480291817181,sex_not_work_age_tot_m,382.0
480291902005,sex_not_work_age_tot_m,254.0
480291902002,sex_not_work_age_tot_m,62.0
480291802024,sex_not_work_age_tot_m,90.0
480291802022,sex_not_work_age_tot_m,224.0
480291805014,sex_not_work_age_tot_m,274.0
480291808003,sex_not_work_age_tot_m,54.0
480291708001,sex_not_work_age_tot_m,208.0
480291106001,sex_not_work_age_tot_m,185.0
480291510002,sex_not_work_age_tot_m,172.0
480291510003,sex_not_work_age_tot_m,247.0
480291607021,sex_not_work_age_tot_m,53.0
480291607022,sex_not_work_age_tot_m,470.0
480291215083,sex_not_work_age_tot_m,183.0
480291216011,sex_not_work_age_tot_m,211.0
480291218022,sex_not_work_age_tot_m,573.0
480291303004,sex_not_work_age_tot_m,224.0
480291303003,sex_not_work_age_tot_m,182.0
480291909014,sex_not_work_age_tot_m,147.0
480291809011,sex_not_work_age_tot_m,188.0
480291815043,sex_not_work_age_tot_m,106.0
480291816011,sex_not_work_age_tot_m,174.0
480291818093,sex_not_work_age_tot_m,113.0
480291821011,sex_not_work_age_tot_m,894.0
480291906012,sex_not_work_age_tot_m,251.0
480291910042,sex_not_work_age_tot_m,256.0
480291212052,sex_not_work_age_tot_m,305.0
480291212064,sex_not_work_age_tot_m,233.0
480291212066,sex_not_work_age_tot_m,483.0
480291602001,sex_not_work_age_tot_m,134.0
480291817131,sex_not_work_age_tot_m,492.0
480291815052,sex_not_work_age_tot_m,354.0
480291817041,sex_not_work_age_tot_m,307.0
480291817043,sex_not_work_age_tot_m,277.0
480291907001,sex_not_work_age_tot_m,117.0
480291812003,sex_not_work_age_tot_m,226.0
480291511006,sex_not_work_age_tot_m,0.0
480291514003,sex_not_work_age_tot_m,327.0
480291909022,sex_not_work_age_tot_m,369.0
480291810011,sex_not_work_age_tot_m,433.0
480291821031,sex_not_work_age_tot_m,488.0
480291901001,sex_not_work_age_tot_m,90.0
480291817033,sex_not_work_age_tot_m,562.0
480291803004,sex_not_work_age_tot_m,189.0
480291313003,sex_not_work_age_tot_m,609.0
480291313002,sex_not_work_age_tot_m,339.0
480291103001,sex_not_work_age_tot_m,339.0
480291206007,sex_not_work_age_tot_m,74.0
480291206004,sex_not_work_age_tot_m,170.0
480291206001,sex_not_work_age_tot_m,51.0
480291517005,sex_not_work_age_tot_m,336.0
480291517004,sex_not_work_age_tot_m,105.0
480291719031,sex_not_work_age_tot_m,332.0
480291717002,sex_not_work_age_tot_m,284.0
480291719033,sex_not_work_age_tot_m,371.0
480291509004,sex_not_work_age_tot_m,125.0
480291509003,sex_not_work_age_tot_m,150.0
480291705001,sex_not_work_age_tot_m,260.0
480291805041,sex_not_work_age_tot_m,295.0
480291205022,sex_not_work_age_tot_m,112.0
480291205021,sex_not_work_age_tot_m,433.0
480291207014,sex_not_work_age_tot_m,176.0
480291302001,sex_not_work_age_tot_m,103.0
480291410001,sex_not_work_age_tot_m,116.0
480291516005,sex_not_work_age_tot_m,170.0
480291516003,sex_not_work_age_tot_m,653.0
480291817053,sex_not_work_age_tot_m,274.0
480291606002,sex_not_work_age_tot_m,321.0
480291419001,sex_not_work_age_tot_m,226.0
480291515001,sex_not_work_age_tot_m,137.0
480291603001,sex_not_work_age_tot_m,273.0
480291603004,sex_not_work_age_tot_m,276.0
480291613021,sex_not_work_age_tot_m,939.0
480291804002,sex_not_work_age_tot_m,478.0
480291807011,sex_not_work_age_tot_m,201.0
480291811001,sex_not_work_age_tot_m,221.0
480291211082,sex_not_work_age_tot_m,568.0
480291203004,sex_not_work_age_tot_m,217.0
480291203006,sex_not_work_age_tot_m,217.0
480291506002,sex_not_work_age_tot_m,182.0
480291506001,sex_not_work_age_tot_m,336.0
480291511002,sex_not_work_age_tot_m,238.0
480291105001,sex_not_work_age_tot_m,517.0
480291210002,sex_not_work_age_tot_m,148.0
480291210001,sex_not_work_age_tot_m,79.0
480291211101,sex_not_work_age_tot_m,397.0
480291215063,sex_not_work_age_tot_m,160.0
480291315033,sex_not_work_age_tot_m,177.0
480291315043,sex_not_work_age_tot_m,326.0
480291315061,sex_not_work_age_tot_m,48.0
480291315072,sex_not_work_age_tot_m,148.0
480291316062,sex_not_work_age_tot_m,557.0
480291316091,sex_not_work_age_tot_m,638.0
480291316101,sex_not_work_age_tot_m,680.0
480291316121,sex_not_work_age_tot_m,408.0
480291316141,sex_not_work_age_tot_m,573.0
480291316152,sex_not_work_age_tot_m,359.0
480291318011,sex_not_work_age_tot_m,280.0
480291318022,sex_not_work_age_tot_m,70.0
480291411012,sex_not_work_age_tot_m,333.0
480291522022,sex_not_work_age_tot_m,131.0
480291411022,sex_not_work_age_tot_m,107.0
480291414031,sex_not_work_age_tot_m,500.0
480291414042,sex_not_work_age_tot_m,432.0
480291605013,sex_not_work_age_tot_m,432.0
480291605023,sex_not_work_age_tot_m,210.0
480291609012,sex_not_work_age_tot_m,151.0
480291609022,sex_not_work_age_tot_m,286.0
480291613031,sex_not_work_age_tot_m,491.0
480291613042,sex_not_work_age_tot_m,567.0
480291615032,sex_not_work_age_tot_m,275.0
480291615042,sex_not_work_age_tot_m,607.0
480291618021,sex_not_work_age_tot_m,1379.0
480291619021,sex_not_work_age_tot_m,409.0
480291620031,sex_not_work_age_tot_m,543.0
480291620041,sex_not_work_age_tot_m,402.0
480291713012,sex_not_work_age_tot_m,425.0
480291716012,sex_not_work_age_tot_m,169.0
480291716022,sex_not_work_age_tot_m,244.0
480291719122,sex_not_work_age_tot_m,465.0
480291719141,sex_not_work_age_tot_m,158.0
480291719151,sex_not_work_age_tot_m,489.0
480291719163,sex_not_work_age_tot_m,624.0
480291719181,sex_not_work_age_tot_m,91.0
480291215044,sex_not_work_age_tot_m,515.0
480291215064,sex_not_work_age_tot_m,295.0
480291216061,sex_not_work_age_tot_m,151.0
480291216064,sex_not_work_age_tot_m,133.0
480291217013,sex_not_work_age_tot_m,192.0
480291217022,sex_not_work_age_tot_m,109.0
480291218082,sex_not_work_age_tot_m,418.0
480291218093,sex_not_work_age_tot_m,350.0
480291218111,sex_not_work_age_tot_m,636.0
480291218122,sex_not_work_age_tot_m,343.0
480291218131,sex_not_work_age_tot_m,302.0
480291219041,sex_not_work_age_tot_m,210.0
480291219052,sex_not_work_age_tot_m,658.0
480291219071,sex_not_work_age_tot_m,210.0
480291211085,sex_not_work_age_tot_m,212.0
480291211191,sex_not_work_age_tot_m,31.0
480291211201,sex_not_work_age_tot_m,550.0
480291207013,sex_not_work_age_tot_m,174.0
480291215043,sex_not_work_age_tot_m,178.0
480291503002,sex_not_work_age_tot_m,266.0
480291418003,sex_not_work_age_tot_m,537.0
480291508001,sex_not_work_age_tot_m,444.0
480291712001,sex_not_work_age_tot_m,173.0
480291712002,sex_not_work_age_tot_m,217.0
480291512004,sex_not_work_age_tot_m,179.0
480291904002,sex_not_work_age_tot_m,162.0
480291817121,sex_not_work_age_tot_m,595.0
480291816024,sex_not_work_age_tot_m,428.0
480291816022,sex_not_work_age_tot_m,250.0
480291314022,sex_not_work_age_tot_m,496.0
480291719183,sex_not_work_age_tot_m,487.0
480291719201,sex_not_work_age_tot_m,512.0
480291719212,sex_not_work_age_tot_m,267.0
480291719231,sex_not_work_age_tot_m,239.0
480291719234,sex_not_work_age_tot_m,647.0
480291719251,sex_not_work_age_tot_m,284.0
480291719253,sex_not_work_age_tot_m,931.0
480291720023,sex_not_work_age_tot_m,1124.0
480291720041,sex_not_work_age_tot_m,949.0
480291720061,sex_not_work_age_tot_m,756.0
480291720071,sex_not_work_age_tot_m,723.0
480291801011,sex_not_work_age_tot_m,205.0
480291714011,sex_not_work_age_tot_m,478.0
480291714022,sex_not_work_age_tot_m,139.0
480291715012,sex_not_work_age_tot_m,267.0
480291715023,sex_not_work_age_tot_m,391.0
480291917011,sex_not_work_age_tot_m,174.0
480291917022,sex_not_work_age_tot_m,341.0
480291918043,sex_not_work_age_tot_m,389.0
480291918111,sex_not_work_age_tot_m,1004.0
480291918063,sex_not_work_age_tot_m,1232.0
480291918081,sex_not_work_age_tot_m,638.0
480291918092,sex_not_work_age_tot_m,441.0
480291918131,sex_not_work_age_tot_m,840.0
480291817252,sex_not_work_age_tot_m,273.0
480291817263,sex_not_work_age_tot_m,809.0
480291817281,sex_not_work_age_tot_m,1326.0
480291817301,sex_not_work_age_tot_m,137.0
480291817312,sex_not_work_age_tot_m,537.0
480291818112,sex_not_work_age_tot_m,169.0
480291818132,sex_not_work_age_tot_m,207.0
480291818142,sex_not_work_age_tot_m,217.0
480291818161,sex_not_work_age_tot_m,300.0
480291818172,sex_not_work_age_tot_m,93.0
480291818183,sex_not_work_age_tot_m,137.0
480291818201,sex_not_work_age_tot_m,0.0
480291818212,sex_not_work_age_tot_m,511.0
480291818223,sex_not_work_age_tot_m,368.0
480291905032,sex_not_work_age_tot_m,132.0
480291905042,sex_not_work_age_tot_m,240.0
480291906041,sex_not_work_age_tot_m,355.0
480291910051,sex_not_work_age_tot_m,216.0
480291910062,sex_not_work_age_tot_m,192.0
480291801013,sex_not_work_age_tot_m,168.0
480291801016,sex_not_work_age_tot_m,70.0
480291806031,sex_not_work_age_tot_m,471.0
480291806043,sex_not_work_age_tot_m,122.0
480291807026,sex_not_work_age_tot_m,231.0
480291814031,sex_not_work_age_tot_m,340.0
480291814041,sex_not_work_age_tot_m,808.0
480291815044,sex_not_work_age_tot_m,75.0
480291817154,sex_not_work_age_tot_m,289.0
480291820022,sex_not_work_age_tot_m,253.0
480291820031,sex_not_work_age_tot_m,792.0
480291821013,sex_not_work_age_tot_m,502.0
480291821051,sex_not_work_age_tot_m,645.0
480291910065,sex_not_work_age_tot_m,101.0
480291912013,sex_not_work_age_tot_m,62.0
480291918141,sex_not_work_age_tot_m,612.0
480291918152,sex_not_work_age_tot_m,404.0
480291918171,sex_not_work_age_tot_m,2034.0
480291919002,sex_not_work_age_tot_m,113.0
480291919005,sex_not_work_age_tot_m,130.0
480291920003,sex_not_work_age_tot_m,160.0
480291921001,sex_not_work_age_tot_m,118.0
480291922002,sex_not_work_age_tot_m,133.0
480291805031,sex_not_work_age_tot_f,67.0
480291805032,sex_not_work_age_tot_f,370.0
480291704013,sex_not_work_age_tot_f,502.0
480291704012,sex_not_work_age_tot_f,163.0
480291914061,sex_not_work_age_tot_f,538.0
480291914092,sex_not_work_age_tot_f,331.0
480291212042,sex_not_work_age_tot_f,191.0
480291215081,sex_not_work_age_tot_f,410.0
480291914051,sex_not_work_age_tot_f,347.0
480291914052,sex_not_work_age_tot_f,336.0
480291914053,sex_not_work_age_tot_f,418.0
480291914055,sex_not_work_age_tot_f,265.0
480291709001,sex_not_work_age_tot_f,491.0
480291709003,sex_not_work_age_tot_f,145.0
480291610002,sex_not_work_age_tot_f,549.0
480291610001,sex_not_work_age_tot_f,391.0
480291615015,sex_not_work_age_tot_f,285.0
480291615011,sex_not_work_age_tot_f,823.0
480291615013,sex_not_work_age_tot_f,198.0
480291711001,sex_not_work_age_tot_f,388.0
480291620011,sex_not_work_age_tot_f,442.0
480291701022,sex_not_work_age_tot_f,156.0
480291701021,sex_not_work_age_tot_f,244.0
480291807022,sex_not_work_age_tot_f,198.0
480291807023,sex_not_work_age_tot_f,46.0
480291807025,sex_not_work_age_tot_f,180.0
480291809012,sex_not_work_age_tot_f,277.0
480291809015,sex_not_work_age_tot_f,135.0
480291106003,sex_not_work_age_tot_f,255.0
480291108002,sex_not_work_age_tot_f,125.0
480291108001,sex_not_work_age_tot_f,94.0
480291208004,sex_not_work_age_tot_f,215.0
480291208006,sex_not_work_age_tot_f,187.0
480291208001,sex_not_work_age_tot_f,193.0
480291208002,sex_not_work_age_tot_f,241.0
480291208005,sex_not_work_age_tot_f,312.0
480291208007,sex_not_work_age_tot_f,131.0
480291208003,sex_not_work_age_tot_f,244.0
480291211113,sex_not_work_age_tot_f,345.0
480291211111,sex_not_work_age_tot_f,156.0
480291211112,sex_not_work_age_tot_f,301.0
480291211114,sex_not_work_age_tot_f,507.0
480291211161,sex_not_work_age_tot_f,295.0
480291211164,sex_not_work_age_tot_f,411.0
480291211162,sex_not_work_age_tot_f,174.0
480291211181,sex_not_work_age_tot_f,323.0
480291211182,sex_not_work_age_tot_f,107.0
480291212031,sex_not_work_age_tot_f,34.0
480291212032,sex_not_work_age_tot_f,273.0
480291212051,sex_not_work_age_tot_f,816.0
480291817182,sex_not_work_age_tot_f,306.0
480291818111,sex_not_work_age_tot_f,676.0
480291902003,sex_not_work_age_tot_f,148.0
480291902004,sex_not_work_age_tot_f,207.0
480291902001,sex_not_work_age_tot_f,98.0
480291802021,sex_not_work_age_tot_f,245.0
480291802023,sex_not_work_age_tot_f,184.0
480291805013,sex_not_work_age_tot_f,254.0
480291805012,sex_not_work_age_tot_f,47.0
480291805011,sex_not_work_age_tot_f,299.0
480291808002,sex_not_work_age_tot_f,247.0
480291808001,sex_not_work_age_tot_f,71.0
480291708002,sex_not_work_age_tot_f,133.0
480291106002,sex_not_work_age_tot_f,304.0
480291504001,sex_not_work_age_tot_f,72.0
480291504002,sex_not_work_age_tot_f,228.0
480291510001,sex_not_work_age_tot_f,196.0
480291521002,sex_not_work_age_tot_f,234.0
480291521001,sex_not_work_age_tot_f,168.0
480291607024,sex_not_work_age_tot_f,188.0
480291607023,sex_not_work_age_tot_f,252.0
480291616002,sex_not_work_age_tot_f,495.0
480291616001,sex_not_work_age_tot_f,524.0
480291216012,sex_not_work_age_tot_f,381.0
480291216013,sex_not_work_age_tot_f,268.0
480291216014,sex_not_work_age_tot_f,314.0
480291218021,sex_not_work_age_tot_f,432.0
480291218023,sex_not_work_age_tot_f,691.0
480291303002,sex_not_work_age_tot_f,244.0
480291303001,sex_not_work_age_tot_f,59.0
480291307002,sex_not_work_age_tot_f,214.0
480291307001,sex_not_work_age_tot_f,418.0
480291702004,sex_not_work_age_tot_f,224.0
480291702006,sex_not_work_age_tot_f,88.0
480291702002,sex_not_work_age_tot_f,120.0
480291702005,sex_not_work_age_tot_f,187.0
480291702001,sex_not_work_age_tot_f,80.0
480291316011,sex_not_work_age_tot_f,124.0
480291317001,sex_not_work_age_tot_f,225.0
480291412004,sex_not_work_age_tot_f,160.0
480291412001,sex_not_work_age_tot_f,393.0
480291412005,sex_not_work_age_tot_f,245.0
480291412002,sex_not_work_age_tot_f,219.0
480291501003,sex_not_work_age_tot_f,213.0
480291309002,sex_not_work_age_tot_f,256.0
480291309003,sex_not_work_age_tot_f,318.0
480291310003,sex_not_work_age_tot_f,166.0
480291310004,sex_not_work_age_tot_f,133.0
480291310001,sex_not_work_age_tot_f,688.0
480291310002,sex_not_work_age_tot_f,199.0
480291405003,sex_not_work_age_tot_f,179.0
480291405002,sex_not_work_age_tot_f,236.0
480291405001,sex_not_work_age_tot_f,155.0
480291405004,sex_not_work_age_tot_f,205.0
480291406002,sex_not_work_age_tot_f,231.0
480291406001,sex_not_work_age_tot_f,395.0
480291407003,sex_not_work_age_tot_f,72.0
480291407001,sex_not_work_age_tot_f,224.0
480291407004,sex_not_work_age_tot_f,154.0
480291407005,sex_not_work_age_tot_f,154.0
480291413001,sex_not_work_age_tot_f,193.0
480291413003,sex_not_work_age_tot_f,572.0
480291702003,sex_not_work_age_tot_f,296.0
480291806023,sex_not_work_age_tot_f,164.0
480291806021,sex_not_work_age_tot_f,54.0
480291911021,sex_not_work_age_tot_f,286.0
480291911022,sex_not_work_age_tot_f,309.0
480291911023,sex_not_work_age_tot_f,183.0
480291209012,sex_not_work_age_tot_f,310.0
480291209011,sex_not_work_age_tot_f,123.0
480291211122,sex_not_work_age_tot_f,203.0
480291519001,sex_not_work_age_tot_f,269.0
480291409002,sex_not_work_age_tot_f,197.0
480291417001,sex_not_work_age_tot_f,684.0
480291417002,sex_not_work_age_tot_f,523.0
