block_group,gender_not_work_age,count_gender_not_work_age
480291505012,sex_not_work_age_tot_f,345.0
480291505014,sex_not_work_age_tot_f,198.0
480291604002,sex_not_work_age_tot_f,342.0
480291604004,sex_not_work_age_tot_f,180.0
480291604001,sex_not_work_age_tot_f,195.0
480291604003,sex_not_work_age_tot_f,294.0
480291611005,sex_not_work_age_tot_f,183.0
480291611006,sex_not_work_age_tot_f,79.0
480291611001,sex_not_work_age_tot_f,687.0
480291611004,sex_not_work_age_tot_f,248.0
480291611003,sex_not_work_age_tot_f,222.0
480291611002,sex_not_work_age_tot_f,196.0
480291813012,sex_not_work_age_tot_f,250.0
480291813011,sex_not_work_age_tot_f,331.0
480291814021,sex_not_work_age_tot_f,212.0
480291814022,sex_not_work_age_tot_f,144.0
480291109001,sex_not_work_age_tot_f,77.0
480291110003,sex_not_work_age_tot_f,103.0
480291110002,sex_not_work_age_tot_f,159.0
480291204001,sex_not_work_age_tot_f,163.0
480291204005,sex_not_work_age_tot_f,348.0
480291710004,sex_not_work_age_tot_f,330.0
480291204003,sex_not_work_age_tot_f,226.0
480291207021,sex_not_work_age_tot_f,658.0
480291704014,sex_not_work_age_tot_f,154.0
480291710001,sex_not_work_age_tot_f,250.0
480291710002,sex_not_work_age_tot_f,164.0
480291717001,sex_not_work_age_tot_f,566.0
480291717003,sex_not_work_age_tot_f,185.0
480291215013,sex_not_work_age_tot_f,504.0
480291215011,sex_not_work_age_tot_f,388.0
480291215074,sex_not_work_age_tot_f,211.0
480291215071,sex_not_work_age_tot_f,240.0
480291215072,sex_not_work_age_tot_f,354.0
480291312002,sex_not_work_age_tot_f,233.0
480291401002,sex_not_work_age_tot_f,185.0
480291401001,sex_not_work_age_tot_f,111.0
480291404004,sex_not_work_age_tot_f,242.0
480291101002,sex_not_work_age_tot_f,141.0
480291209022,sex_not_work_age_tot_f,514.0
480291209021,sex_not_work_age_tot_f,248.0
480291214033,sex_not_work_age_tot_f,272.0
480291214031,sex_not_work_age_tot_f,647.0
480291216042,sex_not_work_age_tot_f,227.0
480291216043,sex_not_work_age_tot_f,111.0
480291306004,sex_not_work_age_tot_f,260.0
480291207022,sex_not_work_age_tot_f,293.0
480291213003,sex_not_work_age_tot_f,216.0
480291213001,sex_not_work_age_tot_f,637.0
480291703004,sex_not_work_age_tot_f,133.0
480291703002,sex_not_work_age_tot_f,55.0
480291703006,sex_not_work_age_tot_f,153.0
480291703005,sex_not_work_age_tot_f,245.0
480291703003,sex_not_work_age_tot_f,251.0
480291704024,sex_not_work_age_tot_f,129.0
480291704021,sex_not_work_age_tot_f,500.0
480291706001,sex_not_work_age_tot_f,300.0
480291706004,sex_not_work_age_tot_f,100.0
480291706003,sex_not_work_age_tot_f,135.0
480291707003,sex_not_work_age_tot_f,639.0
480291707002,sex_not_work_age_tot_f,231.0
480291212044,sex_not_work_age_tot_f,355.0
480291212043,sex_not_work_age_tot_f,234.0
480291404001,sex_not_work_age_tot_f,167.0
480291404002,sex_not_work_age_tot_f,185.0
480291504003,sex_not_work_age_tot_f,734.0
480291215052,sex_not_work_age_tot_f,146.0
480291403002,sex_not_work_age_tot_f,276.0
480291403003,sex_not_work_age_tot_f,228.0
480291520001,sex_not_work_age_tot_f,573.0
480291701011,sex_not_work_age_tot_f,212.0
480291701012,sex_not_work_age_tot_f,279.0
480291718022,sex_not_work_age_tot_f,172.0
480291718025,sex_not_work_age_tot_f,138.0
480291718023,sex_not_work_age_tot_f,408.0
480291408004,sex_not_work_age_tot_f,218.0
480291408001,sex_not_work_age_tot_f,144.0
480291408005,sex_not_work_age_tot_f,234.0
480291408003,sex_not_work_age_tot_f,101.0
480291408002,sex_not_work_age_tot_f,238.0
480291505023,sex_not_work_age_tot_f,184.0
480291505022,sex_not_work_age_tot_f,210.0
480291505021,sex_not_work_age_tot_f,153.0
480291507006,sex_not_work_age_tot_f,70.0
480291507001,sex_not_work_age_tot_f,181.0
480291507003,sex_not_work_age_tot_f,148.0
480291601004,sex_not_work_age_tot_f,513.0
480291601003,sex_not_work_age_tot_f,370.0
480291601001,sex_not_work_age_tot_f,261.0
480291813023,sex_not_work_age_tot_f,402.0
480291809021,sex_not_work_age_tot_f,299.0
480291809023,sex_not_work_age_tot_f,404.0
480291809022,sex_not_work_age_tot_f,212.0
480291809025,sex_not_work_age_tot_f,342.0
480291810031,sex_not_work_age_tot_f,312.0
480291810051,sex_not_work_age_tot_f,280.0
480291810052,sex_not_work_age_tot_f,56.0
480291815061,sex_not_work_age_tot_f,123.0
480291815062,sex_not_work_age_tot_f,328.0
480291817151,sex_not_work_age_tot_f,185.0
480291203002,sex_not_work_age_tot_f,130.0
480291203003,sex_not_work_age_tot_f,245.0
480291203005,sex_not_work_age_tot_f,190.0
480291205013,sex_not_work_age_tot_f,252.0
480291205015,sex_not_work_age_tot_f,343.0
480291205012,sex_not_work_age_tot_f,299.0
480291205014,sex_not_work_age_tot_f,266.0
480291211152,sex_not_work_age_tot_f,677.0
480291211153,sex_not_work_age_tot_f,264.0
480291211172,sex_not_work_age_tot_f,205.0
480291211171,sex_not_work_age_tot_f,254.0
480291720021,sex_not_work_age_tot_f,1296.0
480291817031,sex_not_work_age_tot_f,485.0
480291817032,sex_not_work_age_tot_f,672.0
480291803003,sex_not_work_age_tot_f,302.0
480291803001,sex_not_work_age_tot_f,214.0
480291803002,sex_not_work_age_tot_f,192.0
480291817161,sex_not_work_age_tot_f,412.0
480291910034,sex_not_work_age_tot_f,188.0
480291910035,sex_not_work_age_tot_f,208.0
480291910033,sex_not_work_age_tot_f,276.0
480291910031,sex_not_work_age_tot_f,423.0
480291910032,sex_not_work_age_tot_f,677.0
480291214041,sex_not_work_age_tot_f,327.0
480291214042,sex_not_work_age_tot_f,380.0
480291214043,sex_not_work_age_tot_f,371.0
480291313001,sex_not_work_age_tot_f,325.0
480291313004,sex_not_work_age_tot_f,287.0
480291316061,sex_not_work_age_tot_f,484.0
480291103003,sex_not_work_age_tot_f,81.0
480291103002,sex_not_work_age_tot_f,151.0
480291201001,sex_not_work_age_tot_f,945.0
480291206002,sex_not_work_age_tot_f,170.0
480291206003,sex_not_work_age_tot_f,84.0
480291206006,sex_not_work_age_tot_f,142.0
480291206005,sex_not_work_age_tot_f,118.0
480291517003,sex_not_work_age_tot_f,325.0
480291517002,sex_not_work_age_tot_f,352.0
480291517001,sex_not_work_age_tot_f,506.0
480291607013,sex_not_work_age_tot_f,144.0
480291306001,sex_not_work_age_tot_f,145.0
480291306003,sex_not_work_age_tot_f,110.0
480291306002,sex_not_work_age_tot_f,210.0
480291402003,sex_not_work_age_tot_f,135.0
480291402002,sex_not_work_age_tot_f,152.0
480291402001,sex_not_work_age_tot_f,78.0
480291402004,sex_not_work_age_tot_f,114.0
480291309001,sex_not_work_age_tot_f,598.0
480291717004,sex_not_work_age_tot_f,624.0
480291719035,sex_not_work_age_tot_f,314.0
480291717006,sex_not_work_age_tot_f,376.0
480291719032,sex_not_work_age_tot_f,160.0
480291719034,sex_not_work_age_tot_f,397.0
480291509002,sex_not_work_age_tot_f,233.0
480291509001,sex_not_work_age_tot_f,313.0
480291509005,sex_not_work_age_tot_f,312.0
480291705003,sex_not_work_age_tot_f,356.0
480291705004,sex_not_work_age_tot_f,183.0
480291705002,sex_not_work_age_tot_f,102.0
480291805042,sex_not_work_age_tot_f,742.0
480291205025,sex_not_work_age_tot_f,166.0
480291205023,sex_not_work_age_tot_f,59.0
480291205026,sex_not_work_age_tot_f,183.0
480291205024,sex_not_work_age_tot_f,102.0
480291207012,sex_not_work_age_tot_f,296.0
480291207011,sex_not_work_age_tot_f,319.0
480291302002,sex_not_work_age_tot_f,140.0
480291410003,sex_not_work_age_tot_f,411.0
480291410002,sex_not_work_age_tot_f,135.0
480291516001,sex_not_work_age_tot_f,353.0
480291516004,sex_not_work_age_tot_f,321.0
480291516002,sex_not_work_age_tot_f,183.0
480291817051,sex_not_work_age_tot_f,521.0
480291817052,sex_not_work_age_tot_f,348.0
480291512002,sex_not_work_age_tot_f,724.0
480291606001,sex_not_work_age_tot_f,234.0
480291606003,sex_not_work_age_tot_f,785.0
480291419003,sex_not_work_age_tot_f,333.0
480291419002,sex_not_work_age_tot_f,362.0
480291515003,sex_not_work_age_tot_f,126.0
480291515002,sex_not_work_age_tot_f,167.0
480291603003,sex_not_work_age_tot_f,172.0
480291603002,sex_not_work_age_tot_f,248.0
480291603005,sex_not_work_age_tot_f,302.0
480291612001,sex_not_work_age_tot_f,131.0
480291612002,sex_not_work_age_tot_f,465.0
480291804003,sex_not_work_age_tot_f,168.0
480291804001,sex_not_work_age_tot_f,365.0
480291807012,sex_not_work_age_tot_f,340.0
480291811004,sex_not_work_age_tot_f,128.0
480291811002,sex_not_work_age_tot_f,179.0
480291811003,sex_not_work_age_tot_f,858.0
480291909015,sex_not_work_age_tot_f,164.0
480291909013,sex_not_work_age_tot_f,56.0
480291809014,sex_not_work_age_tot_f,132.0
480291813031,sex_not_work_age_tot_f,341.0
480291815041,sex_not_work_age_tot_f,583.0
480291815042,sex_not_work_age_tot_f,317.0
480291816012,sex_not_work_age_tot_f,486.0
480291906011,sex_not_work_age_tot_f,229.0
480291818091,sex_not_work_age_tot_f,173.0
480291818092,sex_not_work_age_tot_f,542.0
480291818094,sex_not_work_age_tot_f,369.0
480291906013,sex_not_work_age_tot_f,128.0
480291910041,sex_not_work_age_tot_f,360.0
480291910043,sex_not_work_age_tot_f,142.0
480291813022,sex_not_work_age_tot_f,312.0
480291212063,sex_not_work_age_tot_f,186.0
480291212061,sex_not_work_age_tot_f,166.0
480291212065,sex_not_work_age_tot_f,400.0
480291212062,sex_not_work_age_tot_f,291.0
480291214022,sex_not_work_age_tot_f,184.0
480291214021,sex_not_work_age_tot_f,1279.0
480291218031,sex_not_work_age_tot_f,320.0
480291218032,sex_not_work_age_tot_f,138.0
480291218033,sex_not_work_age_tot_f,465.0
480291218041,sex_not_work_age_tot_f,328.0
480291218042,sex_not_work_age_tot_f,680.0
480291218043,sex_not_work_age_tot_f,409.0
480291308001,sex_not_work_age_tot_f,519.0
480291308004,sex_not_work_age_tot_f,352.0
480291308002,sex_not_work_age_tot_f,145.0
480291308003,sex_not_work_age_tot_f,78.0
480291311003,sex_not_work_age_tot_f,136.0
480291311002,sex_not_work_age_tot_f,159.0
480291602002,sex_not_work_age_tot_f,293.0
480291817134,sex_not_work_age_tot_f,296.0
480291817132,sex_not_work_age_tot_f,407.0
480291817133,sex_not_work_age_tot_f,376.0
480291815054,sex_not_work_age_tot_f,298.0
480291815053,sex_not_work_age_tot_f,154.0
480291815051,sex_not_work_age_tot_f,228.0
480291817042,sex_not_work_age_tot_f,354.0
480291817044,sex_not_work_age_tot_f,191.0
480291817111,sex_not_work_age_tot_f,892.0
480291907002,sex_not_work_age_tot_f,57.0
480291907003,sex_not_work_age_tot_f,314.0
480291607011,sex_not_work_age_tot_f,385.0
480291607012,sex_not_work_age_tot_f,358.0
480291718011,sex_not_work_age_tot_f,259.0
480291718013,sex_not_work_age_tot_f,249.0
480291718014,sex_not_work_age_tot_f,163.0
480291718012,sex_not_work_age_tot_f,367.0
480291802013,sex_not_work_age_tot_f,287.0
480291802012,sex_not_work_age_tot_f,174.0
480291802014,sex_not_work_age_tot_f,202.0
480291802011,sex_not_work_age_tot_f,183.0
480291812001,sex_not_work_age_tot_f,197.0
480291812004,sex_not_work_age_tot_f,230.0
480291812002,sex_not_work_age_tot_f,127.0
480291812005,sex_not_work_age_tot_f,293.0
480291514004,sex_not_work_age_tot_f,144.0
480291511003,sex_not_work_age_tot_f,188.0
480291511001,sex_not_work_age_tot_f,157.0
480291514001,sex_not_work_age_tot_f,109.0
480291514002,sex_not_work_age_tot_f,266.0
480291905012,sex_not_work_age_tot_f,210.0
480291905013,sex_not_work_age_tot_f,347.0
480291905011,sex_not_work_age_tot_f,144.0
480291908001,sex_not_work_age_tot_f,185.0
480291908002,sex_not_work_age_tot_f,287.0
480291909011,sex_not_work_age_tot_f,395.0
480291909012,sex_not_work_age_tot_f,584.0
480291909021,sex_not_work_age_tot_f,256.0
480291909023,sex_not_work_age_tot_f,130.0
480291810012,sex_not_work_age_tot_f,333.0
480291810042,sex_not_work_age_tot_f,206.0
480291810041,sex_not_work_age_tot_f,434.0
480291901004,sex_not_work_age_tot_f,173.0
480291901003,sex_not_work_age_tot_f,167.0
480291901002,sex_not_work_age_tot_f,125.0
480291719021,sex_not_work_age_tot_f,202.0
480291311001,sex_not_work_age_tot_f,204.0
480291203008,sex_not_work_age_tot_f,127.0
480291203007,sex_not_work_age_tot_f,165.0
480291501001,sex_not_work_age_tot_f,135.0
480291501004,sex_not_work_age_tot_f,234.0
480291506004,sex_not_work_age_tot_f,277.0
480291506003,sex_not_work_age_tot_f,155.0
480291511007,sex_not_work_age_tot_f,236.0
480291511005,sex_not_work_age_tot_f,366.0
480291511004,sex_not_work_age_tot_f,281.0
480291918042,sex_not_work_age_tot_f,497.0
480291918041,sex_not_work_age_tot_f,328.0
480291210004,sex_not_work_age_tot_f,256.0
480291210003,sex_not_work_age_tot_f,706.0
480291210005,sex_not_work_age_tot_f,328.0
480291210006,sex_not_work_age_tot_f,289.0
480291211102,sex_not_work_age_tot_f,267.0
480291215062,sex_not_work_age_tot_f,151.0
480291215061,sex_not_work_age_tot_f,308.0
480291305001,sex_not_work_age_tot_f,119.0
480291305003,sex_not_work_age_tot_f,504.0
480291305002,sex_not_work_age_tot_f,130.0
480291305004,sex_not_work_age_tot_f,217.0
480291904003,sex_not_work_age_tot_f,193.0
480291211081,sex_not_work_age_tot_f,288.0
480291211083,sex_not_work_age_tot_f,214.0
480291211084,sex_not_work_age_tot_f,165.0
480291207015,sex_not_work_age_tot_f,204.0
480291215042,sex_not_work_age_tot_f,116.0
480291215041,sex_not_work_age_tot_f,232.0
480291503001,sex_not_work_age_tot_f,292.0
480291503004,sex_not_work_age_tot_f,212.0
480291503003,sex_not_work_age_tot_f,147.0
480291602003,sex_not_work_age_tot_f,187.0
480291508002,sex_not_work_age_tot_f,63.0
480291508003,sex_not_work_age_tot_f,107.0
480291712003,sex_not_work_age_tot_f,471.0
480291418001,sex_not_work_age_tot_f,230.0
480291418002,sex_not_work_age_tot_f,116.0
480291512005,sex_not_work_age_tot_f,616.0
480291512003,sex_not_work_age_tot_f,335.0
480291512001,sex_not_work_age_tot_f,126.0
480291107001,sex_not_work_age_tot_f,254.0
480291904001,sex_not_work_age_tot_f,54.0
480291719121,sex_not_work_age_tot_f,1017.0
480291817122,sex_not_work_age_tot_f,432.0
480291816023,sex_not_work_age_tot_f,318.0
480291816021,sex_not_work_age_tot_f,180.0
480291818081,sex_not_work_age_tot_f,423.0
480291821021,sex_not_work_age_tot_f,268.0
480291911011,sex_not_work_age_tot_f,141.0
480291911012,sex_not_work_age_tot_f,172.0
480291219082,sex_not_work_age_tot_f,410.0
480291219091,sex_not_work_age_tot_f,414.0
480291219092,sex_not_work_age_tot_f,984.0
480291219101,sex_not_work_age_tot_f,1278.0
480291219102,sex_not_work_age_tot_f,186.0
480291304011,sex_not_work_age_tot_f,123.0
480291304012,sex_not_work_age_tot_f,214.0
480291304013,sex_not_work_age_tot_f,230.0
480291304014,sex_not_work_age_tot_f,144.0
480291304021,sex_not_work_age_tot_f,367.0
480291304022,sex_not_work_age_tot_f,513.0
480291304023,sex_not_work_age_tot_f,251.0
480291314011,sex_not_work_age_tot_f,1364.0
480291314012,sex_not_work_age_tot_f,758.0
480291314021,sex_not_work_age_tot_f,128.0
480291719182,sex_not_work_age_tot_f,48.0
480291719184,sex_not_work_age_tot_f,342.0
480291719191,sex_not_work_age_tot_f,1009.0
480291719202,sex_not_work_age_tot_f,998.0
480291719211,sex_not_work_age_tot_f,513.0
480291719213,sex_not_work_age_tot_f,189.0
480291719221,sex_not_work_age_tot_f,817.0
480291719232,sex_not_work_age_tot_f,250.0
480291719233,sex_not_work_age_tot_f,335.0
480291719241,sex_not_work_age_tot_f,478.0
480291720022,sex_not_work_age_tot_f,1026.0
480291719242,sex_not_work_age_tot_f,429.0
480291719252,sex_not_work_age_tot_f,345.0
480291719254,sex_not_work_age_tot_f,563.0
480291720031,sex_not_work_age_tot_f,685.0
480291720032,sex_not_work_age_tot_f,541.0
480291720051,sex_not_work_age_tot_f,1165.0
480291720052,sex_not_work_age_tot_f,1412.0
480291720062,sex_not_work_age_tot_f,555.0
480291720063,sex_not_work_age_tot_f,230.0
480291720072,sex_not_work_age_tot_f,529.0
480291720073,sex_not_work_age_tot_f,653.0
480291801012,sex_not_work_age_tot_f,172.0
480291315031,sex_not_work_age_tot_f,177.0
480291315032,sex_not_work_age_tot_f,243.0
480291315041,sex_not_work_age_tot_f,487.0
480291315042,sex_not_work_age_tot_f,238.0
480291315051,sex_not_work_age_tot_f,407.0
480291315052,sex_not_work_age_tot_f,483.0
480291315062,sex_not_work_age_tot_f,554.0
480291316081,sex_not_work_age_tot_f,689.0
480291315071,sex_not_work_age_tot_f,550.0
480291315073,sex_not_work_age_tot_f,523.0
480291316012,sex_not_work_age_tot_f,780.0
480291316082,sex_not_work_age_tot_f,629.0
480291316092,sex_not_work_age_tot_f,401.0
480291316093,sex_not_work_age_tot_f,786.0
480291316102,sex_not_work_age_tot_f,469.0
480291316111,sex_not_work_age_tot_f,223.0
480291316131,sex_not_work_age_tot_f,337.0
480291316132,sex_not_work_age_tot_f,519.0
480291316142,sex_not_work_age_tot_f,84.0
480291316151,sex_not_work_age_tot_f,423.0
480291316153,sex_not_work_age_tot_f,386.0
480291316154,sex_not_work_age_tot_f,330.0
480291318012,sex_not_work_age_tot_f,105.0
480291318021,sex_not_work_age_tot_f,350.0
480291318023,sex_not_work_age_tot_f,418.0
480291411011,sex_not_work_age_tot_f,311.0
480291411013,sex_not_work_age_tot_f,373.0
480291411021,sex_not_work_age_tot_f,288.0
480291411023,sex_not_work_age_tot_f,303.0
480291414022,sex_not_work_age_tot_f,246.0
480291414032,sex_not_work_age_tot_f,418.0
480291414041,sex_not_work_age_tot_f,525.0
480291414043,sex_not_work_age_tot_f,253.0
480291416002,sex_not_work_age_tot_f,350.0
480291513011,sex_not_work_age_tot_f,121.0
480291513012,sex_not_work_age_tot_f,332.0
480291513013,sex_not_work_age_tot_f,248.0
480291513014,sex_not_work_age_tot_f,531.0
480291513021,sex_not_work_age_tot_f,484.0
480291513022,sex_not_work_age_tot_f,329.0
480291521003,sex_not_work_age_tot_f,163.0
480291521004,sex_not_work_age_tot_f,159.0
480291522011,sex_not_work_age_tot_f,612.0
480291522012,sex_not_work_age_tot_f,696.0
480291522013,sex_not_work_age_tot_f,258.0
480291522021,sex_not_work_age_tot_f,685.0
480291605011,sex_not_work_age_tot_f,611.0
480291605012,sex_not_work_age_tot_f,233.0
480291605021,sex_not_work_age_tot_f,125.0
480291609013,sex_not_work_age_tot_f,211.0
480291605022,sex_not_work_age_tot_f,294.0
480291605024,sex_not_work_age_tot_f,362.0
480291609011,sex_not_work_age_tot_f,192.0
480291609021,sex_not_work_age_tot_f,396.0
480291609023,sex_not_work_age_tot_f,287.0
480291613022,sex_not_work_age_tot_f,445.0
480291613032,sex_not_work_age_tot_f,431.0
480291613041,sex_not_work_age_tot_f,413.0
480291614001,sex_not_work_age_tot_f,550.0
480291615031,sex_not_work_age_tot_f,354.0
480291615033,sex_not_work_age_tot_f,251.0
480291615041,sex_not_work_age_tot_f,361.0
480291618011,sex_not_work_age_tot_f,510.0
480291618012,sex_not_work_age_tot_f,209.0
480291618022,sex_not_work_age_tot_f,1095.0
480291619011,sex_not_work_age_tot_f,215.0
480291619022,sex_not_work_age_tot_f,859.0
480291619023,sex_not_work_age_tot_f,463.0
480291620032,sex_not_work_age_tot_f,342.0
480291620033,sex_not_work_age_tot_f,355.0
480291620042,sex_not_work_age_tot_f,415.0
480291713011,sex_not_work_age_tot_f,176.0
480291713021,sex_not_work_age_tot_f,162.0
480291713022,sex_not_work_age_tot_f,254.0
480291716011,sex_not_work_age_tot_f,358.0
480291716013,sex_not_work_age_tot_f,310.0
480291716021,sex_not_work_age_tot_f,727.0
480291719022,sex_not_work_age_tot_f,755.0
480291719023,sex_not_work_age_tot_f,1670.0
480291719131,sex_not_work_age_tot_f,873.0
480291719132,sex_not_work_age_tot_f,254.0
480291719142,sex_not_work_age_tot_f,373.0
480291719143,sex_not_work_age_tot_f,283.0
480291719161,sex_not_work_age_tot_f,759.0
480291719162,sex_not_work_age_tot_f,555.0
480291719171,sex_not_work_age_tot_f,632.0
480291719172,sex_not_work_age_tot_f,1100.0
480291215053,sex_not_work_age_tot_f,341.0
480291216051,sex_not_work_age_tot_f,378.0
480291216052,sex_not_work_age_tot_f,159.0
480291216062,sex_not_work_age_tot_f,325.0
480291216063,sex_not_work_age_tot_f,229.0
480291217011,sex_not_work_age_tot_f,377.0
480291217012,sex_not_work_age_tot_f,222.0
480291217014,sex_not_work_age_tot_f,298.0
480291217021,sex_not_work_age_tot_f,640.0
480291217023,sex_not_work_age_tot_f,579.0
480291218081,sex_not_work_age_tot_f,159.0
480291218091,sex_not_work_age_tot_f,157.0
480291218092,sex_not_work_age_tot_f,480.0
480291218101,sex_not_work_age_tot_f,819.0
480291218102,sex_not_work_age_tot_f,324.0
480291218112,sex_not_work_age_tot_f,237.0
480291218121,sex_not_work_age_tot_f,820.0
480291219032,sex_not_work_age_tot_f,724.0
480291218123,sex_not_work_age_tot_f,87.0
480291218124,sex_not_work_age_tot_f,211.0
480291219031,sex_not_work_age_tot_f,468.0
480291219042,sex_not_work_age_tot_f,418.0
480291219051,sex_not_work_age_tot_f,392.0
480291219061,sex_not_work_age_tot_f,400.0
480291219062,sex_not_work_age_tot_f,385.0
480291219072,sex_not_work_age_tot_f,2501.0
480291219081,sex_not_work_age_tot_f,337.0
480291209024,sex_not_work_age_tot_f,250.0
480291211103,sex_not_work_age_tot_f,242.0
480291211183,sex_not_work_age_tot_f,334.0
480291211192,sex_not_work_age_tot_f,612.0
480291211193,sex_not_work_age_tot_f,337.0
480291211202,sex_not_work_age_tot_f,314.0
480291211211,sex_not_work_age_tot_f,372.0
480291211212,sex_not_work_age_tot_f,155.0
480291211221,sex_not_work_age_tot_f,330.0
480291211222,sex_not_work_age_tot_f,300.0
480291211223,sex_not_work_age_tot_f,477.0
480291215014,sex_not_work_age_tot_f,427.0
480291713023,sex_not_work_age_tot_f,205.0
480291713024,sex_not_work_age_tot_f,235.0
480291714012,sex_not_work_age_tot_f,506.0
480291714021,sex_not_work_age_tot_f,743.0
480291714023,sex_not_work_age_tot_f,478.0
480291715011,sex_not_work_age_tot_f,101.0
480291715021,sex_not_work_age_tot_f,305.0
480291715022,sex_not_work_age_tot_f,193.0
480291715024,sex_not_work_age_tot_f,271.0
480291914121,sex_not_work_age_tot_f,509.0
480291914131,sex_not_work_age_tot_f,748.0
480291914132,sex_not_work_age_tot_f,721.0
480291915031,sex_not_work_age_tot_f,685.0
480291915032,sex_not_work_age_tot_f,219.0
480291915033,sex_not_work_age_tot_f,362.0
480291915041,sex_not_work_age_tot_f,286.0
480291915042,sex_not_work_age_tot_f,240.0
480291915051,sex_not_work_age_tot_f,252.0
480291915052,sex_not_work_age_tot_f,412.0
480291915061,sex_not_work_age_tot_f,483.0
480291915062,sex_not_work_age_tot_f,599.0
480291915063,sex_not_work_age_tot_f,274.0
480291917012,sex_not_work_age_tot_f,189.0
480291917021,sex_not_work_age_tot_f,790.0
480291917023,sex_not_work_age_tot_f,157.0
480291917024,sex_not_work_age_tot_f,316.0
480291918061,sex_not_work_age_tot_f,229.0
480291918062,sex_not_work_age_tot_f,372.0
480291918071,sex_not_work_age_tot_f,807.0
480291918072,sex_not_work_age_tot_f,354.0
480291918082,sex_not_work_age_tot_f,187.0
480291918091,sex_not_work_age_tot_f,1157.0
480291918101,sex_not_work_age_tot_f,576.0
480291918102,sex_not_work_age_tot_f,439.0
480291918121,sex_not_work_age_tot_f,595.0
480291918122,sex_not_work_age_tot_f,259.0
480291918132,sex_not_work_age_tot_f,395.0
480291821062,sex_not_work_age_tot_f,784.0
480291905031,sex_not_work_age_tot_f,180.0
480291905033,sex_not_work_age_tot_f,399.0
480291905041,sex_not_work_age_tot_f,221.0
480291906031,sex_not_work_age_tot_f,213.0
480291906032,sex_not_work_age_tot_f,268.0
480291906042,sex_not_work_age_tot_f,216.0
480291906043,sex_not_work_age_tot_f,254.0
480291910052,sex_not_work_age_tot_f,211.0
480291910061,sex_not_work_age_tot_f,187.0
480291910063,sex_not_work_age_tot_f,405.0
480291801014,sex_not_work_age_tot_f,45.0
480291801015,sex_not_work_age_tot_f,106.0
480291801021,sex_not_work_age_tot_f,211.0
480291806044,sex_not_work_age_tot_f,114.0
480291801022,sex_not_work_age_tot_f,174.0
480291806041,sex_not_work_age_tot_f,407.0
480291806042,sex_not_work_age_tot_f,482.0
480291806045,sex_not_work_age_tot_f,234.0
480291810033,sex_not_work_age_tot_f,518.0
480291813032,sex_not_work_age_tot_f,409.0
480291814032,sex_not_work_age_tot_f,183.0
480291814033,sex_not_work_age_tot_f,408.0
480291814042,sex_not_work_age_tot_f,287.0
480291815032,sex_not_work_age_tot_f,918.0
480291817112,sex_not_work_age_tot_f,224.0
480291817113,sex_not_work_age_tot_f,912.0
480291817153,sex_not_work_age_tot_f,297.0
480291817162,sex_not_work_age_tot_f,360.0
480291817163,sex_not_work_age_tot_f,426.0
480291817164,sex_not_work_age_tot_f,139.0
480291817183,sex_not_work_age_tot_f,373.0
480291817201,sex_not_work_age_tot_f,826.0
480291817202,sex_not_work_age_tot_f,135.0
480291817211,sex_not_work_age_tot_f,425.0
480291817212,sex_not_work_age_tot_f,297.0
480291817231,sex_not_work_age_tot_f,417.0
480291817221,sex_not_work_age_tot_f,359.0
480291817222,sex_not_work_age_tot_f,146.0
480291817223,sex_not_work_age_tot_f,413.0
480291817232,sex_not_work_age_tot_f,136.0
480291817233,sex_not_work_age_tot_f,427.0
480291817241,sex_not_work_age_tot_f,704.0
480291817242,sex_not_work_age_tot_f,437.0
480291817251,sex_not_work_age_tot_f,681.0
480291817261,sex_not_work_age_tot_f,538.0
480291817262,sex_not_work_age_tot_f,828.0
480291817271,sex_not_work_age_tot_f,578.0
480291817272,sex_not_work_age_tot_f,134.0
480291817282,sex_not_work_age_tot_f,1349.0
480291817291,sex_not_work_age_tot_f,2407.0
480291817302,sex_not_work_age_tot_f,660.0
480291817311,sex_not_work_age_tot_f,153.0
480291817313,sex_not_work_age_tot_f,368.0
480291817314,sex_not_work_age_tot_f,311.0
480291818131,sex_not_work_age_tot_f,259.0
480291818133,sex_not_work_age_tot_f,642.0
480291818141,sex_not_work_age_tot_f,471.0
480291818151,sex_not_work_age_tot_f,344.0
480291818152,sex_not_work_age_tot_f,306.0
480291818162,sex_not_work_age_tot_f,604.0
480291818171,sex_not_work_age_tot_f,356.0
480291818181,sex_not_work_age_tot_f,373.0
480291818182,sex_not_work_age_tot_f,407.0
480291818191,sex_not_work_age_tot_f,114.0
480291818192,sex_not_work_age_tot_f,898.0
480291818202,sex_not_work_age_tot_f,126.0
480291818211,sex_not_work_age_tot_f,177.0
480291818221,sex_not_work_age_tot_f,260.0
480291818222,sex_not_work_age_tot_f,472.0
480291818231,sex_not_work_age_tot_f,218.0
480291818241,sex_not_work_age_tot_f,267.0
480291912012,sex_not_work_age_tot_f,344.0
480291910064,sex_not_work_age_tot_f,278.0
480291912011,sex_not_work_age_tot_f,218.0
480291912021,sex_not_work_age_tot_f,265.0
480291912022,sex_not_work_age_tot_f,170.0
480291912023,sex_not_work_age_tot_f,207.0
480291912024,sex_not_work_age_tot_f,357.0
480291913031,sex_not_work_age_tot_f,250.0
480291913041,sex_not_work_age_tot_f,240.0
